,brief,header,pubtime,savetime
0,巴西国家经济社会发展银行宣布，将于明年 1 月推出稳定币「BNDES」，该银行称在整个 2018 年一直在试用该稳定币，BNDES 在以太坊区块链上运行，并与巴西雷亚尔 1:1 挂钩。,巴西国家经济和社会发展银行将于下个月推出稳定币 BNDES,18:27,2018-12-17 20:04:11
1,据卡巴斯基实验室 Kaspersky Lab 公布的数据显示，仅今年一年，加密货币窃取案件就激增了 400%。在过去 12 个月里，随着数字货币的普及达到历史最高水平，加密货币犯罪已成为今年金融界最广为人知的问题之一。该公司透露，2018 年加密货币窃取案件已经达到 1300 万件，比去年的 350 万件增长了 400%。,卡巴斯基：2018 年加密货币劫持事件较去年上升 400％,17:30,2018-12-17 20:04:11
2,韩国政府召开经济事务扩大会议，确定并公布了《2019 年经济政策方向》。计划将区块链技术添加到新的增长研发业务部门，且税收抵免率将高于一般研发业务。,韩国计划将区块链技术添加到新的增长研发业务部门，并扩大税收优惠,16:27,2018-12-17 20:04:11
3,"美国国际战略研究中心（CSIS, Center for Strategic and International Studies）发布报告《利用区块链实现美国商业与繁荣：10 个案例、10 个问题、5 个解决方案》。报告详细介绍了区块链改进医疗、制造业、运输业和农业等领域 10 个案例，回答了区块链相关 10 个关键问题，提出 5 项改进区块链生态的政策应对措施。时至今日，区块链不仅已经应用在具体的行业领域中，并且许多财富前 500 的企业和政府机构都在应用区块链技术。区块链初创企业的股权交易也从 2013 年的 50 笔 9800 万美元增长到 2017 年的 144 笔 6.4 亿美元。",报告：许多财富前 500 的企业和政府机构都在应用区块链技术,15:19,2018-12-17 20:04:11
4,根据美国对冲基金数据研究机构（Hedge Fund Research）报告，区块链和加密货币基金自 2018 年初以来已经亏损了约 70％。报告指出，HFR 区块链指数和 HFR 加密货币指数今年的收入回报率（ROR）均为约 30%，年初至今回报率（YTD）均为约 70%。HFR 区块链指数是一系列旨在反映投资于区块链数字货币和分布式账本技术的基金经理业绩的基准。,报告：区块链和加密货币基金 2018 年已亏损 70％,13:22,2018-12-17 20:04:11
5,据 Tokenview 数据显示，昨日 ETH 新增地址数为 176997 个，较前日上升 49.81%，较近 7 日 ETH 日均新增地址数上升 39.48%。 ETH 近 24 小时内链上交易额为 1818476.92 ETH，同比 24 小时前上升 9.07%。ETH 链上数据均有上涨，新增地址数涨幅较大。但受制于整体市场低迷，向上突破仍需等待整体市场走势。,Tokenview：ETH 昨日新增地址数上涨近 50%,10:34,2018-12-17 20:04:11
6,区块链游戏公司 Endless Game 获得 IOST 旗下 BlueHill 基金会等机构总计 750 万美元投资。本轮融资后，Endless Game 将在保留原有业务的基础上，成立新业务线，专注区块链游戏的开发与发行。Endless Game 负责人表示，将在 IOST 主网上线后陆续将已有产品部署在 IOST 主网上，并将参与 IOST 主网节点竞选。,区块链游戏公司 Endless Game 获 750 万美元投资,10:18,2018-12-17 20:04:11
7,TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 12 月 17 日 8 时报 292.89 点，较昨日同期上涨 2.37 点，涨幅为 0.82%。在 TokenInsight 密切关注的 28 个细分行业中，24 小时内涨幅最高的为信息技术服务平台行业，涨幅为 8.81%；24 小时内跌幅最高的为其它应用行业，跌幅为 0.26%。监测显示，BTC 全球交易额连续两日萎缩，较前日再次下降 6.5%，前 100 地址 BTC 持仓比较前日上升 0.001%。BCtrend 分析师 Jeffrey 认为，目前全球多空比较上周均值上升 7%至 0.96，短期空头衰减。但交易量萎缩，资金仍然观望为主，延续盘整。,TokenInsight：BTC 短期空头衰减,09:03,2018-12-17 20:04:11
8,据 Etherscan.io 的数据，以太坊上独立地址在本周日超过 5000 万个。不过，尽管以太坊独立地址数量在增加，活跃地址的数量却在减少，活跃的以太坊地址从 2018 年 1 月 16 日创下的 71.9 万高点，下降至目前的 23.2 万左右的水平。据 Coinmetrics 提供的定义，活跃地址数量指当日参与接收和发送交易的独立地址的数量。,以太坊独立地址超过 5000 万，但独立地址数量增加的同时，活跃地址数量减少,08:18,2018-12-17 20:04:11
9,波场开发者社区负责人李聪在接受 DecryptMedia 采访时表示，尽管波场已经努力协助以太坊开发者向波场迁移，但是似乎这些开发者兴趣不大。李聪透露，波场团队已经接触了以太坊上最大的 50 个 DApp，但是其中半数以上表示不考虑在短期内迁移到波场平台，目前以太坊平台上的 1900 多个 DApp 中，仅有大约 10 DApp 已经选择迁移到波场平台。本月早些时候，波场宣布设立基金，协助以太坊和 EOS 开发者向波场迁移。,波场开发者社区负责人：以太坊开发者对波场兴趣不足,02:30,2018-12-17 20:04:12
