,brief,header,pub_time,url
0,当智能音箱进入大众日常生活，背后的语音交互技术是如何发展的？,阿里巴巴人工智能首席科学家聂再清：语音助手是下一代人机交互入口 | 2018 T-EDGE,2018-12-17,http://www.tmtpost.com/3651648.html
