,brief,header,pubtime,savetime
0,据 PeckShield 数据显示：今晨 05:57 - 08:27 之间，黑客 helookitiqas 向 EOS 竞猜类游戏钓鱼高手 kittyfishing 发起攻击，在两个多小时内，共计发起 91 次攻击，总计获利 558.85 个 EOS。该黑客账户 helookitiqas 在攻击得手后，将大部分所得资金转向币安交易所账号 binancecleos。PeckShield 安全人员分析发现，黑客是采用交易回滚攻击手段对游戏合约实施攻击。此外，另有两款竞猜类游戏也于今晨遭到了数十次同类型的攻击，损失数百个 EOS，目前还有一款游戏合约尚未修复仍面临再次被攻击的风险。PeckShield 安全人员在此提醒：交易回滚攻击形态仍在频繁出现，对 EOS DApp 游戏生态造成了严重的威胁，希望广大游戏开发者持续保持警惕。,PeckShield：今晨多款 EOS 竞猜类游戏遭黑客交易回滚攻击,19:44,2018-12-12 21:46:31
1,高性能无需信任的计算网络 PlatON 宣布将于 12 月 18 日推出测试网络。按照该项目之前公布的开发路线图，今年第四季度将进入第一阶段「贝莱世界」，发布最小化可行性产品测试版本，并发布客户端。PlatON 是一个基于可验证计算算法（VC）、安全多方计算（MPC）、同态加密（HE）等技术实现去中心化可信计算的综合项目，希望解决在 AI、物联网、医疗健康、征信、广告等领域中面临的大数据管理、信任、安全和隐私等问题。该项目创始人之一为万向区块链董事长肖风博士，另一位创始人为矩阵元创始人兼 CEO 孙立林。,高性能无需信任的计算网络 PlatON 将于 12月 18 日推出测试网络,19:20,2018-12-12 21:46:31
2,TokenGazer 发布 Komodo 最新评级报告：综合评分 3.7，指标趋势稳定。Komodo 继承了 Zcash 的匿名性技术，在其公链上整合了一些功能以及应用，欲搭建一个全能的生态系统，但并不具备技术创新以及亮点。目前项目团队庞大，拥有优秀的研发人员，进展顺利。和比特币相关性系数波动极大，有机会走出独立行情。,观点：Komodo 承袭 Zcash 匿名技术且开发进展顺利，但不具备独特优势,19:14,2018-12-12 21:46:31
3,区块链 3.0 项目 QuarkChain 宣布参加雀巢、可口可乐等公司的区块链项目合作伙伴 OSA DC 举办的公链测试评比活动。将通过自身更高的 TPS 与灵活性，成为更适合承载 OSA DC 区块链应用的基础设施。据悉，OSA DC 致力于通过使用基于 AI 驱动的区块链平台，合作伙伴包括雀巢、可口可乐、欧莱雅、达能等众多国际品牌，几年间已经为合作伙伴创造了可观收益。目前正寻找一条客观、可编程、高吞吐、长期发展的公链项目以承载其业务需求。而 QuarkChain 凭借其分片技术以及图灵完备的公链系统，可以提供更高的吞吐量、更灵活的区块链要素配置，并且支持以太坊虚拟机，使以太坊应用可以快速实现迁移。,QuarkChain 将参加 OSA 发起的公链测试评比活动,18:59,2018-12-12 21:46:31
4,美国证券交易委员会（SEC）主席 Jay Clayton 在美国参议院银行、住房和城市事务委员会作证时表示，分布式账本技术（DLT）的发展「有助于促进资本形成」，为机构投资者和散户投资者提供了「有前途的投资机会」。,SEC 主席：DLT 的发展「有助于促进资本形成」,18:33,2018-12-12 21:46:31
5,结合存储网络与公有链的双底层智能数据生态的 Genaro Network 主网 G.A.O（Genaro Alpha One）正式上线。此次 Genaro 打造了一个无服务器交互系统，产品基于原有基础上新增了加密文件分享与邮箱两大功能。在此次技术革新中，Genaro 独创了可验证的加密数据交互（VEDI）系统，推动建立无服务器交互系统生态。,Genaro Network 主网上线，全新打造无服务器交互系统,17:37,2018-12-12 21:46:32
6,谷歌发表了（日本地区）今年的搜索排行榜。在搜索「具体定义」时经常使用的排行榜中，「虚拟货币」排在首位，「比特币」排名第三位。,谷歌日本地区今年定义类搜索排行榜：「虚拟货币」位列榜首,16:56,2018-12-12 21:46:32
7,韩国科学技术信息通信部（MSIT）今日宣布，明年韩国政府将在国家信息产业中投入 5.7883 万亿韩元（约合 51 亿美元），比今年增加投入 9.2％。国家信息化项目支持云计算、大数据、人工智能、物联网、区块链等技术，其中区块链领域预计将投入 72 亿韩元（约占总投入的 0.12%）。,韩国政府明年将投入近 6 万亿韩元于国家信息化产业，区块链领域获配 0.12%,15:53,2018-12-12 21:46:32
8,"算力战尘埃落定，BitcoinCash 发展路线吸引外界广泛关注。本月 16 日，2018 GBDC 全球区块链开发者大会将于香港召开。会上 BitcoinABC 首席开发者 Amaury Sechet 将讨论 BCH 未来发展方向，并带来主题演讲《如何同时实现比特币现金的扩容、零确认及更高的安全性》（How to improve scaling, 0-conf and security of bitcoin cash at once）。",BitcoinABC 首席开发者 Amaury Sechet 将在 GBDC 发表预共识相关演讲,15:52,2018-12-12 21:46:32
9,周一韩国首尔举行了一场以加密货币交易所为主题的议会政策论坛，韩国七个主要加密交易所的代表参加了此次活动，并签署了「创建健全的加密货币生态系统的协议」。这七个交易所分别是 Upbit、Bithumb、Korbit、Coinone、Gopax、Coinplug（Cpdax）和 Hanbitco。,韩国七个主要加密交易所签署协议，旨在创建健全的加密货币生态系统,14:58,2018-12-12 21:46:32
10,阿联酋央行行长表示，阿联酋和沙特已经开始使用共同开发的数字货币。该央行还表示，正在研究金融科技的战略计划，该计划将得到法律和监管框架的支持。,阿联酋央行行长：阿联酋和沙特已经开始使用共同开发的数字货币,13:41,2018-12-12 21:46:32
11,日本软银计划将在明年初出售该公司持有的半导体巨头英伟达（Nvidia）的股份，因英伟达股价持续下跌。而英伟达股价下跌的原因是加密货币挖矿需求不断减少。一匿名相关人士透露，软银可在此交易中获利 30 亿美元，但软银是否继续持有股份或只售卖一部分股份还未最终决定。,日本软银或将出售英伟达股份，因其加密货币挖矿需求减少而导致股价低迷,12:12,2018-12-12 21:46:32
12,BM 在电报群中提到 CPU 相关问题，主要是以下几点：1. 仅抵押少量资源就可以无限免费的进行交易和操作从来不是 EOS 设计的初衷。2. CPU 问题解决方案应该是花费少部分钱就能租到足够的 EOS 供用户使用。3. REX 的推出会解决 CPU 市场租赁问题。4. DApp 开发者可以为用户质押 CPU，并且该质押方式与现有的完全不同，将会采取联合签名交易实现该操作。5. CPU 问题将在下一次的硬分叉升级中得到解决。,BM：将在下一次升级时解决 CPU 相关问题,11:16,2018-12-12 21:46:32
