,brief,classes_name,header,news_url,pubtime,savetime
0,朝鲜劳动党委员长、国务委员会委员长金正恩再次会见正在访问朝鲜的中共中央总书记、国家主席习近平特别代表，中共中央政治局常委、全国人大常委会委员长栗战书。,澎湃新闻,金正恩再次会见栗战书，并为中国党政代表团举行欢迎活动,https://www.thepaper.cn/newsDetail_forward_2429752,2小时前,2018-09-11 19:15:10
1,北京青年报记者从北京单田芳文化传播有限公司经理肖建陆处获悉，著名评书艺术家单田芳9月11日下午3点30分因病在中日友好医院去世，享年84岁。,澎湃新闻,著名评书艺术家单田芳病逝，享年84岁,https://www.thepaper.cn/newsDetail_forward_2429870,1小时前,2018-09-11 19:15:10
2,前海新印象公司以138元售卖“印象中国一卡通”，宣称持卡可免费游国内3800家签约景点，并分全国、省、市、县、区五个层级“裂变”形式，层层发展下线从中分红返利。,澎湃新闻,印象旅游骗局被曝光后：骨干骂“媒体无良”，群内清“卧底”,https://www.thepaper.cn/newsDetail_forward_2428656,3小时前,2018-09-11 19:15:10
3,录音中，韩春雨公然挑唆自己的学生去“购买论文”，甚至表示买完论文就能毕业，不用上学，还可以在此期间卖烧烤赚钱，各种斯文扫地，活脱脱一个象牙塔里跑出来的市侩。,澎湃新闻,【社论】韩春雨又组织“买论文”了！不能再打马虎眼,https://www.thepaper.cn/newsDetail_forward_2430052,39分钟前,2018-09-11 19:15:10
4,9月11日下午，广东省清远市中级人民法院依法对被告人刘纯露放火案进行公开宣判，以放火罪一审判处刘纯露死刑，剥夺政治权利终身。,澎湃新闻,清远KTV纵火案被告人一审判死刑：向服务员表白被拒放火,https://www.thepaper.cn/newsDetail_forward_2430689,2分钟前,2018-09-11 19:15:11
5,按照《抚顺市市直公益性事业单位优化整合方案》规定，中心机构规格为县级，为市直属事业单位，一个机构三块牌子。,澎湃新闻,从省级到县级，辽宁多地“自然资源事务服务中心”成立,https://www.thepaper.cn/newsDetail_forward_2430158,3分钟前,2018-09-11 19:15:11
6,当地时间9月10日，美国俄勒冈州一名男子因一条狗的出现而洗脱了罪名。该男子去年因涉嫌性虐待未成年少年被判入狱50年，一条名叫露西的拉布拉多犬成为他翻案的关键。,澎湃新闻,靠一条拉布拉多犬，美国男子成功翻案,https://www.thepaper.cn/newsDetail_forward_2430414,6分钟前,2018-09-11 19:15:11
7,9月11日上午，应急管理部召开台风防范应对工作会商部署会，紧急部署第22号台风“山竹”和第23号台风“百里嘉”防范应对工作。,澎湃新闻,应急部防范台风“山竹”和“百里嘉”，派组赶赴广东海南等地,https://www.thepaper.cn/newsDetail_forward_2430466,9分钟前,2018-09-11 19:15:11
8,在这个封闭的环境里，他们把自己“真实”的一面显露出来，愤怒、懊悔。他们被人戳到痛点时痛哭流泪，陷入迷茫时目光呆滞，有的甚至跪在地上忏悔。,澎湃新闻,“邪教式”入职培训：批斗、哭喊、互扇耳光,https://www.thepaper.cn/newsDetail_forward_2429525,11分钟前,2018-09-11 19:15:12
9,9月初，中国证券业协会向各家券商下发了《关于加强对证券分析师参加有关评选活动管理的通知》，对证券分析师参加评选活动提出了8条要求。,澎湃新闻,最佳分析师评选遭遇严监管：不许晒牛股成绩，严禁请客送礼等,https://www.thepaper.cn/newsDetail_forward_2430399,13分钟前,2018-09-11 19:15:12
10,根据一项暑期花费统计，超过半数的家长暑期开销在1万至3万元之间。干瘪的钱包能否换来丰富的暑期生活？这期片子中，有两个家庭晒出了他们的暑期账单。,澎湃新闻,5万元和0支出，两个家庭子女的暑期账单,https://www.thepaper.cn/newsDetail_forward_2428651,13分钟前,2018-09-11 19:15:12
11,国家主席习近平11日在符拉迪沃斯托克同俄罗斯总统普京举行会谈。两国元首一致认为，今年以来，中俄关系呈现更加积极的发展势头，进入更高水平、更快发展的新时期。,澎湃新闻,习近平同普京举行会谈：中俄将坚定发展好两国关系,https://www.thepaper.cn/newsDetail_forward_2430623,17分钟前,2018-09-11 19:15:12
12,我是1955年到的鞍山，1956年大年初一登台表演，到了1957年，我已经成了小红人了。,澎湃新闻,逝者｜单田芳：我的第一次登台,https://www.thepaper.cn/newsDetail_forward_2430480,19分钟前,2018-09-11 19:15:13
13,9月11日，中国机构编制网发布全国社会保障基金理事会“三定”方案，明确全国社会保障基金理事会是财政部管理的事业单位，作为基金投资运营机构，不明确行政级别。,澎湃新闻,社保基金理事会三定方案：不明确行政级别，新设风险管理部,https://www.thepaper.cn/newsDetail_forward_2430400,23分钟前,2018-09-11 19:15:13
14,企业有自信和能力是好事，但这种自信和能力，绝不该包含对公共话题的操纵方面。尊重公众表达权，保持对公共舆论场的敬畏之心，应当是共识，也是底线。,澎湃新闻,马上评｜马云老师需要这样的“粗暴点赞”吗？,https://www.thepaper.cn/newsDetail_forward_2430118,27分钟前,2018-09-11 19:15:13
