,brief,header,news_url,pubtime,savetime
0,白皮书显示，就城市形象视频而言，北京、上海在数量上领先，而重庆、西安等新一线城市播放总量更胜一筹。新一线城市在城市形象视频播放量上领先，是受欢迎的“抖音之城”。将排行 ...,重庆成“抖音之城” 大数据揭秘如何打造网红城市,http://tech.sina.com.cn/roll/2018-09-11/doc-ihiycyfx2111954.shtml,大数据,2018-09-11 19:15:47
1,原标题：陕西广电涉足电竞产业建子公司 携高校推出大数据实验室 陕广锐玩公司成立启动。西部网讯（记者刘望）今天（9月11日）下午，陕西广电锐玩文化发展有限公司在西安宣布成立 ...,陕西广电涉足电竞产业建子公司 携高校推出大数据实验室,http://news.sina.com.cn/o/2018-09-11/doc-ihiycyfx2361523.shtml,大数据,2018-09-11 19:15:49
2,原标题：审计署南京特派办：多措并举加强审计信息化建设与大数据审计 最近，审计署南京特派办根据署党组开展的全国审计机关2018年度集中整训课程及转播安排，组织全办人员开展了 ...,审计署南京特派办：多措并举加强审计信息化建设与大数据审计,http://news.sina.com.cn/o/2018-09-11/doc-ihiycyfx0401392.shtml,大数据,2018-09-11 19:15:49
3,原标题：政务大数据便民惠民初见成效 创新服务模式，省政务数据大厅“智慧大脑”显神通 政务大数据便民惠民初见成效？省政务数据大厅内，工作人员在紧张地工作。■海报集团全媒 ...,政务大数据便民惠民初见成效,http://news.sina.com.cn/c/2018-09-11/doc-ihiixzkm7277146.shtml,大数据,2018-09-11 19:15:49
4,原标题：市人大常委会开展执法检查 推动大数据地方立法落地 8月21日，市人大常委会启动对《贵州省大数据发展应用促进条例》《贵阳市政府数据共享开放条例》的执法检查。未来两天中 ...,市人大常委会开展执法检查 推动大数据地方立法落地,http://news.sina.com.cn/c/2018-09-11/doc-ihiixyeu6058413.shtml,大,2018-09-11 19:15:49
5,原标题：修文县：大数据让“毛果果”变身“金果果”“以前种猕猴桃，成天就要往地里跑。现在，通过手机APP我就可以随时监控果园的每一个角落，只要带上手机就相当于‘带上果园 ...,修文县：大数据让“毛果果”变身“金果果”,http://news.sina.com.cn/c/2018-09-11/doc-ihiycyfw9150096.shtml,大数据,2018-09-11 19:15:49
6,原标题：贵阳公安探索深化现代警务机制改革大数据让接处警智能化 8月25日下午，瑞金南路上发生一起纠纷，正在附近巡逻的南明公安分局网格民警汤恩博通过手持警务终端接警后，仅3分钟 ...,贵阳公安探索深化现代警务机制改革大数据让接处警智能化,http://news.sina.com.cn/c/2018-09-11/doc-ihiixyeu6058455.shtml,大数据,2018-09-11 19:15:49
7,原标题：经开区获批创建全国首个大数据安全认证示范区 国家认证认可监督管理委员会日前发来复函，同意贵阳经济技术开发区创建“大数据安全认证示范区”。据悉，该示范区系全国首个 ...,经开区获批创建全国首个大数据安全认证示范区,http://news.sina.com.cn/c/2018-09-11/doc-ihiycyfw9149351.shtml,大数据,2018-09-11 19:15:49
8,广东省各大高校陆续完成新生入学工作，逐渐步入开学迎新季。近日，广东各大高校纷纷发布新生大数据，今年中山大学94%的本科新生都是“00后”；广东外语外贸大学的新生中，女生人数 ...,广东高校新生大数据：最小14岁 陈姓最多,http://edu.sina.com.cn/gaokao/2018-09-10/doc-ihivtsyk9090157.shtml,大数据,2018-09-11 19:15:50
9,大数据让监督“如影随形”“通过数据对比，者相镇9名低保对象在户籍人口数据被标注为死亡人口，但仍然每月领取低保金……”近日，黔西南州贞丰县纪委监委通过“全省扶贫领域监督系 ...,【让监督强起来】黔西南：大数据让监督“如影随形”,http://news.sina.com.cn/c/2018-09-11/doc-ihiycyfw7833092.shtml,大数据,2018-09-11 19:15:50
