,brief,header,pub_time,type,url
0,本次介绍会讲解基于数据流架构的AI方案和适配的工具链。,今晚20:00职播间 | 基于定制数据流的AI应用,4小时前,AI+,https://www.leiphone.com/news/201811/zCz5T62OAO2SEdsC.html
1,开放只是开始，开放不是成功本身,银行启动开放战略，能否赢回金融科技下半场？,9小时前,AI+,https://www.leiphone.com/news/201811/yu8R3RM5tVZnZdRw.html
2,商业世界是残酷的，找准方向事半功倍。,安防“优等生”的四大共性,10小时前,AI+,https://www.leiphone.com/news/201811/bIinstrSM4VrhAkG.html
3,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
4,别说看看是不是寒武纪1M了，麒麟980这双核NPU根本就是“遍寻不获”,麒麟980核心裸照放出：安卓最强CPU“稳了”，主角之一的NPU反成最大谜题,45分钟前,业界,https://www.leiphone.com/news/201811/tlo0kaJP8xPmxTmz.html
5,AI 发展已经从单纯的技术推进走向了与相关产业走向融合的阶段。,AI 未来将如何发展？来看看世界互联网大会上的大佬们怎么说,2小时前,业界,https://www.leiphone.com/news/201811/fs9og6SJ5tNLjkpf.html
6,Akamai与金山云达成战略合作，助力中国企业出海,对话CDN巨头Akamai：携手金山云，意欲何为？,3小时前,业界,https://www.leiphone.com/news/201811/3guc9XwXYNtEH2CV.html
7,11月8日全球最大的加密货币矿机公司比特大陆正式发布搭载自研7nm芯片的蚂蚁矿机S15和T15。,比特大陆发布首款7nm芯片矿机，力压抢了7nm首发的嘉楠耘智？,3小时前,业界,https://www.leiphone.com/news/201811/luq4eawpN4ZGRtYs.html
8,中国电信eSIM首批仅支持4个城市。,中国电信确定将于11月9月发售支持eSIM的Apple Watch    中国移动仍无消息,5小时前,业界,https://www.leiphone.com/news/201811/LXJ3Lfe0GmpB6tTv.html
9,可折叠手机什么时候才能到来？,三星没忍住自曝可折叠屏手机    国内厂商准备跟风了么？,6小时前,业界,https://www.leiphone.com/news/201811/On7SHfWrUNs52C4o.html
10,AI合成主播是一个什么“物种”？,打造新华社「AI合成主播」的“分身术”为何物？,8小时前,业界,https://www.leiphone.com/news/201811/virbffX2jKstSRyG.html
