,brief,header,pubtime,savetime
0,委内瑞拉政府宣布，数字货币 Petro 将作为石油交易账户提交给石油输出国组织 OPEC。委内瑞拉石油部长、国有石油公司 Pdvsa 的总裁 Manuel Quevedo 表示，使用 Petro 的交易将从 2019 年的第一季度开始。,委内瑞拉从明年起将 Petro 用于石油相关国际交易,17:25,2018-11-08 20:04:11
1,"据 TokenInsight 数据分析，近 24 小时内，BTC 链上转账数 293,604，同比 24 小时前上升 2.9%；链上活跃地址数 611,976，同比 24 小时前上升 8.8%；交易所成交量 50.1 亿美元，同比 24 小时前上升 15%；存储地址资金同比 24 小时前减少 5,691 枚。独立分析师 James 认为，近 24 小时内 BTC 总流入 18.8 亿美元（流入资金以法币为主），总流出 12.9 亿美元，流入资金明显大于流出，所以虽然存储地址资金有小幅流出，但 BTC 短期总体向利多方向发展。注：存储地址即为 BTC 链上地址中用来存储 BTC 的地址，其资金流入流出反映投资者持有 BTC 的意愿强弱。",TokenInsight：近 24 小时 BTC 净流入近 6 亿美元,17:09,2018-11-08 20:04:11
2,Poloniex 宣布将成为第一家向客户提供比特现金 ABC（BCHABC）和比特现金 SV（BCHSV）的交易所。Poloniex 成立于 2014 年，已被 Circle 收购。,交易所 Poloniex 宣布提供 BCH 分叉交易,15:30,2018-11-08 20:04:11
3,OSA DC 与 Paytomat 达成合作关系，可使用 OSA 代币来支付已经接入 Paytomat 的商家。Paytomat 是数字货币支付的分布式系统，将区块链技术与零售结合，通过数字货币进行支付风险管控，大大提升支付速度和及时交易。在包括美国、荷兰、捷克、意大利、西班牙等国家可使用数字货币在现实生活中产生购买。,OSA 代币融入到全球 Paytomat 系统,14:43,2018-11-08 20:04:11
4,针对 EOS 合约竞猜类游戏 FFgame 被攻击事件的剖析，慢雾安全团队通过与 FIBOS 创始人响马的交流及复测推测：攻击者通过部署攻击合约并且在合约中使用与 FFgame 相同算法计算随机数，产生随机数后立即在 inline_action 中使用随机数攻击合约，导致中奖结果被「预测」到，从而达到超高中奖率。该攻击者从第一次出现盗币就已经被慢雾监控账户变动，在 11 月 8 日凌晨已经第一时间将威胁情报同步给相关交易所平台。慢雾安全团队在此提醒类似开发者：不要引入可控或可预测随机数种子，任何侥幸都不应该存在。,慢雾提醒开发者：勿引入可控或可预测随机数种子,13:38,2018-11-08 20:04:11
5,"据 PeckShield 态势感知平台数据显示：11 月 8 日凌晨 1 点，EOS 上又一款竞猜类游戏 FFgame 遭遇黑客攻击，黑客账户 jk2uslllkjfd向FFgame 游戏合约 (eoswallet415）发起 304 次攻击，共计获利 1,331.2922 个EOS，随后于 1 点 36 分将 1,330 个 EOS 转移到火币交易所。PeckShield 安全人员跟踪发现，该黑客账户 jk2uslllkjfd 为 PeckShield 的重点监控黑名单账户，其创建于 10 月 30 日，曾于 11 月 4 日凌晨 3 点，攻击过另一款 EOS 竞猜类游戏 EOSDice (eosbocai2222)，共获利 2,545.1135 个 EOS。这两次攻击都是通过写合约代码计算出游戏中奖规律实施攻击，值得注意的是，该黑客习惯于凌晨实施攻击，且每次攻击完都会立刻修改攻击合约，发送「hi」的垃圾数据用以掩饰攻击信息。另外，攻击所得 EOS 都是立刻转移到火币交易所。目前被攻击 FFgame（eoswallet415）账号余额里还有 81.0105 个 EOS，并且攻击后合约没有更新，漏洞还未被修复。","安全公司: EOS 竞猜游戏 FFgame 遭黑客攻击，损失 1,331 个 EOS",12:21,2018-11-08 20:04:11
6,据 Tokenview 数据显示，BTC 昨日链上交易额为 878471.94 BTC，较近 7 日的平均交易额上升 1.82% ，BTC 昨日链上交易笔数为 293734 笔，较近 7 日的平均交易笔数上升 6.76%，昨日 BTC 单笔超过 1000 BTC的大额转账共计 13 笔，较前日维持不变 0.0%，较近 7 日平均大额转账笔数下降 89.08%。,BTC 昨日交易笔数略有上升，但较 7 日日均交易笔数下降 89.08%,10:35,2018-11-08 20:04:11
7,区块链透明度研究所（BTI）更新了全球加密资产交易所排名报告，币安在排名中位列第一，该报告显示，币安每日约有 16.1 万网站用户和 15.2 万移动端用户，日交易量超过 10 亿美元，是唯一一个日交易额超过 10 亿美元的加密资产交易所。BTI 曾在 8 月份首次发布加密资产交易所排名报告，认为 OKEx 和火币 80% 的交易额注水，全球加密交易所约 2/3 交易额系伪造。链闻发布该报告摘要之后，火币和部分交易所提出该报告数据不准确，未统计移动端及 API 交易用户数据。经链闻向 BTI 反馈，新发布的更新版排名报告已经加入各交易所移动端及 API 交易用户数据。,区块链透明度研究所更新全球加密资产交易所排名报告，仅币安日交易量超过 10 亿美元,07:52,2018-11-08 20:04:11
8,据 Coindesk 报道，美国商品期货交易委员会（CFTC）主席 J. Christopher Giancarlo 表示，金融技术的进步有助于改善对衍生品市场的监管。他强调了分布式账本技术可以用来实施自动化监管程序，可以使监管机构更有效地监督市场，同时降低成本。他还提出，如果结合分布式账本技术开发相应的系统，实现数据的标准化，并且将标准化后的数据向市场参与者、监管机构分发，有可能实现一个把大部分标准任务交由机器管理的世界。,美国商品期货交易委员会主席：分布式账本技术有助于市场监管,07:42,2018-11-08 20:04:11
9,能源初创公司  Electrify 获得东京电力控股株式会社旗下子公司 TEPCO Frontier Partners 的投资，开发一种点对点能源交易平台 Synergy。具体投资金额未披露。Synergy 可以通过智能合约让客户从不同能源供应商购买电力，计划于 2019 年第二季度正式推出。Electrify 今年 3 月曾通过 ICO 融资 3000 万美元，投资方包括 OmiseGo 首席执行官 Jun Hasegawa、以太坊早期开发团队成员 Wendell Davis 和日本风投公司 Global Brain。,能源初创公司  Electrify 获得东京电力子公司的投资,06:34,2018-11-08 20:04:11
