,brief,classes_name,header,news_url,pubtime,savetime
0,由中共中央宣传部、中央广播电视总台联合制作的十八集大型电视纪录片《我们一起走过——致敬改革开放40周年》12月2日起在央视综合频道20:00档每天播出两集。,澎湃新闻,4分钟速览：大型电视纪录片《我们一起走过》第五集、第六集,https://www.thepaper.cn/newsDetail_forward_2708538,5小时前,2018-12-05 20:03:12
1,大庆油田公司、齐齐哈尔、哈尔滨、牡丹江、农垦总局、森工总局、中省直单位等市地、系统的《人民日报》收订进度百分比都在10%以下。,澎湃新闻,黑龙江公布党报党刊收订进度：部分地市系统完成还不到10%,https://www.thepaper.cn/newsDetail_forward_2708798,1小时前,2018-12-05 20:03:12
2,12月5日，澎湃新闻记者从几家网络安全公司获悉，已经初步锁定“微信支付”支付赎金的勒索病毒制造者，嫌疑人是一名95后罗姓男子，已将信息移交警方。,澎湃新闻,用微信支付二维码索赎金的勒索病毒被破解：制造者疑为95后,https://www.thepaper.cn/newsDetail_forward_2709450,52分钟前,2018-12-05 20:03:12
3,深圳螺岭外国语实验学校日前发布关于学位申请补充要求的告示，表示2019年起，50平米以下住房将被限制入学。,澎湃新闻,深圳一小学对学位按房产面积分等：大于50平方米更容易入学,https://www.thepaper.cn/newsDetail_forward_2709636,1小时前,2018-12-05 20:03:12
4,俄罗斯举行潜艇和地对空导弹演习，与此同时，北约外长齐聚布鲁塞尔商讨黑海安全局势，北约秘书长呼吁俄罗斯立即释放乌克兰船员，恢复乌船只在亚速海的自由航行。,澎湃新闻,俄罗斯在黑海举行演习，北约外长聚布鲁塞尔共商黑海安全局势,https://www.thepaper.cn/newsDetail_forward_2709844,7分钟前,2018-12-05 20:03:13
5,当地时间11月30日，“雪鹰”号直升机吊挂3.6吨后勤物资飞向中山站，打响了中国第35次南极考察海冰卸货攻坚战！,澎湃新闻,中国第35次南极考察卸货攻坚战：冰面打通44公里生命线,https://www.thepaper.cn/newsDetail_forward_2709541,7分钟前,2018-12-05 20:03:13
6,"""你瞧，这些白云聚了又散，散了又聚，人生离合，亦复如斯。""作家倪匡曾称：金庸小说，天下第一，古今中外，无出其右。人一定要走，但他的小说会留下来。",澎湃新闻,“天下第一”的金庸小说,https://www.thepaper.cn/newsDetail_forward_2708539,10分钟前,2018-12-05 20:03:13
7,据指控，2009年任五原县委书记的贺福宝，私自决定挪用财政资金6千万借与他人营利使用，还违法决定将财政资金6800万借给一公司使用，给国家造成经济损失。,澎湃新闻,内蒙古巴彦淖尔原副市长贺福宝出庭受审，涉嫌受贿滥权等罪,https://www.thepaper.cn/newsDetail_forward_2710065,11分钟前,2018-12-05 20:03:13
8,这七种素养是：坚定的政治素养、正直的品德素养、过硬的业务素养、灵活的工作方法、过硬的工作作风、较好的团队管理能力以及正确的宣传理念。,澎湃新闻,人民法院报刊文：新时期的法官应当具备七种素养,https://www.thepaper.cn/newsDetail_forward_2709943,12分钟前,2018-12-05 20:03:13
9,国务院总理李克强12月5日主持召开国务院常务会议，决定再推广一批促进创新的改革举措，更大激发创新创造活力。,澎湃新闻,李克强主持召开国务院常务会议，通过专利法修正案草案,https://www.thepaper.cn/newsDetail_forward_2710253,14分钟前,2018-12-05 20:03:13
