,brief,header,pub_time,type,url
0,八家安防巨头谈自身看法及理解。,“软件定义安防摄像机”是伪概念吗？,2小时前,AI+,https://www.leiphone.com/news/201812/yj8i5dPWW6rHdovj.html
1,我们从商业维度出发，寻找人工智能在各个行业的最佳应用。,寻找最具商业价值的AI应用，「2018 AI最佳掘金案例年度榜单」进入评审阶段,10小时前,AI+,https://www.leiphone.com/news/201812/5ueX5K0DbwoLBC7A.html
2,Jeff Dean 和 Sanjay Ghemawat 是仅有的两位达到 Google Senior Fellow 级别（Level 11）的超级工程师。,揭秘 Google 两大超级工程师：AI 领域绝无仅有的黄金搭档,2小时前,业界,https://www.leiphone.com/news/201812/yV1namFFdTlXc6bx.html
3,Imagination被收购之后财务非常稳健，并且越来越重视中国市场。,Imagination第二代神经网络加速器和第九代GPU推出，AI应用如何影响芯片设计？,2小时前,业界,https://www.leiphone.com/news/201812/g1c3qtmi1Xqu27Jh.html
4,目前，云轨项目已经在巴西、菲律宾以及越南等地开花，王传福希望用技术和产业，回报国家改革开放带给比亚迪的机会。,王传福：从电池大王到电动车“大王”,4小时前,业界,https://www.leiphone.com/news/201812/L718K3wR7LcMfd52.html
5,早报来了,“微信支付”勒索病毒制造者被锁定；FF面临现金流危机；董明珠“赢了”雷军10亿赌局|雷锋网早报,4小时前,业界,https://www.leiphone.com/news/201812/KKPEvIPC19AwjDym.html
6,滴滴已经把安全放在最重要的地位，至少口号上是如此。,滴滴宣布架构大调整，强调安全第一,4小时前,业界,https://www.leiphone.com/news/201812/yl2vvRIWFVCGWIk4.html
7,Alpha升级为「京鱼座」，除了名字更漂亮，还有哪些重点？,京东有了「京鱼座」,5小时前,业界,https://www.leiphone.com/news/201812/DCOcbhTaSAL2WTwS.html
8,12月4日下午，以“大，有可为”为主题的大疆农业2019新品发布会在深圳举行。,大疆发布新一代植保无人机，还想用「成本共担」方式激活市场,6小时前,业界,https://www.leiphone.com/news/201812/lKLUdecQLvKkKQNm.html
9,微软开源新动作，VS 2019 Preview 也一并发布,微软宣布WPF、Windows Forms和WinUI这3个流行框架正式开源,7小时前,业界,https://www.leiphone.com/news/201812/KdGRvOwVJSnYQfO2.html
10,一声哨响，物联网进入中场，物联网平台厂商都在做什么？,物联网的AI化和云智易的前半生,12小时前,业界,https://www.leiphone.com/news/201811/eOdfGC1Vn9Yhg6gX.html
11,刚刚，高通发布全新旗舰骁龙855,5G来了！高通发布全新旗舰骁龙 855,13小时前,业界,https://www.leiphone.com/news/201812/WTg8RbkH0dgc9rZa.html
