,brief,header,pubtime,savetime
0,Sora Summit 是由 Sora Ventures 在澳门塔主办的 2018 年度首场区块链峰会，此次峰会将以学术探讨为主，72 位全球区块链行业领袖将齐聚澳门，会议讨论主题以地区进行划分，分别为北美、韩国、日本、中国，对区块链行业进行深度剖析。Binance Labs、OKEx 和 Huobi 三大交易所投资部负责人将首次齐聚 Sora Summit，链闻 ChainNews 总编辑刘锋先生也将出席活动，共同探讨亚洲地区投资机构、项目及投后管理服务等话题。,11 月 13 日 Sora Summit 将在澳门举办,16:20,2018-11-07 20:02:33
1,全球知名第三方 js 服务被劫持，存在针对交易所的攻击行为。StatCounter 作为美国一家网站通讯流量监测机构，提供各种类型的统计报告以及网站流量统计服务，全球有近 200 万站点使用。今日 ESET 的研究人员发现黑客修改 StatCounter 分析平台使用的 JavaScript 代码，并试图嵌入某知名交易所相关页面盗取加密货币。据悉，该脚本 statcounter.com/counter/counter.js 试图将比特币交易重定向到攻击者控制的几个钱包地址之一。影响范围覆盖所有使用 StatCounter 的平台，慢雾区建议各交易所自行检测是否使用此代码，同时检测站点是否异常，并使用自有 JavaScript。,慢雾区：全球知名第三方 js 服务被劫持，存在针对交易所的攻击行为,16:01,2018-11-07 20:02:33
2,硅谷的 AI 区块链安全公司 AnChain.ai 刚刚宣布，获 SIG 海纳基金、Brain Robotics Capital、明道未来资本投资。AnChain.ai 致力于 AI 驱动来维护区块链生态安全，由大数据及人工智能专家 Victor Fang 博士 和 Ben Wu 联合创立。 AnChain.ai 创始人 Victor Fang 表示，团队研发的 SAP（态势感知平台）及 CAP（智能合约审计平台）已经帮助多家交易所、DApp 项目方完成安全审计、智能合约漏洞检测等服务，新的融资将用于完善产品体验、提升产品安全性等方面。AnChain.ai 之前曾获得知名风险投资机构丰元创投 Amino Capital 、华尔街对冲基金背景的风险投资机构华岩资本 CRCM Ventures 等机构的投资。,区块链安全公司 AnChain.ai 获 SIG、Brain Robotics 和明道未来资本投资,11:42,2018-11-07 20:02:33
3,据 Tokenview 数据显示，昨日 BCH 活跃地址数为 48995 个，较前日上升 2.9%，较近 7 日 BCH 日均活跃地址数上升 12.45%；昨日 BCH 新增地址数为 25328 个，较前日上升 2.05%，较近 7 日 BCH 日均新增地址数上升 16.07%。但是昨日 BCH 单笔超过 2000 BCH 的大额转账共计 25 笔，较前日下降 40.48%，较近 7 日平均大额转账笔数下降 89.75%。,昨日 BCH 活跃度上升，但大额交易笔数下降剧烈,11:32,2018-11-07 20:02:33
4,加密资产交易所 Bitstamp 宣布采用瑞典交易所技术供应商 Cinnober 提供的撮合引擎 TRADExpress Trading System，提高交易的撮合速度。预计新的交易撮合引擎将于 2019 年第二季度正式投入使用。除了 Bitstamp 之外，Coinbase 也在改进自己的撮合引擎，以更好服务市场。总部位于瑞典的交易所技术供应商 Cinnober 今年 9 月刚刚被纳斯达克收购。,Bitstamp 计划更新撮合引擎，提高交易撮合速度,08:21,2018-11-07 20:02:33
5,一个挪威的创业团队推出新的点对点交易平台 Bitruption，提供类似 Localbitcoins 的服务，用户可以使用法币，进行加密货币交易。该平台最初将支持比特币和比特币现金的交易，支持的付款方式为银行转账，之后将扩展至其他加密货币，并支持更多付款方式。,挪威创业团队推出新的点对点交易平台 Bitruption,07:59,2018-11-07 20:02:33
6,据 Coindesk 报道，四大会计师事务所普华永道在香港的联盟所罗兵咸永道与路印基金会正在探讨稳定币的机会。报道指出，普华永道和路印基金会的合作并非对后者进行审计，而是为稳定币项目进行咨询服务。,普华永道香港与路印基金会探讨稳定币的机会,06:35,2018-11-07 20:02:33
7,美国得克萨斯州证券监管部门紧急叫停了云挖矿项目 AWS Mining 的证券发行。这个全名为「Automated Web Services Mining」的云挖矿项目总部位于澳大利亚，其在证券发行中声称可以保证投资者实现 200% 的投资回报。得克萨斯州证券监管部门认为此举违反了证券发行相关规定。,得克萨斯州监管部门叫停云挖矿项目 AWS Mining 的证券发行,05:44,2018-11-07 20:02:33
8,前迪士尼乐园总裁 Al Weiss 担任主席兼普通合伙人的区块链投资公司 Global Blockchain Ventures （GBV）宣布推出一支 1 亿美元的区块链风险投资基金 Global Blockchain Ventures Fund，另一家区块链技术投资公司 Stonegate Digital Capital Group 已经承诺为该基金注资数百万美元。,区块链投资公司 GBV 推出一支 1 亿美元的区块链风险投资基金,05:10,2018-11-07 20:02:33
9,欧洲的交易平台 eToro 宣布将推出加密钱包，该钱包的应用程序将通过 Google Play 和 Apple App Store 下载。该钱包服务最初仅提供给 eToro 的白金用户，即拥有 2.5 万美元加密资产的交易用户，最初仅提供比特币的钱包服务，随后将逐步推广向更多客户，支持更多币种。,欧洲交易平台 eToro 推出加密钱包,03:51,2018-11-07 20:02:33
