,brief,header,pubtime,savetime
0,以太坊联合创始人兼 Polkadot 发起人 Gavin Wood 在 Web3 峰会上宣布，将在几周后发布新的区块链开发通用平台 Substrate。Gavin Wood 表示，他发起的跨链协议 Polkadot 采用了该技术基础 ，Substrate 是一种简单的机制，可以让人们构建、部署并发布自己的区块链。,以太坊联合创始人兼 Polkadot 发起人Gavin Wood 将发布区块链开发通用平台 Substrate,19:29,2018-10-23 20:01:55
1,移动支付公司 Square 宣布开放该公司比特币离线储存技术 Subzero 的所有文档、代码和工具。开发者可以在 Github 获得这些代码和工具。,移动支付公司 Square 开源自己的比特币离线储存技术,18:35,2018-10-23 20:01:55
2,台湾手机制造商 HTC 正式发布了该公司的首款区块链智能手机 Exodus 1。据其网站提供的信息，这款手机内置受 Android OS 保护的虚拟货币钱包，可以用来保存加密货币和密钥。该手机仅支持虚拟货币购买，售价为 0.15 BTC 或 4.78 ETH，将于 12 月初发货。,HTC 正式发布区块链智能手机 Exodus,18:20,2018-10-23 20:01:55
3,据成都链安科技，扫描涵盖 Etherscan 上排名前 500 的代币合约。结果发现：部分合约的特权函数不符合智能合约安全开发规范，存在「溢出」、「权限过大」等安全隐患。这些隐患使 owner 能够执行任意增发代币、随意篡改账户余额等恶意操作。为了避免这些安全漏洞被有意或无意的触发，强烈建议合约开发者在合约上链之前做好完善的安全措施。「特权函数只有特定的钱包地址才能够调用」不是安全保障的免死金牌，不可因此疏于防范。,安全公司：部分合约存增发及账户资金安全风险,18:12,2018-10-23 20:01:55
4,针对机构投资者的加密资产交易平台 Caspian 宣布通过 ICO 融资 1950 万美元。创建于今年上半年的 Caspian 将用统一用户界面链接主要的加密资产交易所，同时提供合规、资产管理、风险管理功能，主要面向包括加密货币交易公司和加密对冲基金在内的机构投资者。Caspian 表示，包括富达在内，约有 170 个客户在等待使用该平台。区块链投资机构 Kenetic 联合创始人朱沛宗为该项目首席策略官。,针对机构投资者的加密资产交易平台 Caspian 完成 1950 万美元融资,18:00,2018-10-23 20:01:56
5,近日，星途协议 ATP 与 NAS nano 达成合作，双方将结合公链的技术能力及链上互动广告的定制化优势，共建区块链互动广告流量联盟。星云链 NAS nano 是首款结合 NRC20 资产管理与 DApp 应用市场的钱包。本次合作，将通过在 NAS nano 中集成星途协议 ATP 链上互动广告 SDK，为用户展示丰富的链上互动广告资讯，以加速链上互动广告产品落地。未来，星途协议 ATP 将为生态合作伙伴提供多样化的互动广告形式，拓展更丰富的链上互动广告场景，共同构建可持续的区块链良性生态。,星途协议 ATP 与 NAS nano 达成生态战略合作,17:18,2018-10-23 20:01:56
6,在 Binance Info 举办的一场关于稳定币的讨论中，TokenInsight CEO 呼涛表示：近期 USDT 的巨大波动和层出不穷的稳定币是市场关注的核心热点。目前来看，稳定币需满足两个重点：价值保证和流动性。目前市场上暂无最优解决方案。已拿到纽约金融服务局 NYDFS 授权的 GUSD 和 PAX 合规性较好，但其交易额相比 USDT 仍然较低，无法为市场提供足够流动性。USDT 虽拥有先发优势，但其信息披露不足，加之近期价格剧烈震荡，无法较好满足价值保证的要求。综合来看，如果政府介入稳定币市场，以 「部分准备金制度」+「政府信用」为基础的机制可能会成为稳定币的新解决方案。,TokenInsight：部分准备金制度+政府信用机制或将成为稳定币的解决方案,16:54,2018-10-23 20:01:56
7,Twitter CEO Jack Dorsey 创办的支付创业公司 Square 宣布其比特币冷存储解决方案正式开源。该公司的 Subzero 比特币冷存储解决方案的文档、代码和工具现在可以在 GitHub 上查看。,支付公司 Square 宣布比特币冷存储解决方案开源,15:38,2018-10-23 20:01:56
8,菲律宾证券交易委员会专员表示，SEC 正在与中央银行密切合作，以制定数字货币交易准则和发行 ICO 的草案。SEC 专员 Ephyro Luis Amatong 指出，虽然中央银行已提出了数字货币兑换通函，委员会仍需要制定自己的数字货币兑换规则。,菲律宾证券交易委员会正与中央银行密切合作制定数字货币交易准则,14:38,2018-10-23 20:01:56
9,去中心化分布式应用平台 TASchain 宣布官网正式上线，TASchain 是致力于解决去中心化场景下信任问题的下一代公链，赋能各行业「区块链+」孵化和落地。其创始人吴轶群为前虾米音乐创始人兼 CTO、前阿里巴巴安全部大数据总架构师。开发团队由全球一线互联网企业工程师与顶尖学术研究人员组成。,公链项目 TASchain 官网正式上线,13:54,2018-10-23 20:01:56
10,英国金融时报报道称，老虎环球完成一支新基金的融资，新基金名为 Private Investment Partners XI，共募资 37.5 亿美元。市场传言称，该基金有可能向美国加密资产交易所 Coinbase 投资 5 亿美元。之前有媒体爆出，老虎环球与 Coinbase 正在商讨投资事宜，Coinbase 有可能在本轮融资中估值 80 亿美元。链闻从消息人士获悉，在老虎环球与 Coinbase 谈判之前，Facebook 曾与 Coinbase 就投资一事进行商洽，估值也为 80 亿美元，但最终未能达成协议。,金融时报：老虎环球新基金募资 37.5 亿美元，传将投资 Coinbase,12:40,2018-10-23 20:01:56
11,美国纳斯达克交易所 ETF 发行主管 Steve Oh 表示，纳斯达克从 5 年前开始布局区块链领域，「区块链主题 ETF」正在成为新增长点。Steve Oh 介绍，自 2013 年开始探索区块链在金融行业中的具体应用后，纳斯达克进行了多种尝试，包括推出全新数字平台 Linq，实现股东投票、清算等。,纳斯达克 ETF 发行主管：区块链主题 ETF 正成新增长点,12:22,2018-10-23 20:01:56
12,2018 人民网区块链技术秋季论坛在京举行，人民网人民创投与海南生态软件园宣布达成战略合作关系。双方将本着提升区块链行业环境、探索产业发展、推动区块链技术进步的共识，搭建产业、学术、传媒等多方参与的高层次交流平台，通过深度合作，连接区块链行业资源，为区块链行业传递真实、权威的资讯，推动区块链技术的进步，促进区块链产业持续、健康发展，推动区块链造福人民美好生活。,人民创投与海南生态软件园达成战略合作,12:00,2018-10-23 20:01:56
13,雅虎表示，旗下虚拟货币交易所 Bit ARG 的运营将推迟至明年春天。雅虎最初计划于今年秋季开始运营，推迟的原因是需要时间仔细考虑，以应对行业中发生的变化。雅虎指出，各大公司纷纷进军虚拟货币行业，获得客户信任的企业能推动行业发展。雅虎强调了安全的重要性，尤其是客户和投资者保护。今年 4 月，雅虎宣布将收购 Bito Argo 40％ 的股份,雅虎旗下虚拟货币交易所 Bit ARG 将推迟至明年春天运营,10:37,2018-10-23 20:01:56
14,新加坡政府投资机构淡马锡旗下的 Vertex Ventures 宣布对币安进行战略投资，并将联合成立币安新加坡以扩张在该地区的发展。Vertex Ventures 的资金将支持币安在新加坡建设一个法币交易所，同时也将提供东南亚其他法币交易的通道与服务。,淡马锡旗下 Vertex Ventures 对币安进行战略投资,10:22,2018-10-23 20:01:56
