,brief,classes_name,header,news_url,pubtime,savetime
0,22日下午，习近平总书记来到格力电器公司视察。习近平强调，从大国到强国，实体经济发展至关重要，任何时候都不能脱实向虚。,澎湃新闻,习近平：要有骨气和志气，加快增强自主创新能力和实力,https://www.thepaper.cn/newsDetail_forward_2554823,9小时前,2018-10-23 19:59:59
1,据报道，中日两国政府准备结束持续约40年的日本政府发展援助（ODA），并希望探讨新的合作模式。外交部发言人表示，这是中日互利双赢合作的重要组成部分。,澎湃新闻,中日准备结束持续约40年的日本政府发展援助，外交部回应,https://www.thepaper.cn/newsDetail_forward_2556623,1小时前,2018-10-23 19:59:59
2,赵阳向澎湃新闻表示，该案最关键的，不是自己有无精神病，而是自己没有伤人也没危险性，医院对其实施强制住院治疗涉嫌违法。,澎湃新闻,大学生“被精神病”调查：“逃离疯人院”后花光积蓄打官司,https://www.thepaper.cn/newsDetail_forward_2555219,23分钟前,2018-10-23 19:59:59
3,10月6日，成都市西北，繁华商铺簇拥的华邑阳光里小区，坚信“信号设备辐射能致癌”的几十名业主，要求拆除所有新装的24台信号强化设备，并破坏了新老设备共15处。,澎湃新闻,“信号孤岛”之争：业主破坏设备，运营商停了小区手机信号,https://www.thepaper.cn/newsDetail_forward_2554793,2小时前,2018-10-23 19:59:59
4,初步核算，前三季度河南省生产总值35537.40亿元，增长7.4%，高于全国平均水平0.7个百分点。,澎湃新闻,河南前三季度GDP为35537.40亿元，同比增7.4%,https://www.thepaper.cn/newsDetail_forward_2557142,12分钟前,2018-10-23 19:59:59
5,10月23日，中共中央总书记、国家主席习近平向越共中央总书记阮富仲当选国家主席致贺电。,澎湃新闻,习近平向越共中央总书记阮富仲当选国家主席致贺电,https://www.thepaper.cn/newsDetail_forward_2557153,12分钟前,2018-10-23 19:59:59
6,10月20日，山西晋中。4只羊通过破损的隔离网进入高速。一名半挂车司机见状，停车直接将一只羊抱走。事后民警介入调查，司机将羊归还于村民，并被罚款200元扣6分。,澎湃新闻,羊越护栏上高速，过路司机顺手“牵羊”,https://www.thepaper.cn/newsDetail_forward_2556128,13分钟前,2018-10-23 19:59:59
7,贵州兴义市、贞丰县、望谟县同步召开了一场警示大会，用以镜鉴的是曾在三地工作、落马前职务为望谟县委书记的余越前。,澎湃新闻,贵州这名县委书记落马，三市县同步整改,https://www.thepaper.cn/newsDetail_forward_2556713,15分钟前,2018-10-23 19:59:59
8,最近，网上流传着几段海中打捞起战斗机的现场视频。,澎湃新闻,宁波打捞出沉睡海底70年的美军战机？这是拍戏！,https://www.thepaper.cn/newsDetail_forward_2556767,15分钟前,2018-10-23 19:59:59
9,为清理规范行业协会商会涉企收费，经国务院同意，国家发展改革委、民政部、财政部、国务院国资委联合印发了《关于进一步规范行业协会商会收费管理的意见》。,澎湃新闻,四部门规范行业协会商会收费：评比达标不得向参与对象收费,https://www.thepaper.cn/newsDetail_forward_2556939,18分钟前,2018-10-23 20:00:00
