,brief,header,pub_time,type,url
0,这家总部位于旧金山的金融科技公司周一表示，xRapid采用了加密货币XRP作为跨境支付的“桥梁货币”，通过提高流动性来降低成本并提高支付效率。,Ripple的加密货币产品首次与三家金融公司合作,3小时前,AI+,https://www.leiphone.com/news/201810/IWpxkuMBnXzGG5T9.html
1,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
2,8月全球芯片销售额同比增长14.9%，至401.6亿美元，超过7月份创下的394.9亿美元的前纪录,全球芯片销售额8月首次突破400亿美元，但衰退期正在到来,3小时前,业界,https://www.leiphone.com/news/201810/fchFDqgsyoaVFyVg.html
3,本周一，阿里巴巴证实54岁的马云已不再是阿里巴巴的主要可变利益实体(VIE)的所有人，这些可变利益实体持有公司在中国运营的执照和某些资产。,不再是阿里巴巴主要VIE所有人，马云已放弃阿里重要控制权？,6小时前,业界,https://www.leiphone.com/news/201810/e38mGnK4CWekhagh.html
