,brief,header,pubtime,savetime
0,中国信息通信研究院推出 2018 年市场研究系列报告及服务，主要包括专题研究报告、智库观察系列报告、数据监测系列报告等三个系列报告和服务。报告表示，未来，预计区块链产业将呈现五大发展趋势，一是区块链架构多样化，同现实世界价值接驳；二是区块链应用场景日益复杂，跨链互联重要性凸显；三是区块链标准化工作提速，各国争夺标准制定权；四是区块链安全问题引关注，亟需重视并寻求解决方案；五是区块链助力监管科技，聚焦「以链治链」新方向。,中国信通院推出《区块链的技术发展与应用》 研究报告,18:50,2018-12-11 20:57:21
1,国家税务局总局深圳市税务局区打通微信支付平台，推出「微信支付区块链电子发票」功能。今年十月，微信支付电子区块链发票已经在深圳部分商家试点使用。而这一次正式上线，意味着深圳所有开通微信支付的商家，都能登陆自己的微信支付商户平台直接开通区块链电子发票功能。,国税深圳税务局区正式推出「微信支付区块链电子发票」功能,17:34,2018-12-11 20:57:21
2,以太坊创始人 Vitalik 在推特上发文，谈及「严格的治理措施」。他表示，无论是否有价值，他更希望为每个合约设定固定的费用，并加上许存储 Key 以强制转换为「自我见证」模式。这种方法对现行实施方式破坏最少。这种模式也是他期望见到的以太坊 2.0 模式，即合约只需要非常小的存储单元，一切都可以通过见证和创建大量合约来完成。,Vitalik：希望为每个合约设定固定费用并加上存储 Key,16:40,2018-12-11 20:57:21
3,美国网络安全巨头 FireEye 发表了 19 年网络安全相关动向预测，并提醒人们应该注意网络犯罪方式出现了新动向。FireEye 情报分析员千田展表示，在网络攻击方式上，以索要赎金的网络攻击逐渐减少，非法使用他人计算机进行加密货币挖矿的攻击逐渐增加。,美国网络安全巨头 FireEye：注意网络攻击方式新动向，劫持加密货币挖矿更加猖獗,15:23,2018-12-11 20:57:21
4,BitMEX Research 发布报告称，自 2018 年 11 月至今，比特币算力下降了约 31％，相当于约 130 万台比特大陆 S9 矿机被关闭；比特币挖矿难度两次大幅下调，比特币挖矿收入减半，矿工毛利润降至 30%。加密货币情报监控平台 Boltzmann 称，在 BCH 硬分叉前几天，检测到大量矿工卖出比特币，而且这些矿工可能来自 Slushpool。报告认为，BCH 硬分叉对比特币价格的影响容易被夸大，对于加密货币而言，交易者情绪才是王道。目前对于挖矿业来说是个艰难的时期，但并非所有矿工都有相同的成本，如果矿工以低于成本价购买比特大陆矿机，仍然可能盈利。,报告：如果矿工以低于成本价购买比特大陆矿机，仍然可能盈利,14:29,2018-12-11 20:57:21
5,上周巨鲸账户 85 万枚 BTC 的变动是 Coinbase 交易所进行正常的资金整理。11 月 30 日，Coinbase 发公告称进行维护，接下来的一周，据 Chiandigg 数据整理查看，Coinbase 将之前一直使用的 25 个冷钱包全部拆分到新的钱包中，将 25 个冷钱包全部清空，一共拆分为 107 个地址，每个地址 8000BTC，其中 147094.4324 枚 BTC 属于 Coinbase 一直在使用的 10 个地址，并非是之前的冷钱包所转存。从 2013 年-2018 年间，Coinbase 共通过这 25 个地址囤币 708905.5676 枚。本次 Coinbase 整理钱包属于正常交易所定期更换地址行为，本次的拆分汇集整理资金都从遗留地址转移到 SegWit「bc1」地址，这种操作有效的降低了交易费用。,数据公司：85 万枚 BTC 转移确认为 Coinbase 交易所进行的正常资金整理,13:33,2018-12-11 20:57:21
6,美国纽约州 Plattsburgh 的 Ryan Brienza 提议，将装有挖矿计算机的箱子放在建筑物旁边，来为这些建筑供暖。据悉，这一提议已得到该市的初步支持。Ryan Brienza 仅有 19 岁，他拥有一家数字货币挖矿公司。,纽约市通过一项利用挖矿设备供暖的提议,12:13,2018-12-11 20:57:21
7,据 Tokenview 数据显示，昨日 BTC 活跃地址数为 598374 个，较前日上升 16.63%，较近 7 日 BTC 日均活跃地址数上升 0.51%；昨日 BTC 新增地址数为 296330 个，较前日上升 21.08%，较近 7 日 BTC 日均新增地址数下降 0.06%。分析认为，在链上活跃度指标方面，由于其行情震荡下跌空间较大，BTC 市场交易活跃度明显增加，其 BTC 内部资金流动性不断增强。,Tokenview：昨日 BTC 市场交易活跃度明显增加，BTC 内部资金流动性增强,11:32,2018-12-11 20:57:21
8,韩国济州道政府政策研究办公室公布了「区块链技术公共部门使用问题报告」，报告指出，由于区块链技术涉及公共服务和政府战略的重大变化，因此需要在公共部门的应用中进行试点和分阶段实施。济州道知事元喜龙此前提议将济州道打造为区块链特区，国内有意见指出，上述建议需谨慎对待。,济州道政府报告：区块链需进行试点和分阶段实施，「区块链特区」的提议需谨慎对待,11:28,2018-12-11 20:57:21
9,去中心化的存储网络 Filecoin 发布官方声明，称该项目尚无 Filecoin 测试网安排，而且也没有与任何矿工合作，一些未获认可的个人和团体虚假地宣称参与到了 Filecoin 测试网的矿工测试工作。该项目方表示，任何与 Filecoin 测试网相关的信息和动态更新，都会发布在 Filecoin 的官方博客。,Filecoin：一些团体宣称参与到了测试网的测试工作为假消息,10:34,2018-12-11 20:57:21
