,brief,header,news_url,pubtime,savetime
0,马云率队夜访茅台：打造中国大数据合作的经典样板 9月7日，在杭州接待完多哥总统福雷后，阿里巴巴集团董事局主席马云率队飞赴茅台。在当晚8点钟举行的座谈会上，马云与茅台集团党 ...,马云率队夜访茅台：打造中国大数据合作的经典样板,http://tech.sina.com.cn/roll/2018-09-08/doc-ihiixyeu5041555.shtml,大数据,2018-09-08 20:30:59
1,00后”，在从小享受智能手机带来的便捷的同时，也成为诈骗分子瞄准的目标。安全大脑分析大数据 解读手机安全生态 本次报告中的数据都由360安全大脑提供，安全大脑其实是一个分布 ...,360安全大脑大数据分析 金融贷款成移动端主要骗局,http://tech.sina.com.cn/roll/2018-09-08/doc-ihivtsyi9638700.shtml,大,2018-09-08 20:31:00
2,马云表示特别赞成李保芳提出的拓宽合作的路线，“希望把贵州大数据敢于创新、勇于创新的精神，加上阿里的资源和茅台全心全意的改革，合在一起打造一个中国数据合作的经典样板 ...,马云率队夜访茅台：打造中国大数据合作的经典样板 利用区块链技术打假,http://tech.sina.com.cn/roll/2018-09-08/doc-ihiixzkm6195996.shtml,大数据,2018-09-08 20:31:00
3,全区未发生较大道路交通事故。会议指出，通过对交通大数据的统计分析，禅城区各类机动车和驾驶人与日俱增，道路交通安全的隐患存量较大，交通安全形势依然严峻。禅城区委常委 ...,禅城：大数据助力交通安全隐患预警系统建成,http://tech.sina.com.cn/roll/2018-09-08/doc-ihivtsyi8773872.shtml,大数据,2018-09-08 20:31:00
4,记者苏兰）？由中国科技新闻学会大数据与科技传播专业委员会主办，北京中科华云信息服务有限责任公司承办的“全国大数据科技传播与应用研讨会”今天在中国科技会堂成功举办。中 ...,宋南平：全力促进大数据科技传播、科技应用及相关产业高质量发展,http://finance.sina.com.cn/roll/2018-09-08/doc-ihiixzkm6294110.shtml,大数据,2018-09-08 20:31:00
5,8日讯？（记者苏兰）“大数据科技传播、科技应用及相关产业健康和可持续发展，促进和谐大数据科技传播、科技应用社会建设，是我们实现‘中国梦’的重要路径之一。中国科技新闻学会 ...,全国大数据科技传播与应用研讨会在京成功举办,http://finance.sina.com.cn/roll/2018-09-08/doc-ihivtsyk0570244.shtml,大数据,2018-09-08 20:31:01
6,原标题：“旅次方”智慧旅游大数据平台正式亮相 本报讯（记者 赵迎昭 实习生 杨雅涵）9月7日，重庆日报联合重庆旅游资产管理有限公司等在文博会上发起成立重庆文旅大数据联盟，并 ...,“旅次方”智慧旅游大数据平台正式亮相,http://news.sina.com.cn/c/2018-09-08/doc-ihiixyeu4873265.shtml,大数据,2018-09-08 20:31:01
7,广东省各大高校陆续完成新生入学工作，逐渐步入开学迎新季。近日，广东各大高校纷纷发布新生大数据，今年中山大学94%的本科生都是“00后”；广东外语外贸大学的新生中，女生人数为 ...,广东高校新生大数据：这些大学的同学最容易单身,http://edu.sina.com.cn/gaokao/2018-09-07/doc-ihitesuz6109047.shtml,大数据,2018-09-08 20:31:01
8,据悉，黄恒将加入位于硅谷的京东大数据与智能供应链事业部研发中心，担任京东大数据首席科学家，他的工作重点将聚焦于京东大数据平台上的机器学习平台和深度学习平台研发、优化模 ...,美国匹兹堡大学黄恒加入京东 任大数据首席科学家,http://tech.sina.com.cn/i/2018-09-06/doc-ihitesuz3662135.shtml,大,2018-09-08 20:31:02
9,x3000;　大数据时代自欺欺人的 技术官僚主义　　记者 俞冰夏　　《成本-效益革命》（The Cost-Benefit Revolution）卡斯·桑斯坦（Cass R.Sunstein）著 The MIT Press 2018年8月版　 ...,大数据时代自欺欺人的 技术官僚主义,http://finance.sina.com.cn/roll/2018-09-07/doc-ihiixzkm5700356.shtml,大数据,2018-09-08 20:31:02
