,brief,header,pubtime,savetime
0,据 Ambcrypto 报道，NEO 主网已引入 CGAS 来映射 GAS。依据 NEO Smart Economy 规定，数字资产包含全球资产（NEO 和 GAS）与合约资产（NEP-5 通证）。GAS 不直接支持合约，故推出 CGAS 与 GAS 进行兑换。CGAS 为 NEP-5 合约资产，与 GAS 兑换比例为 1:1，CGAS 与 GAS 均发行 1 亿枚。,NEO 主网引入 CGAS，可在合约中对 GAS 进行映射,07:40,2018-09-08 20:31:18
1,据 cryptoglobe 报道，加密货币基金 Fundstrat Global 联合创始人 Tom Lee 最近通过推特透露，他的公司创建的「Altcoin修正指数」，正创下历史新高。在市场下行趋势中释放了一个「战略性的积极信号」。因为上一次该指数触及新高是在 2014 年 10 月，当时在达到新高后，大部分加密货币开启了 7 周的牛市行情。,Tom Lee：「Altcoin 修正指数」释放积极信号,07:38,2018-09-08 20:31:18
2,以太坊联合创始人 Vitalik Buterin 在推特上转发「呼吁开发人员共同建设以太坊 2.0」的推文，根据帖子内容，以太坊 2.0 包含了 Beacon Chain、Casper FFG 股权证明、分片 Sharding、eWASM。,Vitalik 呼吁开发人员共同建设以太坊 2.0,07:29,2018-09-08 20:31:18
3,据 ambcrypto 报道，Ripple 联合创始人 Chris Larsen 表示，Ripple 已与数百家银行、支付提供商和汇款公司签约。Ripple 已不再是实验模式，而是进入了完全生产模式。,Ripple 联合创始人：Ripple 已进入「完全生产模式」,07:27,2018-09-08 20:31:18
4,据 ambcrypto 报道，美国证券交易委员会 SEC 数字资产和创新高级顾问 Valerie A. Szczepanik 在 TechCrunch 会议上表示，SEC 在加密货币监管方面处于领先地位。她说尽管 SEC 仅进行了一系列执法案件，但他们是以非常有影响力和审慎的方式来执行，因此传达出了一些信息或者正在阻止欺诈。,SEC 高级顾问：SEC 在加密货币监管方面全球领先,07:25,2018-09-08 20:31:18
5,北京时间 9 月 8 日 05:21:21，以太坊钱包地址 0x475a804704430f87C3407B614A41f21571D771C0 向 0x3F3ad492519551c9aBd8fD79fecB639E53697993 转移了 13066 枚以太坊，目前转出地址余额已为零；接收地址于 5 分钟后再次收到 9588 枚以太坊，目前该地址以太坊数量达 22654 枚，约合 493.5 万美元。,以太坊钱包账户地址出现大额转账，总额超过 2 万枚,07:24,2018-09-08 20:31:18
6,芝加哥商品交易所 CME 比特币期货 BTC 10 月合约收跌 40 美元，跌幅超过 0.62%，报 6390 美元，本周累跌约 9.30%，据统计，6 月 29 日以 5865 美元创前月合约收盘纪录最低。芝加哥期权交易所 CBOE 比特币期货 XBT 10 月合约收跌 5 美元，跌约 0.08%，报 6402.50 美元，本周累跌逾 9.15%，6 月 29 日也以 5897.50 美元创 CBOE 比特币期货前月合约收盘纪录最低。,比特币期货本周跌超 9%，延续 8 月份跌超 8% 表现,07:22,2018-09-08 20:31:18
7,据搜狐科技消息，中国的区块链企业数量仅次于美国。根据中国信息通信研究院调查，目前全球共有 1242 家公司活跃在区块链产业生态中，美国、中国、英国区块链企业数量分列前三位。根据公开资料显示，截至 2018 年 6 月我国区块链企业数量排名前五的城市依次为北京、上海、深圳、杭州、广州，其中北京以 175 家区块链企业排名第一。,中国区块链企业数量仅次于美国,07:21,2018-09-08 20:31:18
8,据 ambcrypto 报道，高盛 CFO Martin Chavez 周五在 TechCrunch 大会表示，高盛的客户一直要求他们能结算交易所提供的比特币期货合约，高盛自 5 月以来一直致力于满足这一需求。此外客户也希望高盛能够提供流动性，能自己提供比特币衍生品交易，而不只是结算，下一步的探索将是无本金交割远期合约。高盛提供的合约将以美元结算，并且将参考比特币美元价格。该公司目前正致力于比特币期货，这是因为机构客户需要实物比特币。,CFO 称高盛正设计相关产品满足机构客户对比特币交易需求,07:13,2018-09-08 20:31:19
9,以太坊生态系统投资及孵化组织 ConsenSys 宣布了旗下「超光子加速器」项目入选名单，共有 16 家来自全球各地的区块链初创公司入选该孵化器项目，其中包括来自中国上海的初创公司「FastX」。这 16 家初创公司将在 ConsenSys 风投的组织下，参与为期 10 周的创业加速器项目。ConsenSys 风投董事总经理 Kavita Gupta 告诉链闻，该加速器项目将整合 ConsenSys 旗下资源，并邀请学术界、投资界专业人士，为入选的企业提供辅导和支持，10 周之后，将于 11 月 17 日组织项目展示日活动，向知名投资机构展示项目进展。来自中国上海的入选企业 FastX 开发基于 Plasma 的去中心化交易所协议，其创始人翁珉曾创立过移动应用「乐停车」。,ConsenSys 宣布超光子加速器入选名单，中国初创公司 FastX 入选,09月07日 23:02,2018-09-08 20:31:19
