,brief,header,pub_time,type,url
0,如何化解药物危机，科技巨头已经开始了尝试了探索，希望这会成为一个行之有效的新举措。,IBM、英特尔用区块链技术解决阿片类药物危机,5小时前,AI+,https://www.leiphone.com/news/201809/oGYxDc6J2GDYJDqd.html
1,该课程并非完全基于瑞波币的资金，最近的合作伙伴关系和新区块链课程的引入其实是反映了宾夕法尼大学对区块链日益增长的兴趣。,宾大沃顿商学院新开设区块链课程 瑞波币提供部分支持,5小时前,AI+,https://www.leiphone.com/news/201809/Dbyr9VGoEWUxTXCX.html
2,在退休传闻沸沸扬扬的同时，马云依然没有闲着。,马云将在 9 月 10 日卸任阿里巴巴董事局主席？并非空穴来风,3小时前,业界,https://www.leiphone.com/news/201809/TAZMmvfLZNKOuGlY.html
3,三星最近在日本举办了三星铸造论坛2018（Samsung Foundry Forum 2018，SFF），发布了几个重要的信息。,三星明年将成全球首个提供3D SiP的代工厂，3nm 2020年试产,6小时前,业界,https://www.leiphone.com/news/201809/hRKKn4grU9p07IeY.html
4,相信茅台和阿里两个伟大的公司携手，会给消费者带来更多的幸福和快乐。,马云率队夜访茅台：打造中国大数据合作的经典样板,7小时前,业界,https://www.leiphone.com/news/201809/HKEjE8vNlXf3nq5V.html
5,《2018中国手机安全生态研究报告》发现，89.69%的APP存在滥用读取通讯录权限的情况。,360安全大脑监测发现  九成APP本不该读你的通讯录,8小时前,业界,https://www.leiphone.com/news/201809/cnftFYJKyNXHjOxX.html
6,未来，360安全大脑还将与各个企业、厂商协同联动，共同保卫用户在移动智能时代的安全。,360安全大脑大数据分析  金融贷款成移动端主要骗局,8小时前,业界,https://www.leiphone.com/news/201809/NK3yDOkPccnikmxr.html
