,brief,header,pubtime,savetime
0,"美国众议院司法委员会主席 Bob Goodlatte 据报成首位申报个人加密货币资产的议员。根据他在 2018 年 5 月 10 日提交的个人资产申报，他拥有价值 15,001 美元至 50,000 美元的比特币 BTC，价值 1,001 美元至 15,000 美元的比特币现金 BCH 和 ETH。",美国众议院司法委员会主席成首位申报个人加密货币资产的议员,13:58,2018-08-07 19:44:25
1,据 Newsbtc 消息，英国巴克莱银行（Barclays）近日创建了一个数字资产项目，主要研究如何进入数字货币市场。该项目将由前全球能源交易主管 Chris Tyrer 主持。,巴克莱银行创建数字资产项目,12:49,2018-08-07 19:44:25
2,据 Bitcoinist 消息，苏黎世的 Maerki Baumann 私人银行将接受数字货币，唯一的条件是数字货币可用来购买服务。该银行将用于验证加密货币来源的机制尚未公布。,瑞士苏黎世 Maerki Baumann 私人银行宣布将接受数字货币,12:41,2018-08-07 19:44:25
3,据 bitcoinist.com 消息，巴西新党总统候选人 JoaoAmoedo 在最近的采访中透露了他对区块链创新和对比特币的看法，他表示：作为一种支付手段，我毫不怀疑比特币可以被理解为一种合法的支付方式。如果双方都希望通过比特币交换产品，我认为没有任何法律障碍。,巴西新党总统候选人：比特币可能是一种合法的支付形式,12:39,2018-08-07 19:44:25
4,EOS 创始人 BM 在电报群表示，即将推出 Ram 虚拟期权。此举的目的是使投机者退出现有 Ram 市场，而去衍生品市场炒作。,BM 表示即将推出 Ram 虚拟期权,12:35,2018-08-07 19:44:25
5,据经济日报，台湾「央行行长」杨金龙表示，将推动六点重要工作：1.持续确保民众对新台币的信任；2.持续强化金融基础设施；3.对发行央行数字货币持谨慎态度；4.支持将数字货币纳入监管；5.鼓励分布式账本技术(DLT)更多应用于实体经济；6.配合政策推动多元支付环境。,台湾「央行行长」：对发行央行数字货币持谨慎态度，推动多元支付环境,12:30,2018-08-07 19:44:25
6,加密货币巨擘 Coinbase 周一宣布聘用亚马逊云服务 AWS 资深高管 Tim Wagner 担任其负责技术的副总裁。Coinbase 首席执行官 Brian Armstrong 在任命博文中表示，Wagner 会领导并壮大 Coinbase 的工程师队伍。Coinbase 过去半年挖角多位科技企业高管加盟，包括负责商业开发的前 LinkedIn 高管Emilie Choi，推特运营资深高管 Tina Bhatnagar 等。,Coinbase 挖角 AWS 资深高管担任技术副总裁,10:38,2018-08-07 19:44:25
7,"比特币衍生品交易提供商 LedgerX 称，过去两个月相关交易数量「创下纪录新高」。该公司总裁 Juthica Chou 表示，单是 7 月，该机构就结算了 5,000 万美元相关衍生品交易。本月稍早，该公司还处理了迄今最大一笔交易：12 月比特币价格到 1.5 万美元的期货做多合约。",LedgerX 称过去两月该公司比特币衍生品交易创新高,10:29,2018-08-07 19:44:26
8,8 月 6 日，麦当劳 MacCoin 币正式上线。麦当劳中国 CEO 张家茵表示：MacCoin 是全球首款用食物作为信用支撑的收藏币，没有现金价值。区别于比特币等虚拟货币，MacCoin 是有实体的。,麦当劳中国 CEO：MacCoin 是收藏币，没有现金价值,10:26,2018-08-07 19:44:26
9,美国总统特朗普的前首席经济顾问加里·科恩近期接受彭博采访时谈到了他感兴趣的投资领域，包括医学科技和类似加密货币的板块。他表示自己对加密货币世界目前的状况不感兴趣，感兴趣的是一个新的加密货币世界应该是怎样的，应该有实际应用，不能只是价值存储。科恩之前还曾担任高盛总裁。,特朗普前首席经济顾问：看好加密货币、但需有落地用例,10:08,2018-08-07 19:44:26
10,市场情报公司 Juniper Research 进行的一项研究表明，通过部署区块链技术，金融机构可以在 2030 年底前在跨境结算交易中节省超过 270 亿美元。该报告还称，银行业务之外的其他行业也将受益于区块链部署带来的效率提升，这将包括食品出口贸易，其中与防范欺诈相关的成本预计将在 12 年内减少近一半。,研报：2030 年底前，区块链技术可为银行节省逾 270 亿美元,08月07日 05:57,2018-08-07 19:44:26
