,header,pub_time,url,views
0,《链周刊》第205期：纽交所母公司宣布将推出比特币期货；圈内重量级人物集体为BCH庆生,2018-08-07 19:09:26,http://www.8btc.com/coinweek-205,
1,比特币被挖完了会发生什么？McAfee：一币一亿刀,2018-08-07 18:52:18,http://www.8btc.com/21-million-mined,669
2,比特大陆将在美国德州开挂，区块链+矿业基地预计明年启动,2018-08-07 17:34:59,http://www.8btc.com/bitmain-crypto-mining-texas,1193
3,区块链和数据库，技术到底有何区别？,2018-08-07 17:31:12,http://www.8btc.com/databases-and-blockchain,922
4,试水还是深耕？大型企业与区块链的爱恨情仇,2018-08-07 16:56:19,http://www.8btc.com/dipping-diving-in-big-business-blockchain,996
5,区块链+ 电信：区块链手机呼唤电信业未来,2018-08-07 16:46:50,http://www.8btc.com/blockchain-phones-future-telecommunications,1305
6,区块链技术可以改善现有的难民危机，确保援助过程更为人道,2018-08-07 16:36:49,http://www.8btc.com/blockchain-technology-transform-existing-refugee-crisis,749
7,华尔街日报：有组织的交易团体操纵加密货币市场，2018年上半年获利8.25亿美元,2018-08-07 16:21:25,http://www.8btc.com/wsj-crypto-trading-groups-manipulated-825-million-2018,1747
8,“99%的区块链项目都是骗子”？“说区块链是骗子的人99%都不懂区块链”！,2018-08-07 16:10:47,http://www.8btc.com/99-of-100-liar,2925
9,研究表明：至2030年，区块链每年可为银行业节省270亿美元,2018-08-07 16:07:54,http://www.8btc.com/blockchain-adoption-to-save-banks-27-billion,1170
10,加密货币投资银行Galaxy Digital上市！你可认识背后的中国投资人？,2018-08-07 15:15:16,http://www.8btc.com/jack-lee-0807,1666
11,SEC专员：SEC没有对比特币ETF作出决定的权限,2018-08-07 15:11:59,http://www.8btc.com/sec-jurisdiction-bitcoin-etf-2,1937
12,首个币改项目宣布退出，不满FCoin却与币改试验区互道祝福,2018-08-07 15:05:22,http://www.8btc.com/bizkey_fcoin_qos,2419
13,这个游戏里居然藏着比特币，他希望通过这种方式普及加密货币,2018-08-07 14:56:17,http://www.8btc.com/hid-free-bitcoin,4186
14,以太坊是证券吗？——来自美国法的视野,2018-08-07 14:41:39,http://www.8btc.com/is-eth-security,1456
15,货币or资产：世界各国政府是如何定义加密货币的？,2018-08-07 14:01:22,http://www.8btc.com/money-or-assets,1758
16,美国国会高官持有BTC.BCH及ETH，他儿子是Coinbase投资人,2018-08-07 13:40:27,http://www.8btc.com/house-judiciary-chair-bob-goodlatte,2481
17,比特币超自由主义者与现实主义者的文化战争——风口浪尖上的Cobra,2018-08-07 13:34:17,http://www.8btc.com/a-culture-war-is-brewing-between-bitcoin-s-old-and-new-money,1865
18,巴克莱入局加密货币交易，创建数字资产团队,2018-08-07 13:28:37,http://www.8btc.com/barclays-crypto-trading-2,1490
19,Coinbase与Robinhood两虎相争，最大赢家ETC突破20美元,2018-08-07 12:15:55,http://www.8btc.com/coinbase-robinhood-etc,6157
