,header,pub_time,url
0,快讯|KLOOK客路旅行获2亿美元D轮融资，将投入全球拓展,15:12,http://pe.pedaily.cn/201808/434408.shtml
1,EasyStack获C++轮融资，京东战略投资,14:14,http://pe.pedaily.cn/201808/434406.shtml
2,闲置品互换小程序“胖球”获A轮千万元融资，启明创投领投,14:09,http://pe.pedaily.cn/201808/434405.shtml
3,全屋优品数百万美金战略投资美国第一贸易公司,13:29,http://pe.pedaily.cn/201808/434404.shtml
4,互联网金融资产管理公司资产360完成过亿元C轮融资,9:50,http://pe.pedaily.cn/201808/434400.shtml
5,璞灏科技完成近千万元天使轮融资，要做中国潮牌的推手,9:19,http://pe.pedaily.cn/201808/434394.shtml
6,砖头汽车完成3500万元A轮融资，以展销会切入新车市场,9:12,http://pe.pedaily.cn/201808/434393.shtml
7,潜水侠完成千万元级天使轮融资，为客户提供水下综合解决方案,9:01,http://pe.pedaily.cn/201808/434392.shtml
8,看重落地和运营，巨米智能完成数千万元A轮融资,8:47,http://pe.pedaily.cn/201808/434391.shtml
9,瞬知科技完成千万级天使轮融资，要用微流控芯片实现人工胰腺,8:37,http://pe.pedaily.cn/201808/434390.shtml
10,东方汇富两亿元领投uu跑腿B轮融资，联手深耕同城跑腿细分领域,21:32,http://pe.pedaily.cn/201808/434388.shtml
11,爱奇艺、新英体育宣布成立合资公司，共造超级在线体育平台,21:23,http://pe.pedaily.cn/201808/434387.shtml
12,滴滴汽车服务平台升级为小桔车服公司并获注资10亿美元,14:43,http://pe.pedaily.cn/201808/434380.shtml
13,GeneDock完成5000万元B轮融资，兴资本领投,11:39,http://pe.pedaily.cn/201808/434375.shtml
14,明医众禾完成上亿元A2轮融资，复星医药战略投资,10:31,http://pe.pedaily.cn/201808/434374.shtml
15,充电网完成数千万元Pre-B轮融资，将会聚焦新能源乘用车市场,9:43,http://pe.pedaily.cn/201808/434372.shtml
16,田径赛事社群运营商“约跑社”获得150万种子轮融资,9:39,http://pe.pedaily.cn/201808/434371.shtml
17,天壤智能完成1.8亿元A轮融资，招银国际和高榕资本共同领投,9:15,http://pe.pedaily.cn/201808/434367.shtml
18,三体视讯获得数千万元天使轮融资，打造新营销渠道“新媒超信”,8:53,http://pe.pedaily.cn/201808/434366.shtml
19,克睿基因完成1700万美元A轮融资，启明创投领投,8:38,http://pe.pedaily.cn/201808/434365.shtml
