,brief,header,pub_time,type,url
0,战场已经转移。,蚂蚁金服上线区块链医疗电子票据，支付江湖再战,3小时前,AI+,https://www.leiphone.com/news/201808/adzchRaCkiWcz7Ae.html
1,银行在打造新生态的进程中心有余而力不足，普遍存在营销难、金融场景单一、风险控制能力和客户体验欠佳等问题。,腾讯云携手长亮科技推出“银户通” 瞄准银行转型难点,6小时前,AI+,https://www.leiphone.com/news/201808/GktPbfcFaVhrNfNX.html
2,近日，YOYOW定制开发的问答社区框架YOYOW-WeCenter特别版已在github开源发布。,YOYOW-WeCenter框架发布，建站上链YOYOW更便捷了 ,6小时前,AI+,https://www.leiphone.com/news/201808/Bo2kTnrbmKp4Tllx.html
3,AI芯片从概念到量产并非易事，以国内AI芯片公司海思和寒武纪为代表，看看他们为何能更快更好地设计出AI芯片？,为什么海思和寒武纪想更快设计出AI芯片都“盯着”Cadence？,3小时前,业界,https://www.leiphone.com/news/201808/efPCGHyRw9S9xPzo.html
4,英特尔又收购了一家AI初创公司Vertex.ai，不过交易的金额并未透露，但英特尔确认了此项交易，整个团队包括创始人都将加入英特尔的人工智能产品事业部。,为增强AI芯片实力，英特尔又收购了一个7个人的初创公司Vertex.ai,3小时前,业界,https://www.leiphone.com/news/201808/ouMzxKE5eiAqw4aI.html
5,8月17日，交通银行信用卡正式推出了业内第一张为程序员群体量身定制的主题信用卡——Y-POWER程序员主题信用卡，此卡隶属于交通银行信用卡Y-POWER系列。,为程序员量身定制 交通银行打造第一张程序员专属信用卡,6小时前,业界,https://www.leiphone.com/news/201808/i375RWkTI1PWfFFd.html
6,9月5日，以“开放·创未来”为主题的比亚迪全球开发者大会将在深圳隆重举行。,开放创未来！2018比亚迪全球开发者大会缔造智联新高度,7小时前,业界,https://www.leiphone.com/news/201808/aCNlLZuzoPhhMOq5.html
7,这届服务类机器人险些让bug占了上风。,“断指”、“失联”，这届服务类机器人险些让bug占了上风 | 2018世界机器人大会,8小时前,业界,https://www.leiphone.com/news/201808/jD4i5lh1uo2qeBEW.html
8,阿里巴巴和蚂蚁金服与上海市政府达成的这一战略合作，更像是双方此前在诸多方面合作的一个里程碑。,发力智慧城市，上海市与阿里巴巴达成最高规格的战略合作,10小时前,业界,https://www.leiphone.com/news/201808/FGRt9DR7txYKQhXK.html
9,在5G风口到来之前，已经率先抢占先机的荣耀手机，正在不声不响之间崛起。,荣耀手机“吓半年”：石墨烯+95%屏占比+屏幕指纹了解一下？,10小时前,业界,https://www.leiphone.com/news/201808/4cULZgpwB1L8Shcl.html
10,谷歌员工写联名信：抗议该公司为中国建立审查过的搜索引擎,谷歌还没推出“阉割版”搜索引擎，1400名员工先让后院失了火,12小时前,业界,https://www.leiphone.com/news/201808/qLrf91HFSxSUWR6f.html
11,雷锋早报，为你筛选科技热点。,员工抗议谷歌遵守中国审查规则；红芯陈本峰回应：冤枉；特斯拉被诉：违反证券法| 雷锋早报,13小时前,业界,https://www.leiphone.com/news/201808/sBTWkd8bQpqO4olL.html
