,header,pub_time,url,views
0,比特币年度挖矿成本43亿美元，占黄金采掘成本的二十分之一 2018-09-15 20:08,2018-09-15 20:08,http://www.8btc.com/article/274080,
1,密码货币总市值重回2000亿美元，市场恐慌情绪有所缓解 2018-09-15 18:30,2018-09-15 18:30,http://www.8btc.com/article/274166,
2,稳定币发行方权力过大？研究者称Gemini有权冻结GUSD账户 2018-09-15 16:25,2018-09-15 16:25,http://www.8btc.com/article/274158,
3,比特币或将在2019年“大反弹”，BitPay首席商务官如是说 2018-09-15 13:30,2018-09-15 13:30,http://www.8btc.com/article/273918,
4,谷歌电子邮件安全负责人：在网上炫耀持有比特币存在风险 2018-09-15 10:20,2018-09-15 10:20,http://www.8btc.com/article/273650,
5,日本金融巨头SBI将推出7x24小时银行交易App，瑞波分布式账本技术提供支持 2018-09-15 10:15,2018-09-15 10:15,http://www.8btc.com/article/273791,
6,最高人民法院新规之于区块链的正确打开方式 2018-09-15 09:00,2018-09-15 09:00,http://www.8btc.com/article/273851,
7,区块链研习 | 联盟链中的特有安全问题——女巫攻击 2018-09-15 08:05,2018-09-15 08:05,http://www.8btc.com/article/274037,
8,2亿财政扶持，1万多家公司成立，广东抢占区块链高地 2018-09-15 07:33,2018-09-15 07:33,http://www.8btc.com/article/273846,
9,澳大利亚总理对区块链技术大加赞赏，认为该领域存在巨大机遇 2018-09-15 07:15,2018-09-15 07:15,http://www.8btc.com/article/273958,
10,过山车行情再袭，比特币又回到昨日原点 2018-09-14 22:57,2018-09-14 22:57,http://www.8btc.com/article/273969,
11,比特币为什么从来都不是钱 2018-09-14 21:23,2018-09-14 21:23,http://www.8btc.com/article/273898,
12,新时代经济学，Token经济体系的概念与实践 2018-09-14 21:20,2018-09-14 21:20,http://www.8btc.com/article/273765,
13,于佳宁：区块链会带来一场组织和分配革命 2018-09-14 20:23,2018-09-14 20:23,http://www.8btc.com/article/273772,
14,深一度 | 走进神秘的密码学讨论组，比特币就在这里诞生 2018-09-14 20:18,2018-09-14 20:18,http://www.8btc.com/article/273923,
15,没有经济激励的区块链可行吗？Algorand或许走错了路 2018-09-14 18:14,2018-09-14 18:14,http://www.8btc.com/article/273845,
16,美国商品期货交易委员会（CFTC）主席：与互联网一样，对加密货币采取“不伤害”的监管方式 2018-09-14 17:59,2018-09-14 17:59,http://www.8btc.com/article/273667,
17,单月卖出28万ETH，以太坊市场“厄运”何时才能结束？ 2018-09-14 17:03,2018-09-14 17:03,http://www.8btc.com/article/273738,
18,心中有数才不会投资无术，加密货币恐慌指数了解一下？ 2018-09-14 16:57,2018-09-14 16:57,http://www.8btc.com/article/273507,
19,视频|《8问》孙立林：区块链让数据进入可交易时代 2018-09-14 15:40,2018-09-14 15:40,http://www.8btc.com/video/273684,
