,brief,header,pubtime,savetime
0,9 月 15 日，币安 CEO 赵长鹏宣布，币安新加坡法币交易平台已在封闭测试中。此次币安官方公开法币平台的进展，表明币安法币平台的推出已在倒计时中，同时也标志着全球领先的交易平台币安向法币交易领域的正式进攻。公开信息显示，币安已分别在 6 月、8 月在马耳他和列支敦士登开设法币交易平台。,币安新加坡法币交易平台已在封闭测试,19:17,2018-09-15 21:08:07
1,9 月 15 日，主题为「DPoR 共识揭秘」的第一期 CPChain 技术分享会上海站成功举行，路印 CMO Jay，极探资本合伙人胡忆迁、数链评级首席分析师林心怡等受邀出席本次活动。CPChain 创始人兼 CEO 龙承念博士阐述了 CPChain 的基础架构、PDash 数据共享平台以及 DPoR 共识协议的设计，详细介绍了 CPChain 荣誉节点的准入条件以及评估标准。CTO 赵滨博士探讨了 CPChain 在商业领域的应用前景，具体介绍了 CPChain 在个人驾驶导航优化、辅助驾驶、交通调度优化和个性化车险定制等智能交通领域的全流程解决方案。 COO 史青伟先生对于 CPChain 社区治理模型的基本框架以及社区生态激励的经济模型框架，并表示将于年底发布正式的社区治理的详细方案。未来，CPChain 还将在国内外举办多场线下技术分享会，也将陆续发布更多的行业合作伙伴，持续赋能智能交通、智慧医疗和智能制造等领域，推动行业创新。,「DPoR 共识揭秘」CPChain 技术分享会上海站成功举行,17:00,2018-09-15 21:08:07
2,嘉楠耘智前首席芯片工程师 Chen Min 建立了名为 Linzhi 的合资企业制造加密货币挖矿设备。该矿机公司的首个项目名为 Lavasnow，将专攻 ETH 与 ETC 所用的 ethhash 算法，预计明年推出以太坊 ASIC 矿机系列。,前嘉楠耘智工程师新创公司计划明年推出以太坊 ASIC 矿机,09:12,2018-09-15 21:08:07
3,区块链研究员 Alex Lebed 在《Good Audience》杂志上表示，在对 Gemini Dollar GUSD 智能合约进行代码审查后，发现与比特币等去中心化数字货币的精神和技术规范相反，GUSD 包含允许其「托管人」（即 Gemini）冻结任何帐户的条款。GUSD 使用 ERC20 Proxy 合同，让 Gemini 作为托管人每 48 小时升级一次合同，后者因此拥有了使所有代币不可转让的权力。,区块链研究员：Gemini 可以随时冻结其美元挂钩的稳定代币,08:10,2018-09-15 21:08:07
4,美国专利商标局 USPTO 周四公布了金融服务巨头万事达卡于 3 月提交的同一系列三项专利申请。申请描述了一种可以简化大批量企业环境中 B2B 交易的区块链系统。专利的作者在一份文件中写道，现有的结算系统能够解决端到端的个别交易，但不能很好地适应 21 世纪企业的需求。,万事达卡申请新专利，将利用区块链简化 B2B 交易,08:04,2018-09-15 21:08:07
5,美国商品期货交易委员会 CFTC 主席 J. Christopher Giancarlo 昨日在新加坡峰会区分了 CFTC 处理加密市场非法活动的短期方法，以及对制定该行业政策的长期决策。Giancarlo 表示，当谈到欺诈和操纵时，CFTC 需要变得强大。但在政策制定方面，CFTC 需要缓慢、慎重和充分了解情况。,CFTC 主席：CFTC 制定加密行业政策应缓慢慎重,07:59,2018-09-15 21:08:07
6,在伦敦举行的 CordaCon 会议上，R3 首席执行官 David Rutter 称，将会推出 Corda Marketplace。这是一个提供 DApp 的商城，其中包含超过 200 家公司，而且用户可以在其中寻找开发 Cordapp 的新伙伴。,R3 将推出「Corda 应用程序商城」,07:58,2018-09-15 21:08:07
7,BitPay 首席商务官 Sonny Singh 在接受彭博社采访时表示：他坚信明年比特币会反弹，但是替代币的价格可能永远不会再次出现在 2018 年初的高峰期。,BitPay 首席商务官：比特币会反弹,07:55,2018-09-15 21:08:07
8,以太坊核心开发者周五证实，以太坊即将推出的硬分叉暨网络的下一个全系统升级——康斯坦丁堡Constantinople 将在10 月 9 日左右在一个名为 Ropsten 的跨客户端测试网上激活。但是由于测试环境中区块确认时间的不可预测性，确切的区块编号还没有最终确定。同样，在以太坊的主网上激活君士坦丁堡的时机也尚未确定。然而，在电话会议中，以太坊基金会通讯官 Hudson Jameson 暂时建议在 11 月或 12 月进行代码更改。,以太坊下月将在测试网激活康斯坦丁堡硬分叉,07:52,2018-09-15 21:08:08
9,"美国商品期货委员会 CFTC 比特币期货持仓周报：截止 9 月 11 日的一周，投机者所持 CBOE 比特币期货净空头头寸减少 129 手合约，至 1,239 手合约，创 2017 年12 月份上线交易比特币期货合约以来的单周最低。",CFTC：CBOE 比特币期货净空头头寸创历史新低,07:50,2018-09-15 21:08:08
