,brief,classes_name,header,news_url,pubtime,savetime
0,近期，国家安全机关组织开展“2018-雷霆”专项行动，先后破获百余起台湾间谍案件，抓获一批台湾间谍及运用人员。,澎湃新闻,国安破获百余起台湾间谍案件，台间谍情报机关瞄准我赴台学生,https://www.thepaper.cn/newsDetail_forward_2445082,37分钟前,2018-09-15 20:02:21
1,中央纪委国家监委网站9月15日消息，北京市政协原副主席李士祥涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。,澎湃新闻,北京市政协原副主席李士祥涉嫌严重违纪违法被查,https://www.thepaper.cn/newsDetail_forward_2444889,2小时前,2018-09-15 20:02:21
2,北京人民艺术剧院著名表演艺术家朱旭于9月15日在北京逝世。曾经在舞台和电视电影中塑造了太多让人印象深刻的“父亲”和“爷爷”，朱旭引发了观众集体的追思。,澎湃新闻,人人敬爱的“老爷子”朱旭：我把做人融入到演戏里头了,https://www.thepaper.cn/newsDetail_forward_2444778,2小时前,2018-09-15 20:02:21
3,针对“D8403次列车一男乘客将脚放到小桌板上并辱骂乘务员”一事，南宁铁路公安处通报，给予涉事者刘某行政拘留五日的处罚，并在180天内限制其购票乘坐火车。,澎湃新闻,男子将脚放小桌板并辱骂乘务被拘留5日，180天禁购火车票,https://www.thepaper.cn/newsDetail_forward_2445053,58分钟前,2018-09-15 20:02:21
4,台风“山竹”具有“范围广、强度大、破坏力超强”的特点，整个环流几乎覆盖了南海，其六级大风半径达600公里。,澎湃新闻,台风“山竹”或正面袭击珠海：全市停课，沿海将封路封桥,https://www.thepaper.cn/newsDetail_forward_2445067,15分钟前,2018-09-15 20:02:21
5,9月15日，第29届上海旅游节开幕，共有25辆花车、38支方队参加巡游。组委会将首次推出表演方队的公众票选活动。上海海昌海洋公园花车也将首次亮相花车巡游活动。,澎湃新闻,视频直播丨上海旅游节开幕巡游，25辆花车38支方队参加,https://www.thepaper.cn/newsDetail_forward_2442539,32分钟前,2018-09-15 20:02:21
6,国产高品质古装剧登陆全球知名网剧平台，不仅意味着中国影视逐渐获得了国际认可，更彰显了我国影视行业逐渐走上高质量发展道路。,澎湃新闻,国产影视精品“出海”闯市场,https://www.thepaper.cn/newsDetail_forward_2445029,43分钟前,2018-09-15 20:02:21
7,9月14日，四川。成都艺术职业学院2018级新生军训汇演上，千人方队组成中国地图。学生高呼，“中国兴盛，我的责任”。,澎湃新闻,军训汇演，千名大学新生组成中国地图,https://www.thepaper.cn/newsDetail_forward_2445008,43分钟前,2018-09-15 20:02:21
8,“没有在这个赛季突破10秒20，还是有一些遗憾。”这也让许周政对未来有了更多期待，“下个赛季弥补了不足，我相信突破10秒20只是时间问题。”,澎湃新闻,他想要跟上苏炳添的速度，外教：许周政能突破10秒大关,https://www.thepaper.cn/newsDetail_forward_2444852,45分钟前,2018-09-15 20:02:21
9,9月16日上午，第二十一届中国（宁波象山）开渔节——中国农民丰收节系列活动开船仪式将在全国六大中心渔港之一的象山石浦港隆重举行。,澎湃新闻,风从海上来｜中国农民丰收节活动开渔节16日在宁波象山举行,https://www.thepaper.cn/newsDetail_forward_2444955,48分钟前,2018-09-15 20:02:21
