,brief,header,pub_time,type,url
0,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
1,百人“吃鸡”也好，教主炸鸡也罢，搞这些事情的背后都是周鸿祎为自家的一款路由器带货。,千人挤爆798包豪斯广场，他们为了啥？,1小时前,业界,https://www.leiphone.com/news/201809/scNFv0ouDgOKzCTh.html
2,中国电信将在2018年9月开启5G原型机技术验证，首批计划和手机厂商推60台5G原型机。,中国电信发布5G终端商用时间表    明确AI手机定义,2小时前,业界,https://www.leiphone.com/news/201809/VN90z2TBu3hj77H0.html
3,一款可以拼装乐高随意DIY外表的智能路由器诞生了，全球最大的互联网安全公司360彻底颠覆了人们对路由器的认知。,周鸿祎花式玩路由器 发布全球首款可搭乐高路由器,3小时前,业界,https://www.leiphone.com/news/201809/aqXMZopjwTgAcmq7.html
4,这次的组织架构调整只是一个开始，未来两年小米还会进行一系列调整的优化。,小米组织架构巨变的背后，雷军已吹响冲击千亿美元市值的号角,6小时前,业界,https://www.leiphone.com/news/201809/DVp5xni3qgYW2Zmj.html
5,“数据智能时代也将成为AI的后时代”,对话TalkingData创始人崔晓波：数据智能中场战事未打响，创业依旧在路上！,6小时前,业界,https://www.leiphone.com/news/201809/MNqUYyYKE2i9cYo9.html
6,浪潮OpenPOWER FP5280G2服务器全面上市,数据海洋中的“智”臻架构 开启智慧计算新纪元 浪潮OpenPOWER FP5280G2服务器全面上市,7小时前,业界,https://www.leiphone.com/news/201809/Ll8b5T7zQhBlQEBg.html
7,英特尔和京东如何以人工智能、边缘计算打造全新的零售基础设施，我们一起来看看。,搭建新零售基础设施，英特尔联手京东做了这些,8小时前,业界,https://www.leiphone.com/news/201809/JsSrW9hUA3qjLrkU.html
