,header,pub_time,url
0,巴比特创业+| 进入币圈5年初创业，融资1400万，他想做出区块链行业的盈透证券,1544177738,https://www.8btc.com/article/324598
1,传奇投资人Tim Draper：进入加密货币市场，现在永远是最好的时机,1544176305,https://www.8btc.com/article/324779
2,17000tps现实吗？论以太坊的扩容与安全问题,1544175617,https://www.8btc.com/article/324777
3,算力爆炸，计算主义黄金时代来了,1544172843,https://www.8btc.com/article/324705
4,Vitalik ：区块链分裂能够创造价值,1544172682,https://www.8btc.com/article/324654
5,多图！对4万多个以太坊地址进行聚类，数据可视化后是这样的,1544172134,https://www.8btc.com/article/324684
6,比特币ETF能启动下一轮牛市？SEC委员：不要太在意这一点,1544171720,https://www.8btc.com/article/324661
7,区块链Token市场的第一个“纳斯达克综合指数”诞生！,1544167031,https://www.8btc.com/article/324085
8,精简业务+裁员13%：以太坊创业公司ConsenSys将“轻装上阵”逐梦前行,1544165730,https://www.8btc.com/article/324552
9,证券通证困境：梦想一个去中心化的网络，但却在构建中心化产品,1544163857,https://www.8btc.com/article/324510
10,比特币恢复到历史最高点需要注入多少资金？,1544163263,https://www.8btc.com/article/324512
11,寒冬下的以太坊，黎明的曙光在前方,1544156324,https://www.8btc.com/article/324420
12,以太坊2.0：什么是区块验证者？,1544153269,https://www.8btc.com/article/319917
13,美国SEC再次推迟对比特币ETF的决定：2019年2月底，结果到底会如何？,1544152601,https://www.8btc.com/article/324355
14,以太坊联合创始人推特深情告白：因为你们，我始终相信区块链,1544151883,https://www.8btc.com/article/324389
15,闪电网络雪中送炭！网络容量一个月暴涨4倍，已达到460BTC,1544151782,https://www.8btc.com/article/324324
16,向巴菲特宣战：10年押注百万美金，他坚信加密货币将跑赢标普500,1544151454,https://www.8btc.com/article/324377
17,BSV市值超越BCH，成为市值排名第五的加密货币,1544151149,https://www.8btc.com/article/324368
18,无畏寒冬，抱团前行——巴比特“避冬行动”公示：首批29个项目入围,1544149838,https://www.8btc.com/article/324320
19,电子货币30年：从电子货币到区块链,1544149018,https://www.8btc.com/article/324322
