,brief,classes_name,header,news_url,pubtime,savetime
0,大型政论专题片《必由之路》（五）“立国之本”一分钟预告。40年沧桑巨变，中国创造出人类发展史上的奇迹，探寻造就奇迹的密码，就是中国共产党的领导。,澎湃新闻,预告｜《必由之路》（五）“立国之本”,https://www.thepaper.cn/newsDetail_forward_2743081,1小时前,2018-12-15 20:14:56
1,统筹地区医疗保障部门可按查实欺诈骗保金额的一定比例，对符合条件的举报人予以奖励，最高额度不超过10万元，举报奖励资金，原则上应当采用非现金方式支付。,澎湃新闻,两部委：举报欺诈骗取医疗保障基金行为，最高奖励10万元,https://www.thepaper.cn/newsDetail_forward_2742830,3小时前,2018-12-15 20:14:56
2,截至14日，全国共22个省份发生87起家猪感染非洲猪瘟疫情、2起野猪感染非洲猪瘟疫情，当前全国非洲猪瘟疫情仍处于点状散发态势，疫情发生总体可控。,澎湃新闻,农业农村部：22省份发生87起家猪非洲猪瘟疫情，总体可控,https://www.thepaper.cn/newsDetail_forward_2742789,3小时前,2018-12-15 20:14:56
3,近日一篇报道称，美国强生公司数十年来故意隐瞒其婴儿爽身粉中含有致癌物质石棉，这篇“翻旧账”式的报道，令这家全球制药巨头的市值单日缩水近400亿美元。,澎湃新闻,被指隐瞒婴儿爽身粉含致癌物数十年，强生股价暴跌逾10%,https://www.thepaper.cn/newsDetail_forward_2742886,56分钟前,2018-12-15 20:14:56
4,12月14日至15日，云南省党政代表团在沪考察。14日下午，上海市委书记李强，市委副书记、市长应勇和云南省党政代表团举行上海云南扶贫协作联席会议。,澎湃新闻,沪滇两地座谈达成共识：助力云南打赢打好脱贫攻坚战,https://www.thepaper.cn/newsDetail_forward_2743130,43分钟前,2018-12-15 20:14:56
5,在拍照取证的过程中，男子表现得很“害羞”，多次拉起睡衣遮挡脸部。“知道丑，为什么还要喝酒开车，多危险！”围观群众不禁感慨。,澎湃新闻,酒驾“睡衣男”丢妻弃车狂奔两公里被抓，被记12分罚两千,https://www.thepaper.cn/newsDetail_forward_2743083,1小时前,2018-12-15 20:14:56
6,最高人民法院认为，徐某投稿的“问问”表情包所体现的形象早已被用于推广其法律服务，且部分“问问”表情包还包含广告语，明显不符合腾讯公司约定的投稿要求。,澎湃新闻,“表情包官司”打到最高法院，律师杠上腾讯的结果是……,https://www.thepaper.cn/newsDetail_forward_2743062,1小时前,2018-12-15 20:14:56
7,涉事学生构成寻衅滋事，其中4人被处行政拘留7日，由于均未满16周岁，不予执行；另4人未满14周岁不予处罚，责令其监护人严加管教。行政处罚结果将记入档案。,澎湃新闻,湖南通报“女生校园欺凌”：4人被处行拘，未满16岁不执行,https://www.thepaper.cn/newsDetail_forward_2743053,1小时前,2018-12-15 20:14:56
8,宝马表示，对在中国大陆市场销售的原产于美国的BMW X5、X6，以及X5M和X6M的厂家建议零售价进行适当调整。,澎湃新闻,宝马宣布出口中国的X5、X6降价：部分车型降价3.7%,https://www.thepaper.cn/newsDetail_forward_2742912,1小时前,2018-12-15 20:14:56
9,天津市第十七届人大常委会第七次会议14日修订通过了《天津市地名管理条例》，该条例将于2019年3月1日起施行。,澎湃新闻,天津通过新规：禁用企业名、商标名公共设施、居住区命名,https://www.thepaper.cn/newsDetail_forward_2743031,1小时前,2018-12-15 20:14:57
