,brief,header,pubtime,savetime
0,曾经通过 ICO 融资 1.58 亿美元的区块链手机制造商 Sirin Labs 的 CEO Moshe Hogeg 在接受彭博社采访时表示，目前手头的资金只够支撑 6-12 个月，正在考虑放弃手机硬件业务，聚焦于软件业务方向，向其他手机厂商提供软件。该公司之前发布了区块链手机 FINNEY，并邀请阿根廷球星梅西成为公司的合伙人。Sirin Labs 之后发表声明声称彭博社误读了 CEO 的原意，表示自己相信手头资金足够让 Sirin Labs 成为一家赚钱的公司，并表示从分销商获得的 FINNEY 手机订单已经超过 10 万台。,曾融资 1.58 亿美元的 Sirin Labs 资金只够活一年，考虑放弃硬件业务,08:51,2018-12-09 20:58:22
1,TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 12 月 09 日 8 时报 312.87 点，较昨日同期上涨 4.06 点，涨幅为 1.31%。此外，在 TokenInsight 密切关注的 28 个细分行业中，24 小时内涨幅最高的为信息技术服务平台行业，涨幅为 8.35%；24 小时内跌幅最高的为能源与采矿应用行业，跌幅为 4.4%。另据监测显示，BTC 全网转账数较昨日下降 7.15%至 24.52 万，前 100 地址 BTC 持仓比近 3 日微幅上升 0.05%。BCtrend 分析师 Jeffrey 认为，价格持续下跌造成共识信仰被破坏，导致投资者抄底意愿大幅减弱，短期反弹后或将继续震荡下行。,TokenInsight ：投资者抄底意愿大幅减弱,08:30,2018-12-09 20:58:22
2,新加坡风险投资基金 TRIVE Ventures 推出名为「Tribe Accelerator」的加速器项目，支持区块链初创公司。该加速器项目为期六个月，聚焦于区块链技术、去中心化应用以及推动区块链后端数字解决方案大规模应用的项目。首期项目将挑选 8 个初创公司参与，预计在 2019 年第一季度启动。该加速器项目获得了新加坡企业发展局支持，此外，普华永道新加坡风投中心以及韩国区块链项目 ICON 基金会也是合作伙伴。,新加坡风投 TRIVE Ventures 联合新加坡企业发展局、普华永道和 ICON 推出区块链加速器,08:15,2018-12-09 20:58:22
3,视频聊天应用 Chatspin 宣布，由于比特币和其他加密货币大幅下跌，将放弃接受加密货币作为该社交平台支付工具的计划。Chatspin 曾是首批宣布支持加密货币的社交媒体平台之一。,视频聊天应用 Chatspin 放弃使用加密货币作为支付形式,02:58,2018-12-09 20:58:22
4,中国人民银行副行长、国家外汇管理局局长潘功胜在第二届中国互联网金融论坛上表示，金融活动必须接受严格金融监管，任何金融活动不能脱离监管体系，不能以技术之名掩盖金融活动。他表示，设立金融机构，从业金融业务，必须严格遵守准入管理；准入管理的主体、日常监管的主体、机构展业的空间范围应该保持一致；要责任明确的监管主体，和清晰的日常监管规则，坚持监管规则的公平性，防止监管套利。潘功胜说，互联网金融、金融科技应该接受更为严格的监管，要总结对第三方支付、现金贷、虚拟货币交易场所、ICO 的监管经验，快速识别、及时应对和严格监管，避免相关风险蔓延。他还称，该思路也是未来防范和化解风险的主基调。,人行副行长：不能以技术之名掩盖金融活动本质,10:36,2018-12-09 20:58:22
5,以太坊开发团队在核心开发人员会议上就君士坦丁堡升级的激活时间达成一致，将 7080000 区块定为君士坦丁堡升级激活点，届时用户可以选择是否升级到新代码。这意味着君士坦丁堡升级将在 1 月 14 日至 18 日之间发生。,以太坊开发团队将在 7080000 区块激活君士坦丁堡升级,09:06,2018-12-09 20:58:22
6,TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 12 月 08 日 8 时报 308.81 点，较昨日同期下跌 7.18 点，跌幅 2.27%。TokenInsight 密切关注的 28 个细分行业中，24 小时内涨幅最高的为医疗应用行业，涨幅为 8.49%；24 小时内跌幅最高的为社交与内容平台行业，跌幅为 25.77%。BTC 全球交易额较昨日下降 15.12%，全网转账数较昨日上升 0.09% 至 26.4 万。BCtrend 分析师 Jeffrey 认为，BTC 价格昨日下跌 10%，活跃地址数单日仅上升 1.02%，市场进入麻木状态，BTC 或将延续低位调整。,TokenInsight ：BTC 活跃地址数单日仅上升 1.02%，市场进入麻木状态,09:04,2018-12-09 20:58:22
7,数字营销咨询机构 BDCenter 进行的统计显示，目前从社交网络上导向加密资产交易所的流量中，最大的来源是 YouTube，此外依次为推特和 Facebook。不过该研究指出，主要的交易所流量大部分均来自于直接访问，社交网络导向交易所的流量比例很低，例如，币安和 OKEx 近 80% 的流量都是直接访问。,报告：交易所来自社交网络的流量很低，最大来源是 YouTube,08:11,2018-12-09 20:58:22
8,美国证券交易委员会（SEC）向加密资产投资机构 CoinAlpha 处罚 5 万美元，因该机构未按章进行注册。CoinAlpha 在 2017 年成立了一支数字资产投资基金，从 22 位投资人募资 60 万美元，当时备案称「豁免证券发行」，但是事实上该公司并不符合豁免条件，并且也未向 SEC 注册。此外，SEC 称该公司也未实施客户认证流程，确保其投资者为合格投资者。据 Block123.com 的数据，CoinAlpha 联合创始人 Michael Feng 毕业于斯坦福大学，曾在 JP 摩根和花旗工作。此外，Republic Protocol 首席执行官 Taiyang Zhang 和 SharesPost 首席执行官 John Wu 为 CoinAlpha 顾问。,SEC 处罚加密资产投资机构 CoinAlpha 未按章注册,07:43,2018-12-09 20:58:22
9,委内瑞拉宣布，从明年 3 月起，出售石油不再换取美元，而是换取 Petro 代币。委内瑞拉国有媒体报道称，此举措是为了提高委内瑞拉发行的 Petro 代币在行业内的影响力，减少在国内及国际上对美元的依赖。,委内瑞拉出售石油将换取 Petro 代币，而非美元,06:46,2018-12-09 20:58:23
