,brief,header,pubtime,savetime
10,美国的加密资产交易所 Coinbase 宣布将在 Coinbase Pro 挂牌 CVC（身份认证）、DNT（去中心化市场和社区网络）、LOOM（以太坊侧链）和 MANA（去中心化虚拟世界）4 种代币，此外还列出了 30 余种可能在 Coinbase 挂牌的代币的名单。过去一年多时间里，每当加密货币宣布在 Coinbase 挂牌交易，均会短暂出现价格上涨的情况，被称为「Coinbase」效应。,Coinbase 将上线 4 种新代币，列出 30 余种可能挂牌的代币名单,03:54,2018-12-09 20:58:23
11,万事达卡声称已经开发出一种保持加密货币交易私密性的新方法。根据美国专利商标局周四公布的专利申请，支付巨头万事达卡提出了一种通过区块链进行交易的系统，该系统会混淆原点和交易金额。,万事达卡申请加密货币匿名交易的专利,18:48,2018-12-09 20:58:23
12,近日著名物理学家张首晟不幸去世后，因为时间和其他巧合，在中文世界出现一些阴谋论。为此，丹华资本团队发布官方声明称，301 调查是指美国贸易代表办公室依据《1974 年贸易法》第 301 条对美国的贸易伙伴国家进行调查。张首晟教授没有被 301 调查，他的去世与此无关。「FBI 突袭办公室」等纯属臆想。,丹华资本团队：张首晟教授的去世与 301 调查没有关系,18:20,2018-12-09 20:58:23
13,澳本聪在推特上表示：如果比特币无法在供应链上实现规模化，那就无法实现其安全性的承诺，尤其是在经济学概念上。比特币是个经济学模型，只有一个能存活下来。最大的区块才能获胜，在 2019 年将达到千兆级。,澳本聪：比特币是个经济模型,17:37,2018-12-09 20:58:23
14,英国金融行为监管局（FCA）今天发布了针对零售贸易行业的声明，在最初提议暂时限制差价合约交易大约两年后，英国监管机构正提议将这些措施永久化。英国金融行为监管局称，将于 2019 年第一季度审查加密货币的差价合约。今年早些时候，FCA 明确表示，打算将数字货币的发行限制在现金交易领域。,英国金融行为监管局：将于 2019 年第一季度审查加密货币的差价合约,16:41,2018-12-09 20:58:23
15,据链塔智库 & 天德科技《全球公链项目技术评估与分析蓝皮书》11 月期，公链项目存在以下四点问题：1、公链整体创新不足。2、团队高度中心化。评测的 200 个公链项目是主要由大约 200 多名工程师开发的，他们控制着现在大部分还在活跃的公链，这比单单一条公链的节点还要少，以至于很多公链高度重叠和类似。3、公链开发者在一个项目融到资金后可能会迅速跳到另一个项目。4、一些公链网站没有好好维持。,报告：全球公链项目高度中心化，许多公链高度重叠和类似,15:44,2018-12-09 20:58:23
16,Metaverse Ventures 系 DCG 全资子公司，专注于投资为 Decentraland 搭建产品和服务的公司，旨在促进去中心化虚拟空间的发展。Decentraland 基于以太坊，在其去中心化、社区驱动的虚拟现实场景中，用户能够创建、体验其内容和应用，并从中获利。,DCG 子公司 Metaverse Ventures：专注投资 Decentraland 生态开发,14:13,2018-12-09 20:58:23
17,加拿大安全和开发公司 MonitorChain 称发现了一个骗局：RusGas（RGS）项目最初通过 ICO 发行了 100 亿枚代币，然而，11 月 28 日，该公司再铸造了 1000 亿枚代币，稀释了原有的供应量。在几个小时内，这些代币被转至俄罗斯交易所 Crex24 并售出。在过去的八天内，该公司共铸造了 8500 亿个额外的 RGS 代币，约为原始供应量的 86 倍。这些代币在 Crex24 上被倾销，目前有 2200 亿个卖单。大量的供应量使得 RGS 价格跌至谷底，近乎为零。,RusGas 项目骗局：八天内铸造数千亿代币，价值被稀释近乎为零,14:09,2018-12-09 20:58:23
18,数字资产交易平台 bitget 已完成由回向基金、MX Capital、CoinNess、八维资本、锐驰资本及多家传统机构投资人参与的新一轮千万美金融资。未来，bitget 将加速开展金融衍生业务，预计于本月底开放杠杆交易，同时近期将开放永续合约。,数字资产交易平台 bitget 获回向基金等新一轮千万美金融资,13:07,2018-12-09 20:58:23
19,QuarkChain 官方宣布正式上线智能数字钱包 qPocket1.1.0 版本，qPocket 是一个支持多分片交易的钱包，支持以太坊和 ERC20 代币，此款钱包由 QuarkChain 官方团队开发，其特点是可以创建或导入不同公链上的币种，让同时拥有多条公链的数字资产用户，无需切换应用。,QuarkChain 官方智能数字钱包 qPocket1.1.0 正式上线,12:06,2018-12-09 20:58:23
