,brief,header,pub_time,type,url
0,亚马逊正考虑将其无人便利店Amazon Go引入机场。,Amazon Go下一步战略计划：机场开店,8小时前,AI+,https://www.leiphone.com/news/201812/tAXbfiVKZ3TXZLwO.html
1,雷锋网《2018医学影像AI行业研究报告》12月3日重磅上线。,百位医疗AI专家推荐，雷锋网「AI投研邦」正式发布 《医学影像 AI 行业研究报告》,11小时前,AI+,https://www.leiphone.com/news/201812/pqFoCehbUdUqWAT0.html
2,要想用上 Chromium 版 Edge 浏览器，期待 2019 年。,微软拥抱 Chrome，是它献给 Windows 用户最好的礼物,9小时前,业界,https://www.leiphone.com/news/201812/8dpkiH4uhOeDMyNS.html
