,brief,header,pubtime,savetime
0,马耳他正通过大量投资于监管科技来保护区块链行业。根据当局的说法，这种投资旨在确保马耳他将与虚拟货币相关的固有风险保持在最低水平。马耳他金融服务管理局证券和市场监管部门负责人 Christopher Buttigieg 指出，在资金大量流动的环境中，存在巨大风险。因此，当局正在提前阻止犯罪分子、洗钱者、恐怖分子和其他不良行为者的攻击。,马耳他当局大量投资监管科技 旨在降低与虚拟货币相关风险,06:45,2018-10-07 20:04:11
1,Robinhood 宣布将其数字货币服务扩展到美国的两个州，田纳西州和阿肯色州。,Robinhood 宣布将业务扩展至美国田纳西州和阿肯色州,06:43,2018-10-07 20:04:11
2,据 Ambcrypto 消息，交易所 Hanbitco、去中心化数字货币交易所 Everbloom、区块链加速器 Dispatch Labs、区块链公司 HACERA 平台、数字钱包提供商 BitUN 和 Cobo 都已支持 Circle 推出的稳定币 USDC。,六家新公司支持 Circle 推出的稳定币 USDC,06:41,2018-10-07 20:04:11
3,比特币技术公司 Blockstream 承认其旗舰 Liquid 网络可能容易受到硬件漏洞的影响。在最近披露某些中国制造的主板包含后门之后，Blockstream 承认这种攻击可能允许攻击者渗透其脱链比特币转移系统。如果私钥数据通过后门计算机芯片泄露，可能会造成巨大损失。,Blockstream Liquid 网络硬件后门可能存在漏洞,06:40,2018-10-07 20:04:12
4,吴晓波发表文章《李笑来跑了，但他给我们上了一堂常识课》。文中称，时至今日，没有人会再去质疑区块链的未来，但让人遗憾的是，这一新的科技概念成为了投机者收割散户的工具。这些投机者之所以能够成功，是因为它的确存在着一块无比肥沃的盲众土壤。如今区块链的低潮，比特币的贬值，是这个行业回归理性的一个必由之路。我们还要感谢这位即将离开的李笑来老师，因为他给我们上了一堂生动的常识课，尽管对有些人来说，学费稍微贵了一点。,吴晓波：区块链低潮是行业回归理性的必由之路,06:39,2018-10-07 20:04:12
5,在周四公布的文件中，美国 SEC 要求公众对所有 9 项比特币 ETH 基金规则变提案发表进一步评论，并将 10 月 26 日定为公众希望发表任何新评论的截止日期。此外，SEC 还在考虑由加密初创公司 SolidX 和资金管理公司 VanEck 提出的比特币 ETF，有关该提议的决定最早可能在 12 月做出。,美国 SEC 要求公众对被拒绝的比特币 ETF 发表更多评论,06:37,2018-10-07 20:04:12
6,加密货币挖掘恶意软件侵袭巴西数十万台路由器之后，黑客已经破坏了印度另外 3 万台路由器。互联网安全部门 Banbreach 提道，在过去的一个月中，在印度受感染路由器的数量翻了一番。受感染路由器最多的前三大城市增长率为 500％。,印度 3 万台路由器被加密货币挖掘恶意软件侵袭,06:36,2018-10-07 20:04:12
7,以太坊创始人 Vitalik Buterin 在推特上表示，就算没有我，以太坊网络也「绝对会存活下去」。在被问及将来是否会从以太坊上退居二线时，Vitalik 表示，「已经在进行中了，大部分研究工作现在都是由 Danny Ryan、Justin Drake、Hsiao-Wei Wang 等人完成的。」 Vitalik 在推特上补充声明「短期内并没有离开以太坊的打算」。原文写道：「我声明一下，我只是说以太坊已经不怎么需要我的参与了，至于短时间内离开以太坊社区目前还没有切实的打算」。,Vitalik：已经准备退居二线，但短期内没有离开以太坊社区的打算,06:35,2018-10-07 20:04:12
8,美国多位参议员正在推动对委内瑞拉国家支持的石油币进行更严厉的制裁。该法案被称为 2018 年委内瑞拉人道主义救济，重建和法治法案，涉及与委内瑞拉有关的一系列领域，包括向该国移民提出的人道主义援助以及在长期运行中支持「恢复民主」的努力。该法案规定，美国人或美国境内的所有交易，代表发行的任何数字货币，提供融资、提供软件或以其他方式交易，自该法案颁布之日起禁止委内瑞拉政府。,美国参议员正推动对委内瑞拉石油币进行更严厉的制裁,06:33,2018-10-07 20:04:12
9,李笑来发布微博称，很难再遇到比区块链更大的趋势和潮流，在找到下一个趋势潮流之前，对区块链肯定是不会改的。全文如下：「我猜，我这一辈子，很难再遇到比区块链更大的趋势和潮流了…… 所谓良禽择枝而栖，至于我么，多年前就选择了这个，在找到下一个趋势潮流之前，肯定是不会改的。」,李笑来：很难遇到比区块链更大的趋势和潮流,06:55,2018-10-07 20:04:12
