,brief,header,pub_time,type,url
0,来自云从科技的语音识别资深算法研究员杨学锐将为我们分享语音识别技术的相关内容,猿桌会 | 语音识别技术分享,2小时前,AI+,https://www.leiphone.com/news/201811/T2uCrZUXl3MfAoP6.html
1,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
2,全新PowerVR系列IP包括8XT高性能GPU内核，高能效8XT/P GPU IP和2NX神经网络加速器IP，还将随着时间的推移而扩展以包含更多的产品,Imagination推出PowerVR Automotive计划，专为汽车行业打造GPU解决方案,2小时前,业界,https://www.leiphone.com/news/201811/IA60zCvOndhSOhx0.html
3,殷鉴不远，华为的路还要走得更加稳健一点。,超苹果，追三星，华为何时能成为全球智能手机市场第一？,2小时前,业界,https://www.leiphone.com/news/201811/e8Z4H7J67jJ3d0gH.html
4,苹果A12、麒麟980、Exynos9820三款手机AI处理器谁的表现会更好？,三星终于发布AI处理器Exynos9820迎战苹果、华为，但用的是8nm工艺,3小时前,业界,https://www.leiphone.com/news/201811/XhkxXd9cDKZkkbRr.html
5,也许2019年的双11，我们身上哪怕没有手机，凭借身上的纹身、声音都能直接抢货了？,6成支付方式靠脸和手：支付3.0时代来临万物可付 ,5小时前,业界,https://www.leiphone.com/news/201811/E09pCvm0vUb38Vdx.html
6,解读金山云智慧城市的基本布局与策略,金山云智慧城市全局详解：这场马拉松，我们怎么跑？,6小时前,业界,https://www.leiphone.com/news/201811/lsz7CKNCsYkOGE6n.html
7,佳都科技将抓住政策利好，敢于创新，勇于实践，开拓国际视野，增强创新能力和核心竞争力，努力把企业做强做优。,广东省委书记李希、省长马兴瑞一行调研佳都科技,6小时前,业界,https://www.leiphone.com/news/201811/TadQmgGfu73swATM.html
8,华为将在前期为智能手机带来更多的AR体验，这样用户就能在发布AR眼镜之前习惯这一应用形式。,华为计划在未来一两年内推出AR眼镜，或与苹果在新领域再次展开竞争,7小时前,业界,https://www.leiphone.com/news/201811/XDFyfSU1Cz13a77d.html
9,为儿童而生的科技教育公司,Kidaptive:儿童个性化教育，学且知乐,8小时前,业界,https://www.leiphone.com/news/201811/kzWX3Ga6SSWDQrzt.html
10,作为国内最早的家用机器人品牌，科沃斯机器人表现抢眼，全渠道成交额破7亿元，同比增长超35%，再创新高。,科沃斯机器人“双11”连创纪录：智能科技堂前燕 飞入寻常百姓家,11小时前,业界,https://www.leiphone.com/news/201811/i5r9m3O8mHzJnRoi.html
