,brief,header,pubtime,savetime
0,澳大利亚监管机构正在制定一套严厉的法律，以有效监管地区内的加密货币或数字资产。澳大利亚税务局（ATO）也向参与加密货币交易的投资者发出警告，要求他们公开从加密货币中获得的年度回报。澳大利亚同意将比特币和加密货币视为一种财产，而不是货币。他们认为这是纳税人的财产，他们有责任为 2017 年 7 月以后出售的盈利数字资产支付资本利得税。,澳大利亚监管机构正在制定法律以有效监管加密货币,18:42,2018-12-18 20:20:11
1,TokenGazer 经研究显示，对于大部分 POW 机制的代币，算力曲线相对价格曲线具有一定的滞后性，整体而言，算力与价格之间保持较高的相关度。POW 型代币的矿工疯狂指数与市值占比曲线的顶点之间有一定的相互提示关系，但不同项目的提示强度有所区别。通常疯狂指数绝对值越大，提示市值占比反转的可能性越强。当前 LTC、ETH、XMR 的矿工疯狂指数已经出现较高正值，有可能造成短期算力过冷进而促使市值占比反转向上，应该引起警觉。全文参见「原文链接」。,POW 机制代币深度研究：价格影响矿工行为，矿工疯狂指数提示市场走势,18:00,2018-12-18 20:20:11
2,First Round Capital 对 529 位区块链初创公司创始人进行了调查，调查结果显示，87% 的受访者对区块链持怀疑态度，50% 的人认为区块链技术仍然是实验性的，只有 13% 的人认为区块链技术将成为其行业未来的主导技术。,调查：87% 的区块链初创公司创始人对区块链持怀疑态度,17:36,2018-12-18 20:20:11
3,在杭州举办的 B-Labs 联合创业空间启动仪式上，OK 集团宣布推出其研发的公链 OKChain，致力于为入驻 B-Labs 的初创企业提供底层技术支持与服务。,OK 集团发布公链 OKChain,16:05,2018-12-18 20:20:11
4,俄罗斯萨拉托夫（Saratov）地区的政府当局称他们举行了「历史上最大的区块链选举」，大约有 15000 名公民在该地区的青年议会选举中投票。选举是在俄罗斯网络安全公司卡巴斯基实验室的协助下完成的，利用了其开发的 Polys 平台，Polys 是一个由区块链技术提供支持的在线投票平台。据报道，选民们被问及他们是否希望在未来使用区块链投票系统，取代使用传统的纸质投票，83％ 的参与者回答「是」。,俄罗斯萨拉托夫地区 15000 名公民参与区块链投票选举,14:22,2018-12-18 20:20:11
5,以太经典（ETC）研发团队核心成员 Tomasz Zdyba 发布推文宣布正式加入波场 TRON 团队。Tomasz Zdyba 在推文中表示：「将利用自身 ETC 研发经验，助力波场 TRON，与团队一同创新并迎接全新挑战。」据了解，之前 Tomasz Zdyba 主要进行 ETC 协议的开发以及 ETC 钱包的开发等工作。,以太经典 ETC 核心研发团队成员转投波场 TRON,13:22,2018-12-18 20:20:11
6,据第三方大数据评级机构 RatingToken 监测数据显示， 一款名叫 smartolution 的 DApp 出现持续增长现象，参与地址数共计 277，交易数共计 5509 和总流入 ETH 共计 2677.27。smartolution 设计一套倒金字塔奖励玩法，理论上持续投入至合约结束回报率超过 71.11%。游戏玩法规定用户在 45 天内每天持续向合约中投入相同数量的 ETH，每转入成功就会向用户回报设定好的 ETH，回报的 ETH 逐日递增。可若出现同一日参与人过多或后继者难以维系，这个游戏将崩盘。,堂而皇之的倒金字塔 smartolution,12:45,2018-12-18 20:20:11
7,Blockstream 宣布其旗下的 Satellite 服务现已覆盖全球。这项服务是 Blockstream 在地球同步轨道上借用和开发通信卫星线路的服务，旨在实现一个可以从地球上任何地方访问比特币的世界。,Blockstream：「比特币卫星」双向通信服务已覆盖全球,12:20,2018-12-18 20:20:11
8,2018 年 12 月，GBHB 全球区块链总部基地发起了名为 “Eco-Star World Championship” 的全球区块链生态明星联赛，大赛携手中国、美国、韩国、新加坡、中国台湾多国地区的一线权威投资机构：Draper Dragon Fund 王岳华、Node Capital 史翔宇、Hash Capital 尉迟、Hong Chain 武源文、MianNet Capital 的 Elon Huang、Hillstone 黄罗烈、Spark Digital Capital 的 May、GoldWise Capital 郑旭高，集结超过 40 多家国际区块链研究院、顶尖技术公司、一线行业媒体、头部交易所和超级社群领袖，并邀请全球超过 100 家投资机构和 300 家国际媒体连接，共同打磨 16 个明星项目，旨在通过赛事搭建全球区块链生态社交平台，寒冬抱团取暖。全程赛制采用定向邀请制，队长将从报名名单中精选明星项目，目前已进入报名阶段，比赛将于 2019 年 3 月正式开始。作为本次大赛战略合作媒体链闻将持续跟踪报道。,GBHB 携手国际顶级投资机构举办全球区块链生态明星联赛,12:17,2018-12-18 20:20:11
9,在 2018 年中国区块链技术和产业发展论坛第三届区块链开发大会上，中国万象控股有限公司副董事长兼执行董事肖风表示，区块链不是一个包治百病的神药，但是也不能把区块链单纯看为分布式数据库。既不能神话，也不能贬低。区块链在分布式网络技术之上，融合了很多学科，出现了很多我们无法预测的、还没有发现的应用。如果只把区块链看做工具，就太小看它了。,万向肖风：如果只把区块链看做工具，就太小看它了,11:42,2018-12-18 20:20:12
