,brief,header,pubtime,savetime
10,期望打造新一代计算网络的初创项目 PlatON 宣布发布名为「贝莱世界」的测试网络。PlatON 由万向区块链董事长肖风和矩阵元创始人孙立林联合创立，希望通过引入可验证计算（VC）实现算力的可扩容性，通过全同态加密（FHE）和安全多方计算（MPC）来实现隐私计算，从而开发专注于可扩展性和隐私保护功能的高性能分布式计算网络。该项目的测试网络由一系列开源项目组成，首先发布的是基于 GO 语言开发的基础公链，已开始邀请开发者体验该公链的基础架构，并测试节点的部署。PlatON 团队同时宣布，将于 12 月 28 日正式发布安全多方计算（MPC）合约，将首先支持两方的 MPC 算法。,新一代计算网络 PlatON 发布测试网络,11:30,2018-12-18 20:20:12
11,研究机构 Diar 最新报告指出，仅 Coinbase 一家交易所的场外比特币交易量就超过了 Grayscale 的比特币投资信托基金（GBTC）的场外比特币交易量。2018 年，比特币交易量同比增加了 20％，而 GBTC 交易量同比下降了 35％。Diar 报告分析指出，这可能是由于机构交易者减少了交易，也可能是转向了流动性更高的场外实物市场。,报告：场外交易占比上升，或因机构交易者开始转向场外交易,10:46,2018-12-18 20:20:12
12,据 TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 12 月 18 日 8 时报 323.55 点，较昨日同期上涨 30.66 点，涨幅为 10.47%。此外，在 TokenInsight 密切关注的 28 个细分行业中，24 小时内涨幅最高的为商贸与租赁应用行业，涨幅为 16.22%；24 小时内跌幅最高的为锚定与储备行业，跌幅为 0.45%。监测显示，BTC 全球交易额较昨日激增 29.9%，全网转账数较上周同期上升 11.25% 至 27.48 万。BCtrend 分析师 Jeffrey 认为，全球多空头占比在放量上攻后依然保持近期高位 0.96，短期企稳后有望延续反弹。,TokenInsight：TI 指数大涨超 10%，BTC 多空头占比达 0.96,09:12,2018-12-18 20:20:12
13,Overstock.com 的子公司 tZERO 已被私募股权公司 GSR Capital 聘用开发基于钴的代币。Overstock 周一表示，此次合作将使价值高达 2 亿美元的稀有金属钴（仅用于制造电动汽车电池）代币化。,tZERO 正在开发基于钴的代币,07:12,2018-12-18 20:20:12
14,Coinbase 宣布，散户可以直接进行加密货币之间的交易。在未来几天内，Coinbase.com 以及安卓和 iOS 应用程序上的用户将能够通过名为 Coinbase Convert 的新功能开始交易比特币的交易对。最初，客户可以在 BTC 与 ETH、ETC、LTC、ZRX 或 BCH 之间进行转换。,Coinbase 为散户投资者推出币币交易,06:51,2018-12-18 20:20:12
15,美国 McKesson（麦克森）旗下的 Change Healthcare 公司即将收购区块链健康科技公司 PokitDok，帮助 McKesson 在区块链服务领域获得一席之地。PokitDok 现已获得超过 5500 万美元的风险投资，该公司最早将区块链技术应用于医疗保健领域，于 2017 年宣布与英特尔、亚马逊以及其它公司达成协议，帮助这些公司扩展医疗保健相关服务。,McKesson 旗下公司将收购区块链健康科技公司 PokitDok,05:08,2018-12-18 20:20:12
16,阿联酋银行联盟（UBF）首席执行官咨询委员会今日举行了第四次会议，会议议程的首要议题是建议采用区块链加强银行 KYC（了解你的客户）流程，旨在创造和维护其蓬勃发展的银行生态系统。会议期间，UBF 数字银行委员会主席、Mashreq 银行数字银行和创新部门高级副总裁 Aref Al Ramli 介绍了数字银行委员会关于区块链的研究，该研究探索了创建行业标准的机会，以便对会员内的各种流程进行数字化处理。,阿联酋银行联盟建议采用区块链加强 KYC 流程,01:37,2018-12-18 20:20:12
17,区块链技术公司 Blockstream 通过闪电付款提升比特币卫星服务。该公司周一宣布，已将其卫星服务扩展到亚太地区，还增加了对闪电网络交易的支持，允许用户使用「第 2 层」扩展解决方案为其服务付费。,Blockstream 通过闪电付款提升比特币卫星服务,01:05,2018-12-18 20:20:12
18,Facebook 区块链小组已招聘多名 PayPal 员工。据悉，Facebook 区块链小组目前已经有 40 名成员，其中很多高管来自 PayPal。,Facebook 区块链小组招聘多名 PayPal 员工,00:52,2018-12-18 20:20:12
19,区块链透明度研究所（BTI）最近发布了 2018 年 12 月份的交易量报告。该研究所使用其算法计算了 Coinmarketcap 上列出的前 25 大比特币交易对的实际交易量，结果显示，大多数交易对的实际交易量都低于其在 Coinmarketcap 上报告的 1%。没有进行大规模洗牌交易的交易所仅有币安和 Bitfinex。,BTI：仅币安和 Bitfinex 没有进行大规模洗牌交易,00:31,2018-12-18 20:20:12
