,brief,header,pub_time,type,url
0,今年上市的第一家2B服务金融科技公司。,品钛今晚登陆纳斯达克，发行价敲定11.88美元,8小时前,AI+,https://www.leiphone.com/news/201810/Hb5u2lNvGSUfniow.html
1,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
2,虽然困难重重，但毫无疑问，这是AMD蛰伏十多年后的一个新机遇！,财报喜人但股价下跌，AMD最大的问题不是市场份额，而是话语权,44分钟前,业界,https://www.leiphone.com/news/201810/KDbSvkCFDrqM8RjJ.html
3,Syntiant获得由M12（前身为微软风险投资公司）领投的2500万美元B轮融资,一家AI芯片初创公司获得了微软/英特尔等6大科技公司的千万美元投资,2小时前,业界,https://www.leiphone.com/news/201810/r2FI0dk2mDdbimVe.html
4,AIoT独角兽企业特斯联科技官宣完成B-1轮12亿元融资。,特斯联刷新AIoT融资纪录，B-1轮融资12亿,5小时前,业界,https://www.leiphone.com/news/201810/hxBuiwjYPwzOKVqL.html
5,小米 MIX 3 的价格可以说是非常厚道了。,"小米 MIX 3 发布: 全球首款滑盖全面屏, 最高 10G 内存, 还有 5G 版",5小时前,业界,https://www.leiphone.com/news/201810/Pd1YAssihES52xys.html
6,微软给出了一份好看的财报，并且向外界传递了一个清晰的信息。,微软 Azure 云服务增长已经开始放缓，但是纳德拉似乎并不担心,8小时前,业界,https://www.leiphone.com/news/201810/rJ0ENjWgIncEQs9O.html
7,详解地平线的“软硬结合”之道,AI芯片解锁边缘计算时代   地平线“杀出重围”,9小时前,业界,https://www.leiphone.com/news/201810/KYtlMfTJndcopps2.html
8,微软智能云“三驾马车”聚齐了,微软Azure云服务宣布Dynamics 365将落地中国,10小时前,业界,https://www.leiphone.com/news/201810/OUIcvWsY8B0aPbtb.html
