,brief,classes_name,header,news_url,pubtime
0,美国人过去几年搭乘公共交通的次数变少了。纽约地铁一直非常繁忙，但 2017 年 2 月，纽约城市交通局公开的数据显示，地铁系统搭乘人数自 2009 年起首次下跌。没有几个城市例外。 有一些原因可以解释数字上的变化。 City Lab 发表在 2017 年 2 月的一篇报道提出了至少三点：首先，更多人拥,人工智能,网约车会抢走公共交通的乘客吗？新研究显示未必如此,http://www.aihot.net/selfdriving/12136.html,2018-10-25 21:27:43
1,10月23日消息，由腾讯与中国交通报社联合主办的中国智慧交通大会在北京举行，本次大会以与未来同行为主题，会上腾讯与多家公共交通企业成立中国智慧交通生态联盟。同时腾讯发布了以乘车码、智能出行助手、定制巴士、城市神经中枢在内的智慧交通产品。 其中，智能出行助手通过实时公交/地,人工智能,腾讯发布4款智慧出行新品，并与深航达成合作,http://www.aihot.net/other/finance/12135.html,2018-10-25 21:27:43
2,阿里巴巴在海外买买买的触角已经延伸到了拉美洲。 蚂蚁金服要追随沃伦巴菲特的投资步伐，同意在巴西支付公司StoneCo Ltd IPO定价后收购其股份，正式进军巴西蓬勃发展中的金融科技创业公司。路透称蚂蚁金服也是最新一家对StoneCo的IPO交易表现出兴趣的大型投资方。 StoneCo预计将于,人工智能,抢占巴西“支付宝” 马云这次和巴菲特看上了同一家公司,http://www.aihot.net/other/finance/12134.html,2018-10-25 21:27:43
3,PingWest品玩 10月23日讯，据国外媒体报道，华为今年将不会在美国出售其最新旗舰智能手机Mate 20和Mate 20 Pro。但用户或能在美国的网络上使用兼容GSM（全球移动通信系统）的国际版Mate 20和Mate 20 Pro。具体来说，这些手机可在AT&amp;T或T-Mobile的网络上运行。 今年一月，由于政治压力，美,人工智能,华为Mate 20和Mate 20 Pro今年将不在美国出售,http://www.aihot.net/iot/12133.html,2018-10-25 21:27:43
4,10月23日消息，据Engdget报道，这么多年来，iPhone XR可能是苹果最有趣的智能手机。此前，苹果刚刚发布了旗舰手机iPhone XS和iPhone XS Max，并获得了众多好评。而仅仅一个月后，苹果准备推出另一款智能手机，其许多功能与那些更昂贵的同类产品几乎完全相同。对于苹果来说，这是闻所未闻的事情。,人工智能,苹果高管解读iPhone XR：让更多人买得起好产品,http://www.aihot.net/iot/12132.html,2018-10-25 21:27:43
5,"美国国防部领导下的国防部高级研究计划局(Defense Advanced Research Projects Agency,DARPA)可追溯到1958年。这家神秘机构主要负责用于军事用途的高新科技，互联网就是其最著名的发明之一。现在，神经科学成为了这家机构的重中之重，这些技术最终是为了更多造福普罗大众？还是会让超级士",人工智能,意念能操控假肢和战斗机，DARPA技术为救人还是害命,http://www.aihot.net/robot/12131.html,2018-10-25 21:27:43
6,▲依图科技业务发展副总裁程刚 2018安博会（中国国际社会公共安全产品博览会）今日在北京开幕，依图科技携多款安防产品亮相展台。当天下午，依图科技举办了产品发布会，推出了面向智慧园区的AI解决方案，包含云悉明眸智慧管理平台，以及智能人脸识别门禁终端、智能人脸识别闸机版终端、智能人,人工智能,依图布局智慧园区，发布软件管理平台和多款AI设备,http://www.aihot.net/application/12129.html,2018-10-25 21:27:43
7,10月23日消息，据国外媒体报道，当地时间周二HTC发布一款主打区块链的旗舰智能手机Exodus 1，预订价格为0.15比特币或4.78以太币（约合960美元），预计将于12月发货。 HTC表示，其在该手机上开发了数字货币钱包Zion，让Exodus 1在硬件上具备数字货币钱包的功能。显然，这家陷入困境的智能手机制造商,人工智能,HTC发了一款区块链手机，想买只能用数字货币,http://www.aihot.net/iot/12130.html,2018-10-25 21:27:43
8,10月23日消息，高通宣布推出全新高通骁龙675芯片。与670相比在游戏、拍摄、AI方面均有提升。 高通产品管理副总裁Kedar Kondap表示：骁龙675移动平台所发挥的重要作用在于，它支持OEM厂商在即将推出的智能手机中集成新一代功能和出色的性能。搭载骁龙675的智能手机凭借先进的游戏功能、,人工智能,高通发布骁龙675，2019年初搭载该芯片手机推出,http://www.aihot.net/hardware/12128.html,2018-10-25 21:27:43
9,之前一加宣布，旗下One Plus 6T新机将在10月30日于纽约和新德里同时发布，而国内的发布会要在11月5日进行。 现在从一加海外论坛显示细节看，原计划10月30日的发布会，将提前至10月29日，这样也是为了避开苹果，后者已经宣布10月30举办新品发布会。 作为一加6的升级版，一加6T最大的改变就是外,人工智能,骁龙845配水滴屏！一加6T发布时间提前：避开苹果,http://www.aihot.net/iot/12127.html,2018-10-25 21:27:43
10,尽管 Apple Watch 最初销售缓慢，但这款可穿戴设备目前已成为全球最受欢迎的智能手表品牌。 苹果首席设计官乔纳森&middot;伊夫最近接受采访时表示，他认为 Apple Watch 不仅仅是一款手表，而且对这款可穿戴设备真正感到自豪，并表示苹果公司有责任研究其产品如何影响世界。 尽管 Apple,人工智能,乔纳森:Apple Watch是一台非常强大的电脑,http://www.aihot.net/iot/12126.html,2018-10-25 21:27:43
11,虽然本周三星宣布7nm LPP量产，且还导入了EUV光刻技术，但事实上，基于台积电7nm打造的苹果A12芯片、华为麒麟980等都已经商用，三星7nm的成品仍旧是个未知数，保守来说，或许要等到明年的新Exynos SoC和骁龙5G基带面世了。 台积电CEO魏哲家表示，预计今年四季度，7nm晶圆的营收将占到总营收的超,人工智能,今年将有50多款芯片由台积电7nm代工：骁龙SoC在内,http://www.aihot.net/hardware/12125.html,2018-10-25 21:27:43
