,brief,header,pub_time,type,url
0,近日，美团点评通过了港交所聆讯，于9月10日-12日公开招股，本文将结合招股说明书中披露的信息，围绕美团点评的发展历程，谈谈美团点评的商业布局和转型空间。,美团点评的增长空间,8小时前,AI+,https://www.leiphone.com/news/201809/9Sgt7qbiUTjKhGfL.html
1,除银行系、电商系等派别外，消费金融行业又迎来信托系这一新玩家。,首家信托公司入局消费金融，中信消费金融获批,9小时前,AI+,https://www.leiphone.com/news/201809/L3TZWwW3ueKwSHbM.html
