,brief,header,pub_time,type,url
0,在本次公开课中，我们针对大数据的需求，提出了一系列新的图聚类方法及优化方法。,大讲堂 | 面向大数据的图聚类方法,8小时前,AI+,https://www.leiphone.com/news/201810/OuFopU9oODayAeM7.html
1,欢迎你来参加由清华数据科学研究院主办的“青年AI自强计划项目”！“采坑经验”丰富的师兄通过下面的八次讲座以及练手代码，带你一路打怪升级，零基础入门AI，进阶高手,大讲堂 | 青年AI自强计划CV公开课——经典神经网络,8小时前,AI+,https://www.leiphone.com/news/201810/twMHXvZnXxFbGhgM.html
2,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
3,亚马逊正式拿出了2018年第三季度财报,亚马逊继续“激进” ：Q3吐出超10倍净利,2小时前,业界,https://www.leiphone.com/news/201810/uMLOD3lQTgLM57hm.html
4,美国亚利桑那州立大学获得300万美元建设智慧城市教育项目雷锋网消息，随着我们身边5G速度和自动驾驶汽车的发展，我们的城市变得比以往任何时候都更加智能，并且在国家,智慧城市每年商机超2万亿美元；中德嘉宾共话智慧城市建设 | 智慧城市周报,2小时前,业界,https://www.leiphone.com/news/201810/kXbz204xf3i8XWSa.html
5,看起来英特尔手上都是好牌。,PC和数据中心业务增长强劲    英特尔第三季度营收192亿美元,3小时前,业界,https://www.leiphone.com/news/201810/swfIKgBPGwBLMkBg.html
6,在分析师面前，Sundar Pichai 的话语还是比较保守的。,展望未来 20 年发展，Google CEO 点名了硬件业务和中国市场,5小时前,业界,https://www.leiphone.com/news/201810/ooH6CwWzmmVLVD3Z.html
7,“安卓之父”遭遇前所未有的困境,“安卓之父”在谷歌的黑历史被挖出来了,6小时前,业界,https://www.leiphone.com/news/201810/6yivJPfUKfKkrZFP.html
8,对于中兴现状，大可以从两面来看。,财报里的“两面”中兴：一半火焰一半海水    ,7小时前,业界,https://www.leiphone.com/news/201810/sd0SH7CDIF6s8vPM.html
9,科大讯飞MORFEI Core 2019年对外开放。,科大讯飞MORFEI Core 2019年对外开放，Hi！MORFEI智能场景开发大赛决赛名单出炉,8小时前,业界,https://www.leiphone.com/news/201810/mOgqBh75vijh7W9G.html
10,苹果提供了3个全职工作职位和22个实习生机会。,苹果在中国大学招揽Siri全职工程师；Facebook被英国罚款64万美元；亚马逊Q3营收同比增长29% | 雷锋早报,11小时前,业界,https://www.leiphone.com/news/201810/ENvx5JKvINQiL1zr.html
