,header,pub_time,url
0,谷歌图像搜索新功能将使图片信息搜索更人性化,4小时前,https://ai.ofweek.com/news/2018-10/ART-201700-8130-30276728.html
1,新的基于人工智能的视频系统可保障空巢老年人安全,6小时前,https://ai.ofweek.com/news/2018-10/ART-201700-8130-30276680.html
2,亚马逊净利飙涨10倍！万亿俱乐部将迎新成员？,8小时前,https://ai.ofweek.com/news/2018-10/ART-201700-8460-30276659.html
3,AI手术机器人站上风口,9小时前,https://ai.ofweek.com/news/2018-10/ART-201721-8420-30276612.html
4,盘点未来10种在人工智能领域的职业,9小时前,https://ai.ofweek.com/news/2018-10/ART-201721-8140-30276609.html
5,本田与MIT等多所大学合作，启动CMM人工智能项目,9小时前,https://ai.ofweek.com/news/2018-10/ART-201717-8130-30276601.html
6,特斯联宣布完成B-1轮12亿人民币融资 再创人工智能物联网领域融资纪录,9小时前,https://ai.ofweek.com/news/2018-10/ART-201700-12005-30276587.html
7,陷入“人机耦合”的AI同传：向人类偷师、与人类共事,9小时前,https://ai.ofweek.com/news/2018-10/ART-201718-8500-30276581.html
8,致命驾驶，还是自动驾驶？,10小时前,https://ai.ofweek.com/news/2018-10/ART-201721-8470-30276565.html
9,机器人大军备战双11,10小时前,https://ai.ofweek.com/news/2018-10/ART-201721-8470-30276557.html
10,如何利用人工智能彻底变革制造业,10小时前,https://ai.ofweek.com/news/2018-10/ART-201721-8470-30276552.html
11,AI发展前景：2030年大约70%的公司将采用一种人工智能,11小时前,https://ai.ofweek.com/news/2018-10/ART-201721-8420-30276499.html
12,一场200多万人的测试，教会自动驾驶车辆如何“救人”,11小时前,https://ai.ofweek.com/news/2018-10/ART-201716-8140-30276479.html
13,AI影像医疗，阿里腾讯科大讯飞等公司如何破局？,17小时前,https://ai.ofweek.com/news/2018-10/ART-201700-8470-30276446.html
