,brief,header,pub_time,type,url
0,“大家的共同目标就是无感金融，而不是去金融。产品金融、数据金融和资产金融是互联网金融的未来，我们觉得它也是普惠金融的未来。”,“Fintech加持下，传统信贷发生革命性变化，但难说已经成功”,38分钟前,AI+,https://www.leiphone.com/news/201810/RNgaxpkoIRGRxss5.html
1,受访者普遍认为，保险科技对营销、产品和两核影响最为突出。,众安联合毕马威中国发布《保险科技：构筑“新保险”的基础设施》报告,2小时前,AI+,https://www.leiphone.com/news/201810/p8jwu04tDrcPhrOq.html
2,三大主营业务变两大。,盈利受限，维信金科剥离线下大额信贷业务,4小时前,AI+,https://www.leiphone.com/news/201810/VhXbPNbHaxaT941o.html
3,蔡弋戈曾表示，2018年腾讯区块链将重点布局供应链金融。,联易融完成2.2亿美元C轮融资，腾讯继续加码供应链金融,8小时前,AI+,https://www.leiphone.com/news/201810/mqFiIQh7wYBXt019.html
4,不论是场景驱动还是需求驱动，不变的还是将产品、业务融入用户生活的方方面面,阿里整合三大外卖品牌，也为金融业务添砖加瓦,20小时前,AI+,https://www.leiphone.com/news/201810/uv0QXZE2KfH6AWeN.html
5,ISICDM作为先行者，正在一步步为三者指明“交叉”的方向。,第二届ISICDM开幕：10位国际顶尖专家、20大名医、80名优秀学者聚首成都,20小时前,AI+,https://www.leiphone.com/news/201810/NCSsuIMGJAZqw1re.html
6,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
7,Super Res Room通过摄像头的变焦功能拍摄具备高分辨率的照片。,谷歌发文详解Pixel 3中的拍照黑科技——Super Res Room,2小时前,业界,https://www.leiphone.com/news/201810/E19MdQyxRzhvQxyf.html
8,主办单位：苏州大学承办单位：苏州大学人工智能研究院、苏州市计算机学会、CCF苏州分部指导单位：待定支持单位：江苏省人工智能产业技术创新战略联盟、江苏省计算机学会,人工智能高峰论坛——从研究到产业  | CCF 苏州活动,3小时前,业界,https://www.leiphone.com/news/201810/AiLdMzbuhTQziMoG.html
9,百度智能城镇又落地,百度“海淀城市大脑”落地西北旺镇  网友：人工智能已走到家门口,4小时前,业界,https://www.leiphone.com/news/201810/Wc7Gh9ADX454tdSS.html
10,微软联合创始人之一保罗-艾伦去世 终年65岁,微软2号人物去世  苹果、谷歌等巨头纷纷发文悼念,9小时前,业界,https://www.leiphone.com/news/201810/wiANkecKP4GOppo9.html
11,微软联合创始人保罗·艾伦因癌症去世：享年65岁。,微软联合创始人保罗·艾伦因癌症去世；拼多多假货问题又被怼；自如回应租客房内藏有摄像头 | 雷锋早报,12小时前,业界,https://www.leiphone.com/news/201810/7fs4s7VrGcS2d9ed.html
12,未来将是创意领域的黄金时代。,iPad 版 Photoshop 将在 2019 年发布，Adobe CC 迎来重大更新,12小时前,业界,https://www.leiphone.com/news/201810/XLJe99oBRpcVMAdC.html
