,brief,header,pub_time,type,url
0,“这种竞争已经翻过一页了。”,Fintech公司上市故事续集：不只是加码科研、输出技术,19分钟前,AI+,https://www.leiphone.com/news/201809/PCSoURRjAWIwZ0Be.html
1,这家公司的使命也是“连接”。,李嘉诚新投资：让癌症病人用上全球最新疗法,1小时前,AI+,https://www.leiphone.com/news/201809/BVsOZ9zxNlSS86zv.html
2,互联网平台通过养老基金切入，进而打造养老应用场景。,首批养老目标基金线上平台开售，理财通、支付宝都有份,2小时前,AI+,https://www.leiphone.com/news/201809/FGrp5UEjwVxaKWFc.html
3,前有国内第三方支付巨头因违规跨境支付业务无奈收罚单，后有知名国际支付公司开启“持证上岗”计划——2018年对跨境支付而言，是合规持续推进的一年，更是转折的一年。,跨境支付的“转折年”，国际玩家如何成功突围？,4小时前,AI+,https://www.leiphone.com/news/201808/U4L5k8b1pAmOuIIh.html
4,雷锋网报道，在9月7日召开的2018朗迪金融科技峰会上，新网银行党委书记、执行董事、副董事长江海出席，并进行了题为数字经济与新一代银行的演讲。他主要分享了五大未,随着Fintech发展，场景将从护城河变为“马奇诺防线”,8小时前,AI+,https://www.leiphone.com/news/201809/lGaOisljDXvANohl.html
5,微信公众号数量已经超过 2000 万。,马化腾：媒体微信公众号粉丝量高达近 23 亿，人民日报排第一,5小时前,业界,https://www.leiphone.com/news/201809/IjUKT1u16SDvZa1Q.html
6,近期，积木易搭在东莞名家居世博园推出了首个3D数字家居展馆，成为国内首个将三维数字解决方案大规模应用在家居行业中的典型案例。,积木易搭孙剑峰：做国内最好的应用级「三维数字化服务平台」,6小时前,业界,https://www.leiphone.com/news/201809/y3XraoatGYPqjLGQ.html
7,本次 ECCV COCO+Mapillary 2018 旷视科技参战四项，拿下四冠，可谓揽下了本次挑战赛的“半壁江山”，成为当之无愧的最大赢家。,ECCV 2018 | 旷视科技包揽COCO+Mapillary四项世界第一，中国公司成最大赢家,10小时前,业界,https://www.leiphone.com/news/201809/Xem9h4qsWDUitly4.html
8,2019年9月10日，马云将不再担任集团董事局主席,阿里巴巴宣布：马云一年后辞任董事局主席  现任CEO张勇接棒,11小时前,业界,https://www.leiphone.com/news/201809/EsiWZdG5x9H3FDkv.html
9,雷锋早报,马云今日公布阿里传承计划；新iPhone定价曝光；致死事件后滴滴试运行全程录音 | 雷锋早报,12小时前,业界,https://www.leiphone.com/news/201809/cJF5icUXj0isX41n.html
