,brief,header,pub_time,type,url
0,随着长租公寓迎来政策风口期。不能与套路贷进行有效切割的租房分期，是否也会像校园贷和现金贷一样，成为被激进玩家“玩坏”的又一个消费金融场景？,套路不止的租房分期，会重蹈校园贷和现金贷的覆辙吗？,22小时前,AI+,https://www.leiphone.com/news/201809/YLIfApMDbx5ojNb3.html
1,雷锋网将在第一时间为大家带来苹果发布会的内容。,关于今夜苹果发布会的预测，靠谱的有这些,11小时前,业界,https://www.leiphone.com/news/201809/aYjGVw4aG4KSVKCl.html
2,唯一的好处是内存可能会降价？？,10nm工艺严重受阻，14nm产能已经告急，“牙膏厂”还有多少牙膏可以挤？,2小时前,业界,https://www.leiphone.com/news/201809/uaVyhfcOX8cjbQKG.html
3,把路由器“变装”乐高玩具：这波神操作秀了我一脸,在路由器上搭乐高又是什么神操作？,2小时前,业界,https://www.leiphone.com/news/201809/XgJKA3RSe9dCNI3a.html
4,人民视频与大疆创新在深圳签署共建视频产业生态战略合作协议，双方将在视频产业生态建设、无人机新闻媒体人培训班、无人机行业研究及节目制作等各方面开展深入合作。,大疆创新与人民视频达成战略合作，共建视频产业生态,4小时前,业界,https://www.leiphone.com/news/201809/N95P05kXXO451vsM.html
5,市场普遍看好廉价版iPhone将会掀起抢购狂潮，苹果的芯片供应商也可能因此获益，但情况却并非如此。,廉价iPhone或掀起抢购狂潮，但苹果的芯片供应商却“有点惨”,5小时前,业界,https://www.leiphone.com/news/201809/bnHjXNRU5sdkLCOr.html
6,欢迎加入！,雷锋网大招募！,6小时前,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
7,边缘计算对internet做了“渐进式”的改革,从IEEE Fellow到创业公司CEO，刘江川瞄准了“边缘计算”,7小时前,业界,https://www.leiphone.com/news/201809/Q3vNV8UUec5aQIzw.html
8,软银又在美国疯狂砸钱了——这次进入的是建筑业,美女CEO孙敬媛创立“巨亿领先者”智能建筑产业  估值近百亿,10小时前,业界,https://www.leiphone.com/news/201809/9TPQSJNAvL6neOd2.html
9,又是惊喜重重的一天。,华为完成首个5G测试；央行搭建区块链平台；苹果将于今夜凌晨举行发布会；蔚来汽车明日在美上市； | 雷锋网9月12日消息,10小时前,业界,https://www.leiphone.com/news/201809/MOY1IxyiI858MUev.html
10,说NVIDIA的CPU不行，全靠GPU带，还问我服不服？当然是不服啊……,从Tegra K1和Denver，看那些年我们一直误会的NVIDIA CPU,12小时前,业界,https://www.leiphone.com/news/201809/gW8MTtqU4LrtMT2p.html
11,刷脸购物，不再是梦想,想体验无人商店？去京东他们家直接刷脸！,12小时前,业界,https://www.leiphone.com/news/201809/8EI9kspyGuc1h6UC.html
