,brief,classes_name,header,news_url,pubtime,savetime
0,除了这个时代人工智能学术领域里的大腕，这次大会还邀请了国内外顶级科技公司CEO、创始人。澎湃新闻梳理了20位参会大腕，一起来看看这场顶级会议上“闪耀的群星”。,澎湃新闻,赋能上海｜这场人工智能大会，请来了20位人工智能顶级大腕,https://www.thepaper.cn/newsDetail_forward_2433238,4小时前,2018-09-12 22:00:15
1,中国地震台网自动测定：09月12日19时06分在陕西汉中市宁强县附近（北纬32.76度，东经105.69度）发生5.1级左右地震，最终结果以正式速报为准。,澎湃新闻,陕西汉中市宁强县发生5.3级地震，震源深度11千米,https://www.thepaper.cn/newsDetail_forward_2434520,2小时前,2018-09-12 22:00:16
2,山东聊城冠县纪委监察委近日公开通报4起已查处的党员干部涉黑涉恶腐败典型案例，其中3起明确提到，3名党员干部充当了吴学占涉黑团伙的“保护伞”。,澎湃新闻,聊城吴学占涉黑案背后16名公职人员被查，2人被移送司法,https://www.thepaper.cn/newsDetail_forward_2433924,1小时前,2018-09-12 22:00:16
3,目前，据初步统计，共撞伤、砍伤人员43人，死亡3人。事件发生后，衡东县委、县政府迅速启动应急预案，组织相关部门抢救伤员，进行现场处置，肇事司机已被控制。,澎湃新闻,湖南衡东：一辆SUV突然冲向广场致多人死伤，司机已被控制,https://www.thepaper.cn/newsDetail_forward_2434941,30分钟前,2018-09-12 22:00:16
4,公安部党委委员、反恐专员刘跃进在连云港论坛代表中方提出，推动建立共商、共建、共享的论坛治理架构，加强对突出犯罪活动的打击和预防等“五大合作之策”。,澎湃新闻,各国执法能力建设仍存短板，中方在连云港论坛提五大合作之策,https://www.thepaper.cn/newsDetail_forward_2434506,32分钟前,2018-09-12 22:00:16
5,乐视网称，公司5%以上股东目前没有增持公司股票计划。经向控股股东邮件确认，公司控股股东不存在应披露而未披露的重大事项，或处于筹划阶段的重大事项。,澎湃新闻,乐视网公告停牌核查结果：近期未接待过机构调研，明天复牌,https://www.thepaper.cn/newsDetail_forward_2434704,35分钟前,2018-09-12 22:00:16
6,初步审查，涉案价值200余万元，抓获7名犯罪团伙成员，涉案的7名犯罪嫌疑人已被押解回到山西运城芮城县。,澎湃新闻,山西芮城警方侦破一起利用“淘宝退款”实施诈骗特大案,https://www.thepaper.cn/newsDetail_forward_2434504,36分钟前,2018-09-12 22:00:16
7,教育督导是《中华人民共和国教育法》确定的一项基本教育制度，是现代教育管理体系的重要组成部分，已经成为衡量一个国家或地区教育管理水平高低的重要标志。,澎湃新闻,教育部教育督导局：督导为教育改革发展护航,https://www.thepaper.cn/newsDetail_forward_2434530,41分钟前,2018-09-12 22:00:16
8,河内市人民委员会称，吃狗肉的行为会让首都“文明和现代”的形象受损。当地政府还表示，吃狗肉还可能会引发狂犬病、细螺旋体病等疾病的传播。,澎湃新闻,越南首都河内禁止吃狗肉：影响“现代文明”的城市形象,https://www.thepaper.cn/newsDetail_forward_2434472,48分钟前,2018-09-12 22:00:17
9,中国工程院院士、人工智能科学家、同济大学校长陈杰认为，“人工智能、区块链在城市治理方面的研究和应用创新，需要科学家、企业家、政府部门携手推进。”,澎湃新闻,人工智能、区块链如何改进城市治理？中外科学家这样说,https://www.thepaper.cn/newsDetail_forward_2434738,50分钟前,2018-09-12 22:00:17
10,在上海银监局指导下，8家中外资银行在9月12日上海市银行同业公会举办的新闻通气会上给出了各自的首届中国国际进口博览会金融解决方案。,澎湃新闻,中外资银行如何服务进博会：推出专属金融产品，开辟绿色通道,https://www.thepaper.cn/newsDetail_forward_2434774,51分钟前,2018-09-12 22:00:17
11,实际上，“IBM量子计算机三年后面市”只是断章取义，所谓“巨大的跨越”也不过是巨大的夸张。实际上中科院物理所也有类似的开放平台。IBM和微软也都曾推出同类平台。,澎湃新闻,IBM第一台量子计算机三年后面市？中国专家：不要以讹传讹,https://www.thepaper.cn/newsDetail_forward_2434731,52分钟前,2018-09-12 22:00:17
12,9月6日，广东珠海。海警破获一起涉嫌走私冻品案，查获套牌货船1艘，涉嫌走私冻品357吨。当场查获猪蹄、鸡爪等冷冻肉制品，案值约1600万元，两名嫌疑人被刑拘。,澎湃新闻,海警截停走私船，查获案值千万冻肉制品,https://www.thepaper.cn/newsDetail_forward_2434856,54分钟前,2018-09-12 22:00:17
13,9月11日，一段名为“成都天府大道南延线，五匹骏马在路上狂奔”的视频在网络传播。记者了解到，目前成都交警七分局已经就此事介入调查。,澎湃新闻,视频丨成都街头上演“五马狂奔”，交警部门介入调查,https://www.thepaper.cn/newsDetail_forward_2434779,56分钟前,2018-09-12 22:00:17
14,9月12日，太原公安机关经缜密侦查，将刚刚潜逃回原籍的公安部A级通缉重大涉黑有组织犯罪在逃人员耿建平成功抓获。,澎湃新闻,公安部A级通缉令首号涉黑逃犯耿建平太原落网，被称古交首富,https://www.thepaper.cn/newsDetail_forward_2434824,1小时前,2018-09-12 22:00:17
15,加装电梯指导办公室采用“职能部门指导+社会组织辅导”的“双导”机制，职能部门包含街道自治办、管理办、房办等牵头部门，也包含党群办、平安办、宣传办等协同部门。,澎湃新闻,居民不知如何给老旧小区装电梯，上海这个街道提供陪伴式辅导,https://www.thepaper.cn/newsDetail_forward_2434645,1小时前,2018-09-12 22:00:17
16,近日，洪泽湖大闸蟹节在江苏省淮安举行。开幕式当天，两架无人机试图飞入禁飞区进行航拍，洪泽区警方使用无人机反制枪将两架无人机击落至湖面。,澎湃新闻,大闸蟹节无视禁飞通告航拍，江苏两架无人机被警方击落,https://www.thepaper.cn/newsDetail_forward_2434709,1小时前,2018-09-12 22:00:18
