,brief,header,pub_time,type,url
0,据说未来还会接入更多的第三方支付机构。,区块链电子发票落地深圳，腾讯区块链应用又添一枚“钉子”,54分钟前,AI+,https://www.leiphone.com/news/201808/WdUJLAvOef93Wzpb.html
1,雷锋早报,马斯克：特斯拉 AI 芯片六个月之内亮相；摩拜回应性骚扰事件：被举报人已被停职丨雷锋早报,13小时前,AI+,https://www.leiphone.com/news/201808/K6pz9s7YIQYSneVb.html
2,根据沃纳·威格尔在2018 AWS技术峰会上的发言整理,亚马逊CTO 沃纳·威格尔：谈AWS的现代化架构与机器学习,2小时前,业界,https://www.leiphone.com/news/201808/xNr3MJxGMtmpjlHK.html
3,iPhone刮起的风，安卓要如何跟进？,3D视觉成为CV新风口，旷视做了这些来抢占赛道,4小时前,业界,https://www.leiphone.com/news/201808/hvg3KBCObc07lGLW.html
4,燃鹅，赛灵思偏偏专注于边缘端硬件加速解决方案……,助力智慧城市建设，云&大数据平台遍地开花 | 智慧城市周报,4小时前,业界,https://www.leiphone.com/news/201808/fnNyFX73RnzHpVZn.html
5,Anki的新款Vector会成为你的“AI宠物”吗？,从“遥控玩具”到“AI宠物”，Anki为新款机器人添加了多少AI？,6小时前,业界,https://www.leiphone.com/news/201808/Gorr3GPbyuG5EYDW.html
6,亚马逊首次专门为车辆开发了一套开发套件,亚马逊推出Auto SDK，欲将Alexa引入更多车载系统中,10小时前,业界,https://www.leiphone.com/news/201808/KRSp9tN6mPo8bJaj.html
7,中文少儿分级阅读平台“考拉阅读”宣布完成2000万美金B轮融资。,考拉阅读完成2000万美元B轮融资，用AI技术自研中文分级阅读系统,11小时前,业界,https://www.leiphone.com/news/201808/jkPPUars2aXOnNIu.html
8,哪怕是在BAT这三家顶级的互联网公司大佬中，腾讯对数据中心的重视也是独一档的。,探访腾讯北方最大数据中心：马化腾有多在乎你的数据安全？,12小时前,业界,https://www.leiphone.com/news/201808/P0GW56jUSOEW6IkM.html
9,除了集成了 S9 的优势之外，三星 Note 9 用一个 S Pen 为整场发布会带来了不少新意。,三星 Note 9 发布：S Pen 玩出了不少新意，但价格依旧感人,20小时前,业界,https://www.leiphone.com/news/201808/ElgASHPx3HLBYGxL.html
