,header,pub_time,url,views
0,【巴比特每日热聊榜】闪电网络新玩法，公共涂鸦板1聪1像素,2018-08-10 18:50:06,http://www.8btc.com/p249722,
1,金融稳定委员会向G20提交一份关于监测加密货币市场框架的报告,2018-08-10 18:01:38,http://www.8btc.com/financial-stability-board-report-crypto-markets,
2,万亿台积电：比特大陆背后的“巨兽”,2018-08-10 17:46:58,http://www.8btc.com/tsmc-behind-bitmain,
3,比特币世界公开的秘密：闪电网络让数字支付变得更加美好,2018-08-10 17:39:48,http://www.8btc.com/bitcoins-open-secret,
4,“我二十几岁，只想暴富”,2018-08-10 17:20:05,http://www.8btc.com/20something,
5,澳大利亚煤炭小镇或将建成第一座太阳能发电的比特币挖矿农场,2018-08-10 17:06:44,http://www.8btc.com/australia-first-solar-powered-bitcoin-mining-farm,
6,微软云平台Azure推出以太坊权威证明算法,2018-08-10 16:28:57,http://www.8btc.com/microsoft-ethereum-proof-of-authority-azure,
7,通过Telegram交易莱特币，这家区块链初创公司做到了,2018-08-10 16:00:45,http://www.8btc.com/litecoin-transactions-via-telegram,
8,一个月抄底1亿美元，手握14亿美元比特币的灰度公司真的押注了ETC？,2018-08-10 15:52:33,http://www.8btc.com/grayscale-investments-reveals-90m,
9,乌克兰起草新法案，拟对加密货币相关收入征收5%的税费,2018-08-10 15:51:10,http://www.8btc.com/new-bill-proposes-5-tax-on-crypto-incomes-in-ukraine,
10,美国州长候选人计划将科罗拉多州打造成“国家级区块链中心”,2018-08-10 15:43:03,http://www.8btc.com/gubernatorial-candidate-colorado-blockchain-hub,
11,大格局！大心胸！Bitcoin Core开发人员向BCH开发团队披露重大漏洞始末,2018-08-10 15:41:23,http://www.8btc.com/responsible-disclosure-in-the-era-of-cryptocurrencies,
12,HayekEx开启创世保本交易挖矿公测，限量1000名用户参与,2018-08-10 15:00:22,http://www.8btc.com/hayekex2018908101500,
13,英国投资银行巴克莱探索衍生品合约处理的区块链解决方案,2018-08-10 14:55:11,http://www.8btc.com/barclays-sponsors-blockchain-hackathon,
14,爷爷奶奶们也想入局！SBI旗下交易所宣布向70岁以上用户开放服务,2018-08-10 14:50:20,http://www.8btc.com/vctrade-lifts-its-upper-age,
15,用区块链发行债券，世界银行可能开创了先例,2018-08-10 14:43:32,http://www.8btc.com/world-bank-bond-blockchain,
16,全国首张区块链电子发票深圳开出 腾讯区块链再增应用场景,2018-08-10 14:32:39,http://www.8btc.com/first-blockchain-invoice-2,
17,为什么区块链没那么简单？,2018-08-10 13:47:11,http://www.8btc.com/why-blockchain-not-simple,
18,抵押手中的币换取贷款，美国加密货币贷款服务商将这项服务扩大到35个州,2018-08-10 13:11:01,http://www.8btc.com/crypto-backed-loan-provider-salt-expands-to-35-us-states,
19,主动寻求监管！韩国区块链企业促进协会呼吁政府积极采用区块链技术,2018-08-10 13:05:54,http://www.8btc.com/korea-blockchain-enterprise-promotion-association-calls-on-government-to-regulate-crypto,
