,header,pub_time,url
0,世界互联网大会搭台 搜狗翻译宝Pro“唱戏”,5小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8470-30281203.html
1,精彩不断！OFweek2018（第三届）中国高科技产业大会首日亮点回顾,7小时前,https://ai.ofweek.com/news/2018-11/ART-201713-8120-30281197.html
2,泛人工智能简报：盖茨再次提出对机器人征税,9小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8440-30281126.html
3,专访Udesk：人工智能如何在客服行业真正实现全场景落地？,9小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8600-30281105.html
4,百度豪赌人工智能，能否实现逆转改写BAT格局？,9小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8420-30281098.html
5,王小川谈竞争对手百度：每年都换新战略，并不可怕,10小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8470-30281086.html
6,OpenAI推出强化学习项目Spinning Up，为通用人工智能铺路,10小时前,https://ai.ofweek.com/news/2018-11/ART-201717-8140-30281059.html
7,2018高交会六大深度看点：视觉AI迎来全新风口,10小时前,https://ai.ofweek.com/news/2018-11/ART-201716-8120-30281064.html
8,乌镇“刷脸进场”再度升级 人脸识别从应用迈向大爆发,10小时前,https://ai.ofweek.com/news/2018-11/ART-201716-8140-30281067.html
9,推动AI与场景结合 虹软亮相第五届世界互联网大会,10小时前,https://ai.ofweek.com/news/2018-11/ART-201716-8120-30281068.html
10,利用GAN自动生成星系图像，人工智能或成宇宙探索新工具,10小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8140-30281034.html
11,全球首款量子罗盘问世，未来导航不靠GPS,11小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8220-30281018.html
12,小爱同学突发故障无法正常使用 小米：正紧急修复,11小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8120-30280995.html
