,brief,classes_name,header,news_url,pubtime
0,▲日本即将推出 VR 按摩店，让顾客能接受虚拟美少女专业的马杀鸡服务。 日本知名同人商店虎之穴，近日宣布年内将在秋叶原开设 VR按摩店，让顾客在接受专业按摩师服务时，却能于虚拟世界中，看见 2 次元美少女替自己马杀鸡，还能听到她娇美可爱的声音。 皆さんはじめまして！とらのあなプロデ,人工智能,日本VR按摩店年内开张，让大叔按摩师化身2次元美少女，享受天堂般马杀鸡服务,http://www.aihot.net/other/vrar/2018-08-28/11571.html,2018-08-28 21:28:31
1,早前有技术利用 AI 把明星样貌合成到色情视频，而最近有更进一步的技术，把一位舞蹈专家的舞步，复制到其他人身上。有了这项技术，人人都可以成为「舞林高手」。 美国柏克莱加利福尼亚大学研究员发表利用 AI 换脸术 Deepfakes ，制作合成舞蹈视频的新技术。相关技术的原理是利用程序侦测来,人工智能,AI复制舞蹈动作到另一人身上，人人都可以变舞王,http://www.aihot.net/hardware/11570.html,2018-08-28 21:28:31
2,滴滴出行作为中国最大的网络叫车平台，旗下滴滴顺风车爆发安全疑虑，27日全中国正式停止服务，这个共享经济服务是否会冲击这只中国前三大独角兽前景呢？ ▲滴滴出行26日发布官方说明，除2高层下台，也将停止服务再做整改提高安全性。 除两名高层主管26日正式遭去职，滴滴顺风车App也今年二度,人工智能,滴滴顺风车喊停、两高层下台，中国共享经济又逢重磅考验,http://www.aihot.net/other/finance/11569.html,2018-08-28 21:28:31
3,Gartner指出量子计算机到达生产成熟期所需的时间为5年到10年，比Level 5自驾车、外骨骼机器人、通用人工智能与4D打印等还需10年以上发展期的技术走得还前面。 ▲从这张图来看，量子计算机介于萌芽期与期望膨胀期的交界处，而量子计算机到达生产成熟,人工智能,比科技巨头看法保守，Gartner：量子计算机到成熟期还需5至10年,http://www.aihot.net/hardware/11568.html,2018-08-28 21:28:31
4,从网络叫车平台起家的Uber，随着服务不断扩大，对城市交通造成混乱，日前遭纽约市政府停发牌照一年。为解决城市交通问题，Uber决定将重心从汽车转向电动自行车与电动滑板车，作为长期发展的策略。 ▲手机叫车服务不仅让传统出租车司机生计受影响，也让市区交,人工智能,解决城市交通塞车恶梦，Uber策略转向自行车短程服务,http://www.aihot.net/selfdriving/11567.html,2018-08-28 21:28:31
5,当游戏商 Epic Games 宣布跳过 Google Play 商店，直接推出游戏《Fortnite》的 Android 版，当时很多信息保安专家都担心，鼓励玩家和不了解信息安全的用户自行下载和安装软件，会引发安全问题。结果专家们的担忧果然不假，未有在 Google Play 上架的《Fortnite》Installer 存在漏洞，黑客有机,人工智能,《Fortnite》Android Installer有漏洞，黑客可藉此安装恶意软件,http://www.aihot.net/other/security/11566.html,2018-08-28 21:28:31
6,Sony 去年在日本重新推出 Aibo 品牌，并且发表了全新的电子狗。日前 Sony 宣布将会把 Aibo 带到日本以外的市场，首个推出新版 Aibo 电子狗的将会是美国，由 9 月起就会正式发售，而且随「狗」附送 3 年的 Sony 人工智能云端服务计划，还有 Aibo 适用的玩具配件。 和真正的宠物狗不同，Aibo,人工智能,Sony机器狗Aibo国际版售价曝光,http://www.aihot.net/robot/11565.html,2018-08-28 21:28:31
7,Surface Go 作为 Microsoft 最新的 Surface 系列产品，采用 Intel Pentium Gold x86 处理器，因此可以支持所有传统 Windows 软件，不过原来在计划初期，Microsoft 是打算在 Surface Go 上采用 ARM 处理器。 据消息透露，Microsoft 在开发这个入门级平板计算机产品时，最初是打算采用 ARM 处,人工智能,Microsoft原先打算让Surface Go采用ARM处理器但被Intel劝阻,http://www.aihot.net/iot/11564.html,2018-08-28 21:28:31
8,AR 增强实境技术让用家在实际环境之中加入虚拟元素，目前已经有不少的应用方式。不过这样的技术如果被滥用，也可能出现严重的后果。美国一个少年就因为在校园拍摄 AR 打丧尸的视频后分享到社交网站，涉嫌恐吓被捕。 美国印第安纳州的 18 岁少年分享的短片中，其实是 AR 游戏 The Walking,人工智能,美国学生分享校园拍摄AR打丧尸视频被捕,http://www.aihot.net/other/vrar/2018-08-27/11563.html,2018-08-28 21:28:31
9,目前科技界最热门的话题肯定是 5G 网络的普及化，在基建准备就绪之后，就要看装置是否支持新标准，其中最多人关注的就是手机会何时支持 5G 技术。中国厂商 Oppo 最近就表示，他们将会是首家量产 5G 手机的厂商。 Oppo 在上海发布了最新的 R17 手机，在发布会上，Oppo 理副总裁沈义人表示，他们,人工智能,Oppo：我们将会是首家量产5G手机的厂商,http://www.aihot.net/iot/11562.html,2018-08-28 21:28:31
10,日本 LAWSON 便利店从 4 月开始在日本 3 间便利店试验手机自助付款方式，顾客取起货品后，可通过手机 App 扫描货品然后马上以电子支付方式结账，藉以减轻店员工作负担。他们会从 9 月起把试验计划扩大至 100 间便利店。 ▲顾客在 LAWSON 便利店扫描商品并进行实时电子支付 日本 LAWSON,人工智能,手机自助付款被偷窃情况少，日本便利店扩大试验计划,http://www.aihot.net/other/finance/11561.html,2018-08-28 21:28:31
11,中国温州市日前发生了一宗和叫车软件有关的悲剧，当地公安证实在 8 月 24 日，一名女乘客被滴滴出行的司机先奸后杀。该手机叫车软件公司发声明对事件深表遗憾，同时亦承认他们的安全措施出现严重问题，因为今次惨剧原本可以避免。 在事发前一天，另一名女乘客曾经向滴滴出行投诉，表示该名司,人工智能,女乘客遭司机奸杀，揭滴滴出行严重漏洞,http://www.aihot.net/selfdriving/11560.html,2018-08-28 21:28:31
