,brief,header,pubtime,savetime
0,ALLIVE 创始人刘琦开接受《福布斯》专访，表示区块链将在医疗健康领域大有作为，引发海外社群热议。ALLIVE 通过 Olife、Olivia、Oleaf 三个模块保护患者隐私和个人数据，建立可追溯的、不可篡改的患者医疗记录，减少药品假冒伪劣和被盗窃的风险，并由人工智能医生进行个性化健康管理，进而满足其在医疗健康方面的全流程需求。,大健康智能区块链网络 ALLIVE 创始人刘琦开接受《福布斯》专访,17:54,2018-08-28 21:30:48
1,8 月 28 日消息，中国互联网金融举报信息平台网页显示，该平台已在「举报范围」内列入「代币发行融资」。具体包括：1.从事法定货币与代币、「虚拟货币」相互之间的兑换业务；2.买卖或作为中央对手方买卖代币或「虚拟货币」；3.为代币或「虚拟货币」提供定价、信息中介等服务；4.直接或间接为代币发行融资和「虚拟货币」提供账户开立、登记、交易、清算、结算等产品或服务；5.承保与代币和「虚拟货币」相关的保险业务或将代币和「虚拟货币」纳入保险责任范围；6.其他使用「币」的名称开展的非法金融活动。,中国互联网金融举报信息平台将「代币融资发行」纳入举报范围,15:10,2018-08-28 21:30:48
2,Coinbase 副总裁 Dan Romero 在推特上表示，现在的币市与 2014 年 3 季度时的情况有些类似。近期出现了大量的商业与研发行为，在核心协议层级和以太坊的去中心化金融系统层面尤为明显。部分传统金融机构将兴趣点从区块链转向比特币等数字货币（涉及资产层面）。,Coinbase 副总裁：部分传统金融机构兴趣点转向比特币等数字货币,13:02,2018-08-28 21:30:48
3,据 Ethereum World News 消息，比特币耶稣 Roger Ver 在 CNBC's Fast Money 节目中解释了他为什么认为 BCH 是比 BTC 更好的投资的原因。他称比特币作为一种数字现金已经无法使用。他说：比特币至少在去年 12 月份不能用于商业，费用越来越高，交易变得缓慢而不可靠，像我这样的人，还有其他所有想要用 BTC 来进行商业活动的人，都将 BTC 换成了其他东西。并补充说，这个「其他东西」可能是使用人数最多的 BCH。,比特币耶稣：BTC 作为一种数字现金已无法使用,12:58,2018-08-28 21:30:49
4,据 Bitcoin.com 消息，数字货币投资者信息门户网站 ICO Bazaar 很快就会推出一个平台，让公司与潜在人才进行配对。就业委员会将于 8 月底正式启动该网站，据说已经有 300 多家公司上市加入，有 1000 多个需要招聘的职位。,数字货币投资者信息门户将上线公司与人才配对平台,12:50,2018-08-28 21:30:49
5,据 Cryptoslate 消息，以色列银行和以色列财政部正探索该国官方货币谢克尔的数字货币版本。此举旨在通过利用区块链技术来防止逃税，例如实时跟踪公民的交易数据，同时实现更快的交易。,以色列将通过采用数字货币以防止逃税,12:38,2018-08-28 21:30:49
6,在接受 CNBC 财经频道采访时，Litecoin 的创始人李启威表示，他短期内不会回购 Litecoin。他解释说，这是为了避免「利益冲突」。并补充说，虽然他个人现在不会投资 LTC，但他建议现在是「下跌买入的好时机。」,李启威：为避免利益冲突，短期内不会回购 LTC,12:35,2018-08-28 21:30:49
7,慈善组织国际乐施会正在对柬埔寨北部的一个区块链农业项目进行试点测试，以确保农民争取到更有利的粮食价格。农民占该国人口 60%，但多数人没有与稻米贸易商签订正式合同，同时由于无法获取大米价格公开信息，农民常常受到剥削。这个名为 Blocrice 的项目将利用区块链技术，在平台上记录交易量、价格、交易方式等信息，增强农民的集体谈判能力。该项目计划扩展到柬埔寨各地。,乐施会尝试用区块链技术帮助柬埔寨稻农,06:18,2018-08-28 21:30:49
8,据 coindesk 报道，根据美国专利商标局上周四发布的专利申请，云计算巨头 Red Hat 可能正在研究使用基于区块链的系统来跟踪软件使用情况。新系统可以帮助供应商跟踪不同网络的使用情况，无需客户构建新的基础设施来实现跟踪，从而节省双方的时间和金钱。区块链可能能够有效地跟踪和存储该信息，基于用户使用软件的时间计费。,Red Hat 研究用区块链跟踪软件使用情况,06:18,2018-08-28 21:30:49
9,"加密货币矿工们走遍全球寻找开采地点，现在一些人将业务转移到美国的小城镇甚至农村，以免吵闹的钻机引发社区不安。部分电费便宜的地区尤其吸引了矿工注意，比如 Giga Watt 就选择在华盛顿的苹果产地 Wenatchee 采矿，因为附近的哥伦比亚河提供了廉价的水力发电。此外，比特大陆也将在德克萨斯人口仅 5,861 人的 Rockdale 开设数据中心。",加密货币矿工转向美国小城镇,06:17,2018-08-28 21:30:49
10,Facebook创始人马克·扎克伯格的姐姐 Randi Zuckerberg 宣布加入火币的八人区块链顾问委员会，将为火币提供区块链管理及发展方面的建议。该委员会成员还包括投资人及比特币布道者 Jeffrey Wernick 和比特大陆 CEO 吴忌寒。Randi 曾是 Facebook 公司早期员工，任发言人和营销总监，现在是内容创业公司 Zuckerberg Media 的 CEO，也是一名连续创业者。,马克·扎克伯克的姐姐加入火币区块链顾问委员会,06:17,2018-08-28 21:30:49
