,brief,header,pub_time,type,url
0,2018上半年，同花顺净利润1.91亿元，较上年同期减少33.28%；研发投入1.92亿元，同比增长12.29%。,加注智能投顾，能挽救同花顺滑坡的业绩吗？,2小时前,AI+,https://www.leiphone.com/news/201808/9gYE3Ub9jUCn8Dgl.html
1,健康、消费金融、汽车三大新兴生态发展迅猛，合计保费同比增长402%，在公司总保费收入中的占比达到68%。,众安在线2018半年报：亏损6.668亿元，综合成本率高达124.0％,6小时前,AI+,https://www.leiphone.com/news/201808/ycRYjsllacabafU7.html
2,华为对于智慧城市建设有怎样的理解及战略、定位？,十问十答，深剖华为“智慧城市”之道,11小时前,AI+,https://www.leiphone.com/news/201808/iVLfCPE3qNe5FgDY.html
3,8月23日，金融业的年度行业盛会——第二十六届中国国际金融展在北京展览馆盛大开幕。,2018中国国际金融展，金融科技新趋势引发银行人高度关注,4小时前,业界,https://www.leiphone.com/news/201808/exp3k8Xvox0ZRXsF.html
4,光鉴科技利用产能成熟度高的边发光激光器 EEL 结合自主设计研发的微纳光芯片构建结构光投射模组。,专访光鉴科技CEO朱力：打破苹果垄断，自研芯片打造低成本3D视觉解决方案,4小时前,业界,https://www.leiphone.com/news/201808/nCxbGsafOPv3W2YQ.html
5,全球智能手机市场的关键是创新、健康度、效率,中国手机品牌出击海外，赵明认为“反熵运动”是关键,4小时前,业界,https://www.leiphone.com/news/201808/uBgWCXEfXm1vlq42.html
6,原来之前都是骗我们的？,格力终于要掌握核“芯”科技了？,4小时前,业界,https://www.leiphone.com/news/201808/rZpxFGWI1TVXTre8.html
7,云计算专业人士普遍认为，未来云计算将会是巨大的规模生意，中小厂商的机会越来越小。,全球超大规模资本支出创下历史新高 云计算已成规模生意,5小时前,业界,https://www.leiphone.com/news/201808/IKRajg565MwUD0JB.html
8,国内首次基于非独立组网（NSA）标准的LTE与NR（EN-DC）双连接,OPPO宣布成功基于可商用手机打通5G信令和数据链路,7小时前,业界,https://www.leiphone.com/news/201808/YUighK5ytccV75Le.html
9,小米在智能音箱上花费的心力越来越多。,NLP大牛王斌加入小米，小爱同学技能有望提升,7小时前,业界,https://www.leiphone.com/news/201808/O4f9WDZwsIMDIkmb.html
10,平安在医疗市场上正展开手脚，让技术走向落地。,对话平安医疗科技谢震中：AI回归医疗本源 与智慧城市场景相互联动,10小时前,业界,https://www.leiphone.com/news/201808/EAdCiHsyxy8cbFir.html
11,阿里张北数据中心有了更响亮的名字——北京冬奥云数据中心。,传说中的冬奥云数据中心长啥样？我们去阿里“秘密基地”走了一遭,11小时前,业界,https://www.leiphone.com/news/201808/sYk20X6MwTgvjYqi.html
12,即便是行业领头羊都认为，其在公有云市场的最大竞争者很大可能是华为云而非其他厂商。,剖析华为云的技战术：AI场景化与云计算产业“黑土地”论,12小时前,业界,https://www.leiphone.com/news/201808/hlFdhu0vqKEuGTyV.html
