,brief,header,pub_time,type,url
0,瑞银：你会找到更好的。,瑞银出售旗下智能投顾平台SmartWealth，只因市场潜力不再？,12分钟前,AI+,https://www.leiphone.com/news/201809/kN2DqvrIwgtxsgBo.html
1,把牛奶巧克力，Maggi方便面和Rocky Road冰淇淋带进千家万户的雀巢公司正在为你的健康操心。,雀巢想要你的DNA,1小时前,AI+,https://www.leiphone.com/news/201809/g4sUcKimBvU6Xn8n.html
2,华为近些年闻名遐迩的除了市场份额稳步上升的手机终端业务，还包括“智慧城市”的快速落地。,华为智慧城市，可期？,2小时前,AI+,https://www.leiphone.com/news/201809/KGRX87B8NVqrg6yv.html
3,AAAChain已经进了大数据、人工智能的门，而探索的深度如何，决定了其模型的成熟度。,区块链+Azure: AAAchain打造数据交易公链,6小时前,AI+,https://www.leiphone.com/news/201809/YVyXWVsTbYL9mBun.html
4,技术和行业，他们的生命周期并不一致。就像汽车取代了马车，但是交通运输行业却是越来越发达了,区块链研习 |  如果区块链技术被证伪，我们能留下什么？,20小时前,AI+,https://www.leiphone.com/news/201809/SsdeMvTBUkgBQClC.html
5,1998 年 9 月 4 日，Google 作为一家公司在美国加州正式注册成立——距今天已经整整 20 年的时间。,今天，Google 二十周岁了：它如何改变了自己、互联网和世界？,1小时前,业界,https://www.leiphone.com/news/201809/HqbSOR1aRmCpzbly.html
6,由于智能手机市场增长的放缓，三星电子计划对其智能手机战略进行全面改革，以中端手机吸引更多“千禧一代”,三星中端手机将优先旗舰用上新技术，衰败还是新的开始？,1小时前,业界,https://www.leiphone.com/news/201809/qRZPbq5Xegc9tlHD.html
7,9月3日，百度AI加速器Demo Day在北京举行，第二期收官，第三期正式开营，现场透露出哪些AI创业新趋势？,百度AI加速器第二期收官，AI创业的新趋势有哪些？,1小时前,业界,https://www.leiphone.com/news/201809/FiT2jMOtcLWlN0Gr.html
8,2018年8月16-17日，由中国科学院上海高等研究院、上海浦东软件园和上海莘泽创业投资管理股份有限公司共同主办，由上,2018上海人工智能大会暨第一届图像、视频处理与人工智能国际会议在浦东隆重召开,2小时前,业界,https://www.leiphone.com/news/201809/qt7iSVs3eXma4aZp.html
9,百度和阿里在智能家居领域的拼图。,百度、阿里如何拼智能家居的版图,3小时前,业界,https://www.leiphone.com/news/201809/eao38X1taAG4VWQy.html
10,大名鼎鼎的Michael I. Jordan（迈克尔.乔丹）要来了，不是篮球界的飞人乔丹，是机器学习界的开山鼻祖、人工智能领域根目录的人物之一；是机器学习领域唯,机器学习之父Michael I. Jordan 亲临2018全球机器学习技术大会,4小时前,业界,https://www.leiphone.com/news/201808/mrK4iZ004NUahvCP.html
11,古代的各类机器人从古至今，机器人一直承载着人类巨大的梦想,百度人工智能交互设计院：步步“动”心——人-机器人的渐进式交互研究,4小时前,业界,https://www.leiphone.com/news/201809/WiAxBYvnwZx9FRRE.html
12,帝国的背后总有不少趣闻。,Google 成立二十年：你可能不知道的 20 个事实,6小时前,业界,https://www.leiphone.com/news/201809/GJ8NwRMJGQjCayx4.html
13,科沃斯地宝系列产品和首创的无线 窗宝X在德国IFA展出，展示家用服务机器人在生活场景中的使用。,科沃斯携新技术AIVI亮相2018德国IFA展 开启智能家居新时代,6小时前,业界,https://www.leiphone.com/news/201809/XRVvLXKvnkaGbCbz.html
14,“数据就是新的矿产，推动农业、工业和服务业，甚至第四产业的变革”，百度云总经理尹世明表示。,百度云重磅发布ABC 3.0   尹世明如何诠释百度云的“新”打法,7小时前,业界,https://www.leiphone.com/news/201809/694OhKo6TRCKV4DM.html
15,阿里云的医疗AI此前已在基因测序、甲状腺结节识别、肺结节识别、数字化模拟临床实验等领域发挥作用。,正大天晴与阿里云合作，AI制药提高化合物筛选准确率20%,9小时前,业界,https://www.leiphone.com/news/201809/rkzNHqk1klvFvayS.html
16,6.5 英寸，金色，iPhone XS Plus 即将到来,iPhone XS/6.5英寸 XS Plus泄露；美团设计师被举报组织网络传销诈骗； 猫眼港股IPO | 雷锋早报,12小时前,业界,https://www.leiphone.com/news/201809/Ks95faeuVIm5ZPkG.html
