,brief,header,pubtime,savetime
0,纽约证交所母公司 ICE 计划 11 月 5 日推出比特币 ETF。ICE 7 月联手微软、星巴克和波士顿咨询集团，推出一家名为 Bakkt 的加密货币及比特币交易平台。Bakkt 将推出这款 ETF 产品，该公司还开展一个在联邦监管范畴内的、规模具备扩展性的交易市场和保管业务。,纽交所母公司 11 月 5 日将推出比特币 ETF,17:06,2018-09-04 20:06:02
1,唯链基金会周一发布 VeChainThor 主网 1.0.2 版本。该基金会 6 月推出了其区块链主网。VeChainThor 中内嵌了 KYC 等治理工具，而智能合约的支持为它带来更高透明度和效率。用户可以从 GitHub 下载这一更新，新版本中包含了新的功能和漏洞修复。,唯链发布主网 1.0.2 版本,16:44,2018-09-04 20:06:02
2,日本首家房产上市公司 Ruden Holdings 9 月 4 日宣布试点项目，推出「基于比特币的虚拟货币购房平台」。Ruden 表示，这一项目是与 Blockchain Global Limited 合作实验。实验合作方还包括日本交易额最高的加密货币交易所 Bitflyer，平台部分框架采用了 NEM 测试网。,日本一房地产公司推出「虚拟货币购房平台」实验项目,16:39,2018-09-04 20:06:02
3,加密钱包和交易所初创企业 Abra 将开辟一个新的存款渠道--欧洲银行账户。单一欧元支付区及欧盟其他几个国家内的居民，可以直接向 Abra 账号转移欧元及其他国家货币，用户的数字钱包中就会存进去比特币。客户之后可以将比特币兑换成其它几种加密货币，Abra 目前交易 25 种加密货币，其中包括 ADA、BAT 和 TRX 等。,Abra 为欧洲居民买进加密货币打开方便之门,16:29,2018-09-04 20:06:02
4,据上证报讯，京东集团 4 日与如意控股在北京签署战略合作协议。京东集团董事局主席兼首席执行官刘强东出席签约活动。根据合作协议，在智能供应链板块，京东将从智能运营决策以及智能商品管理的角度出发，提升如意在智能预测、计划管理、智能库存、全渠道订单履约、供应链协同、消费者洞察、反向定制、价格管理、区块链防伪追踪等方面的核心竞争力。,刘强东在京出席商务活动，将帮如意控股提升区块链防伪追踪等核心竞争力,16:27,2018-09-04 20:06:03
5,据上海证券报消息，国泰君安信息技术总监俞枫称，国泰君安正与上海证券交易所、深圳证券交易所合作，共同研究区块链课题的应用场景及监管。俞枫解释道，通过共建区块链，可将场外期权非标产品的部分属性转为标准化，把原来各方难以达成共识的、很难全程跟踪的部分，变为信息透明、可跟踪。,国泰君安与上交所、深交所合作研究区块链应用及监管,15:47,2018-09-04 20:06:03
6,查阅工商信息系统发现，由王欣控股的深圳云歌人工智能技术有限公司于今年 2 月 26 日成立，注册资本 500 万，法人代表是王欣妻子彭鹏，公司经营范围为互联网产品开发等。此外，该公司的招聘信息显示正招聘与人工智能和区块链技术相关的人员。,快播创始人王欣已于今年 2 月成立人工智能和区块链公司,15:46,2018-09-04 20:06:03
7,据悉，湾区贸易金融区块链平台是在中国人民银行数字货币研究所与中国人民银行深圳市中心支行的共同推动、协调和组织下，深圳金融科技研究院联合中国银行、建设银行、招商银行、平安银行、渣打银行及比亚迪经过近两个月的封闭开发，成功实现湾区贸易金融区块链平台项目一期预定目标，目前项目一期已部署上线，进入试运行阶段。,「粤港澳大湾区贸易金融区块链平台」4 日在深圳试运行,15:20,2018-09-04 20:06:03
8,德意志交易所集团于 8 月 30 日宣布，已设立「DLT、加密资产和新市场结构」部门。德意志交易所集团为了进一步拓展国际市场，制定了增长计划「2020 路线图」，该线路图遵循三大支柱战略，其中之一便是对 DLT/区块链技术等新兴关键技术的投资。,德意志交易所集团设立专注于区块链、加密资产的新部门,14:52,2018-09-04 20:06:04
9,路透社报道称，澳大利亚证券交易所 ASX 表示，原定于 2020 年第四季度用基于区块链的分布式账本技术 DLT 取代原有的清算所电子登记系 CHESS，目前该项措施的实施时间被推迟到 2021 年 3 月至 4 月，以便将更多时间用于用户开发和测试。,澳交所将区块链技术代替原有结算系统日期推迟至 2021 年 3~4 月,14:15,2018-09-04 20:06:04
10,据 Coindesk 消息，Vitalik Buterin 和其他研究人员的一篇新论文中，提出了可以为去中心化生态系统所需的公共产品提供加密资金，但可避免产生「搭便车」行为的新融资方式。在本论文的描述中，搭便车者是指从公共物品的供应中为个人获利的人或企业。该论文旨在逐步增加区块链项目的资金（具体取决于参与者的数量以及他们所关心问题的程度），允许团队分配资金用于维护公共产品和服务，而不会受到「搭便车」的问题影响。,Vitalik Buterin 提出解决加密资金「搭便车」的解决方案,13:28,2018-09-04 20:06:04
11,据人民网消息，目前，中国航天科工集团控股的航天信息股份有限公司已经有了一支专职的区块链技术研发队伍，并在金税、金融和物联网三大领域开发了一系列的应用产品。在航天信息管理层看来，目前区块链依然面临着巨大的挑战。在技术方面，交易效率、识算法研究、隐私保护、智能合约安全等技术问题亟待解决。,航天信息已有专职区块链研发队伍,13:25,2018-09-04 20:06:05
12,据韩联社消息， 韩国互联网振兴院称，韩国政府计划将区块链公共示范项目的数量从今年的 6 个增加到明年的 12 个，扩展到整个公共部门。预算总额超 100 亿韩元（约合 900 万美元）。该区块链公共示范项目于今年首次实施，旨在利用区块链技术简化公共服务并鼓励私人投资。,韩国政府计划明年将区块链公共示范项目增至 12 个，总预算超 900 万美元,13:18,2018-09-04 20:06:05
13,据 Bitcoinst 消息，普华永道最近的一项调查发现，在全球业务流程中已经有数十个区块链技术应用案例，但由于监管不确定性、缺乏信任、兼容性等妨碍区块链技术广泛采用的主要因素，区块链仍落后于新兴行业。,普华永道：区块链技术仍落后于新兴行业,13:15,2018-09-04 20:06:05
14,据 Bitcoin.news 消息，东京证券交易所已上市房地产公司 Ruden Holdings 与 Blockchain Global Limited 合作为房地产交易建立了数字货币结算平台。两家公司合作开发了结算系统和虚拟注册数据查询系统。目前该公司正使用 BTC 和智能房地产销售合同对该平台进行测试。,日本房产公司试行房地产交易数字货币结算平台,13:10,2018-09-04 20:06:05
15,国际杠杆交易经纪公司 Roboforex 通过旗下设在加勒比岛国伯利兹的分支机构推出加密货币 50 倍杠杆投资产品。欧盟目前正大力打击加密货币产业的杠杆投资，而 Roboforex 选择逆势而上，推出这一风险极高的投资品，由于加密货币市场价格波动极大，这一高杠杆产品对客户和交易所而言都是风险极高。据 Roboforex 称，这一高杠杆投资将对所有账户和交易平台开放，投资标的包括比特币 BTC、比特币现金 BCH、Dash、EOS、ETH、莱特币 LTC 和瑞波币 XRP。,Roboforex 推出加密货币 50 倍杠杆投资,10:26,2018-09-04 20:06:06
16,据 BTC.com 数据显示，比特币 BTC 目前全网算力为 49.28 EH/秒，1T 算力 24 小时收益为 0.27 美元。BTC 挖矿难度现为 6.73 T，两天后将提高 6.08%，预计上升为 7.14 T，挖矿难度首次突破 7 T。,比特币将调整挖矿难度,10:23,2018-09-04 20:06:06
17,据 TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 9 月 4 日 9 时报 679.59 点，较昨日同期下跌 3.27 点，跌幅 0.48%。通用平台指数 TIG 报 511.66 点，较昨日同期下跌 6.86 点，跌幅 1.32%。另据监测显示， BTC 人气热度值反弹，报 0.09%，昨日 0.0744%，转账数较上周同期上升 6.34% 至 20 万。 技术分析方面，独立分析师 Tommy Albert 认为，BTC 冲击 7400 美金受阻回落，但是并未产生较大跌幅，多头可能仍然掌控局面，BTC 或有机会继续震荡上行。,TokenInsight：BTC 人气热度值反弹，转账数同比上升,10:17,2018-09-04 20:06:06
18,EON 基金会宣布，EON 测试网已在公网环境正式部署成功，目前部署了三个 EON 的超级节点，每个超级节点轮流产块 12 次，形成 DPOS+BFT 共识。EON 代币也在测试网上发布完毕，最大量 100 亿枚，目前发行总量 10 亿枚，其他代币根据超级节点记账情况限定以不超过每年 5% 的增发速度用以奖励超级节点的记账工作。 目前测试网通过 RESTFUL RPC 接口进行访问，详细接口协议将于近期发布，EON 测试网代码也将于近期逐步开源。,EON 测试网上线，代币基于测试网发布完毕,10:15,2018-09-04 20:06:06
19,据链塔智库，目前，以太坊上的 DApp 数量多达 775 个，形成了一个较为完善的开发生态圈，累计交易笔数多达 3.0036603 亿，累计交易金额超过 59 亿 ETH。以太坊的累计用户已经超过 3587 万人，日均活跃人数多达 20 万人。以太坊的热度自 8 月开始回升，原因一方面是公众对区块链技术的认可，另一方面是监管政策把区块链企业重新拉回对技术本身的思考，对实业落地的规划。,链塔智库：以太坊已形成较为完善的开发生态圈,07:57,2018-09-04 20:06:07
