,brief,header,pubtime,savetime
0,NEM 是一个允许各类项目快速建立区块链应用的开发平台。NEM 具有独创的命名空间/智能资产系统，每个用户都可以便捷的申请属于自己的命名空间，并在公有链上发行链上资产。NEM 开放了 API 接口，可以使用几乎所有的主流语言进行开发，具有模块化定制能力，可以根据企业的需求进行部署。项目发起于 2014 年，开发主要集中于 2014-2015 年，目前处于市场推广和产业落地阶段。项目在防伪溯源、所有权记录、支付、游戏等领域取得进展。但项目也存在核心人员信息披露较少、无公开路线图、通证 XEM 集中度高等风险。综上，TokenInsight 对 NEM 的评级维持「BBB 展望稳定」。,TokenInsight 发布 NEM 跟踪报告，对其评级维持 BBB，展望稳定,19:21,2018-12-03 20:03:29
1,加密货币分析师 Joseph Young 在推特表示：「随着 20 国集团（G20）峰会即将达成中美贸易协定，美国市场也从中复苏，我起初认为这对加密货币来说是个好消息。但后来我意识到，加密货币市场根本不在乎（这些）。」,分析师：G20 峰会并未对加密货币市场产生影响,18:37,2018-12-03 20:03:29
2,韩国财政部新任部长洪南基透露，该国拟向数字货币和初始数字货币发行（ICO）征税。洪南基在一份向韩国国民议会提交的书面文件中表示，新税种将与韩国基本税务制度和国际趋势统一。,韩国新财长：拟向数字货币和初始数字货币发行征税,17:25,2018-12-03 20:03:29
3,在首届 Times Talks Deal Book 活动中，探讨了关于区块链和加密货币的问题。美国证券交易委员会（SEC）主席 Jay Clayton 表示，SEC 有健全的规则，经受住了时间的考验，不应该为了适应技术而改变这些规则，仅仅因为这些技术是新出现的。Clayton 称，技术应该能够符合我们的规则。我认为这项技术对提高我们市场的效率有着不可思议的前景，但我不会仅仅因为新技术就改变那些保护投资者方面的发行规则或交易规则。Clayton 还强调，这只代表他本人的观点，而不代表 SEC 立场。,美国 SEC 主席：比特币和区块链应该符合我们的规则,16:30,2018-12-03 20:03:30
4,澳本聪（CraigWright）在 CoinGeek 周会议上推出一个新的比特币项目 Metanet。澳本聪称：「Metanet 本质上是一个商品分类账，它将会改变游戏规则。所有东西都将能被放在一个区块链中。我们将要创建的其实是互联网的替代品。互联网成为一个侧链。」,澳本聪推出比特币项目 Metanet，称其为「互联网的替代品」,15:55,2018-12-03 20:03:30
5,快消品巨头可口可乐与区块链项目 OSA DC 达成合作，通过区块链和人工智能的协同效应优化供应链流程和消费体验。可口可乐平均每天有超过 19 亿产品被公众消费，针对其生产和供应链中流程简化的需求，2018 年 OSA DC 已经在 3 家零售连锁店与可口可乐公司合作开展项目，确保购物者随时可以在货架层面上获得产品，并成功将销售额提高 10.1％。OSA DC 解决方案旨在建立了一个解决零售业供应难题的区块链生态系统，其体系中包括供应链成员，数据提供者，数据科学家，IT 专家，应用程序开发人员，计算提供商，实验室，监管机构和消费者。,可口可乐正利用区块链技术对其货架供应进行管理,15:15,2018-12-03 20:03:30
6,俄亥俄州 JumpStart 基金首席执行官 RayLeach 表示，JumpStart 将和其他六家科技基金将为区块链的初创公司投资 1 亿美元。这些初创企业专注于为企业或政府提供区块链技术，比如使用在线分类系统存储政府文件。当地风险基金和商业加速器 flashstart 也宣布为区块链创业公司提供 600 万美元的种子基金。同时，RayLeach 还提到，尽管尚未正式宣布任何消息，但未来三年将有更多投资团队计划向俄亥俄州的区块链公司提供 2 亿美元。,俄亥俄州科技基金将为区块链初创公司提供数亿美元资金,14:28,2018-12-03 20:03:30
7,英特尔最近获得一项比特币挖矿节能新专利，这项名为 OptimizedSHA256Datapath 宣称可将总功耗降低 15％。与用于挖掘加密货币的当代专用集成电路（ASIC）机器相比，新系统将使用高能效的硬件加速器来降低功耗。该专利由俄勒冈州希尔斯伯勒的三个人发明的。,英特尔称比特币挖矿新专利可节能 15%,13:38,2018-12-03 20:03:30
8,美国财政部金融犯罪执法网络 11 月 15 日将加密货币列入特定地区的地产保险报告事项，要求部分地区的房屋产权保险公司报告超过 30 万美元房地产交易的购买人信息，这些购买人是否用现金、支票、汇票或者加密货币作为部分支付金。这些特定地区包括纽约、加州、德州、佛罗里达州的主要大都市区。,美国财政部：特定地区超过 30 万美元房产交易需申报是否用了加密货币,12:28,2018-12-03 20:03:30
9,据 Tokenview 数据显示，ETH 近 24 小时内链上交易额为 1394355.17 ETH，同比 24 小时前下降 80.36%；昨日 ETH 单笔超过 1000 ETH的大额转账共计 138 笔，较前日下降 67.98%，较近 7 日平均大额转账笔数下降 96.73%。分析认为，在链上交易指标方面，ETH 链上交易笔数和大额交易笔数均大幅下降，由于前日大量 ETH 的大额转账促使链上交易额暴涨，导致昨日各项数据仍为利空状态，市场交易热情持续下降，频繁大额异动加剧市场恐慌程度。在链上活跃度指标方面，虽然其活跃地址数为持续下降趋势，但是新增地址数较前日上升 42.84%，反应出资金流动性大幅上升，对 ETH 内部价值的提升有一定的利好。在技术层面，Tokenview AI 预测目前行情趋势短期持续看跌，最新支撑位：114.29 USDT 和压力位：116.72 USDT，鉴于目前整体盘面短线下跌突破能力较强，同时短期内链上指标颓势明显，请投资者注意风险。,观点：ETH 链上交易指标和活跃度指标大幅下降，行情下跌空间较大,11:43,2018-12-03 20:03:30
10,新一代区块链 3.0 公链 Ultrain 于今早公布正式开启测试网公开申请。Ultrain 测试网络是由社区爱好者提供机器组建的测试网络，DApp 开发者可通过将自己开发的 Ultrain 智能合约部署到 Ultrain 测试网络来验证智能合约的功能。申请者可于 Ultrain 官网（www.ultrain.io）提交申请请求，申请通过后，将获得 Ultrain 分发的测试网 docker，通过将 Ultrain 测试网安装在自己的机器上，加入到 Ultrain 的公开测试网络中，为 Ultrain 测试网的运行提供算力，同时提前预览 Ultrain 技术概貌，并与 Ultrain 共同完成在公网上的区块链技术测试。Ultrain 测试网开放公开申请，标志着 Ultrain 项目向主网上线又迈进了一大步，同时 Ultrain 也成为全球范围内第一批开放测试网公开申请的区块链 3.0 项目。,新一代区块链 3.0 公链 Ultrain 测试网启动报名申请,10:00,2018-12-03 20:03:30
11,据 TokenInsight 数据，反映区块链行业整体表现的 TI 指数北京时间 12 月 03 日 8 时报 379.22 点，较昨日同期下跌 6.64 点，跌幅为 1.72 %。TokenInsight密切关注的 28 个细分行业中，24 小时内涨幅最高的为去中心化交易所行业，涨幅为 7.18% ；24 小时内跌幅最高的为医疗应用行业，跌幅为 4.36%。BTC 全网交易量较昨日下降 17.34%，前 100 地址 BTC 数量集中度上周累积下降总流通量的 0.65%，全球 BTC 期货多空头比较昨日下降 7% 至 0.858。BCtrend 分析师 Jeffrey 认为，市场流量总体萎缩，短期内 BTC 或将继续盘整于 7 日线附近。,TokenInsight：市场流量总体萎缩，BTC 期货多空头比较昨日下降 7%,09:01,2018-12-03 20:03:30
