,brief,classes_name,header,news_url,pubtime
0,中新网12月16日消息，据外媒报道，美国社交网站脸书(Facebook)又出现安全漏洞，导致第三方应用软件获取用户未公开的私人照片，初步估计，有多达680万用户受影响。目前，欧洲隐私管制机构爱尔兰数据保护委员会已着手调查，脸书或因此被罚款超过16亿美元。 14日，脸书公司发表声明说，脸书系统出现程,人工智能,“脸书”涉泄680万用户照片，或面临16亿美元罚款,http://www.aihot.net/other/security/12800.html,2018-12-16 20:31:14
1,12月16日消息，据英国每日快报报道，人工智能很快就能够通过劫持大脑让截肢者再次感受到触觉。YouTube?科学秀的一位主持人Hank Green详细介绍了在借助人工智能提高修复学能力方面科学家们是如何实现重大突破的。 近年来，技术的不断进步让数百万截肢者得到了帮助，并且再次恢复了他们肢,人工智能,BCI技术或可接通大脑信号，恢复截肢患者全部触觉,http://www.aihot.net/other/medicine/12799.html,2018-12-16 20:31:14
2,12月15日，在深圳举行的第二届腾讯理财通金企鹅奖暨财富高峰论坛上，对外经济贸易大学教授殷剑峰指出，在强监管及行业洗牌的态势下，中国互联网理财指数自2013年创建以来首次出现下滑，降幅超过23%。 下跌的原因，首先在整个财富管理、资管大格局下，互联网理财一定会下跌；其次是严监管，特别是对,人工智能,降幅超23%！中国互联网理财指数创建6年来首现下滑,http://www.aihot.net/other/finance/12798.html,2018-12-16 20:31:14
3,12月15日晚间消息，蔚来ES6今天在上海2018 NIO Day蔚来日正式发布。 蔚来创始人兼CEO李斌透露，截止今天，蔚来在225个城市交付了9726台ES8。 今天，李斌将第9727辆车主交给了蔚来汽车第一位投资人小米CEO雷军。 李斌表示，雷军是第一个知道其想做高端智能电动汽车的人，俩人就相关话题当天,人工智能,雷军现身蔚来日谈投资李斌:曾认为互联网造车是骗钱,http://www.aihot.net/iot/12797.html,2018-12-16 20:31:14
4,12月15日消息，据追踪苹果动态的科技新闻网站AppleInside报道，当地时间本周五提起的一项集体诉讼指控称，苹果公司对其OLED版iPhone智能手机显示屏的大小和像素数值进行欺骗性营销，苹果智能手机实际上是在偷工减料。 代表原告克里斯蒂安?斯皮卡多(Christian Spchiado)和考特尼?戴维斯(C,人工智能,IPhoneX屏幕尺寸和像素欺骗消费者?苹果遭诉讼,http://www.aihot.net/iot/12796.html,2018-12-16 20:31:14
5,12月14日下午，华硕宣布CEO沈振来将于本年12月底离职。 随后，华硕也将会重新调整手机业务，未来他们的手机业务重心将会瞄准游戏手机领域和高端手机市场。 根据Digitimes的报道，沈振来离职后，华硕将会采用联合CEO的策略，由现任个人计算机事业部总经理许先越及全球客服总部总经理胡书宾2人,人工智能,华硕手机业务重组，CEO沈振来将离职,http://www.aihot.net/iot/12795.html,2018-12-16 20:31:14
6,12月15日消息，据《华盛顿邮报》报道，全球领先的人工智能公司谷歌首席执行官桑达尔&middot;皮查伊（Sundar Pichai）本周接受采访时表示，对人工智能技术被滥用的担忧是非常合理的，但同时应该相信科技行业能够负责任地规范好该技术的使用。 桑达尔&middot;皮查伊周二下午在接受采访时表示，新,人工智能,谷歌CEO：担忧AI做坏事很合理，不能先创造再完善,http://www.aihot.net/application/12794.html,2018-12-16 20:31:14
7,当你走进演唱会会场时，霉霉正在扫视你。 泰勒斯威夫特（霉霉）今年五月在加利福尼亚州的玫瑰碗（Rose Bowl）举行了一场由面部识别系统监控的演唱会。监控系统的目标是什么？数百名霉霉的追踪者。 霉霉的面部识别系统被安装在一个互动式多媒体机里，机器的屏幕上展示了她排练的亮点，它会秘密记,人工智能,泰勒斯威夫特在演唱会用面部识别技术追踪跟踪者,http://www.aihot.net/application/12793.html,2018-12-16 20:31:15
8,IMAX周四向美国证券交易委员会（SEC）提交的文件显示，该公司决定于2019年一季度关闭剩余的三座VR影厅，并取消对部分VR内容的投资。 从2016年开始，IMAX在全球陆续开设了7座VR体验中心，其中包括位于中国上海的一座。但因为经营状况不佳，从今年6月开始，7座中心已经关了4座，其中也包括上海的这一,人工智能,IMAX将关闭全部VR影厅，一共也就做了一年多,http://www.aihot.net/other/vrar/2018-12-15/12792.html,2018-12-16 20:31:15
9,12月15日消息，据报道，社交网络巨头Facebook已经承认，多达680万名用户的私人照片被泄露，曝光在本不应该看到这些照片的应用程序中。 在最新隐私泄露事件中，这些应用程序被授权查看有限的用户照片，但安全漏洞却允许它们也可以查看未被授权访问的照片。这些照片包括来自人们故事的照片，以及,人工智能,Facebook承认发现新安全漏洞，680万用户私人照片遭泄,http://www.aihot.net/other/security/12791.html,2018-12-16 20:31:15
10,12月15日消息，据美国媒体报道，安全漏洞悬赏平台Bugcrowd发布的最新数据显示，通过为特斯拉等公司和美国国防部等组织查找安全漏洞并报告所查找出的问题，自由职业型的精英黑客每年能够获得超过50万美元的收入。 于2012年在旧金山成立的Bugcrowd，是为客户查找和报告软件安全漏洞的少数几,人工智能,自由职业精英黑客赚得多，帮人找漏洞或年入50万美元,http://www.aihot.net/other/security/12790.html,2018-12-16 20:31:15
11,12月15日消息，据网络安全巨头Avast公司的高级研究员Martin Hron称，第五代移动网络很可能让无人驾驶汽车比目前更容易遭遇攻击。 在接受《安卓头条》网站的采访时，Hron承认目前很难预测5G对策对于无人驾驶汽车领域产生的直接影响。但是他推测，一旦这项技术大规模推广，安全状况只会变得,人工智能,5G时代很可能让自动驾驶汽车网络安全性降低,http://www.aihot.net/selfdriving/12789.html,2018-12-16 20:31:15
