,brief,header,pubtime,savetime
0,一家新近成立的风险投资机构 Algo Capital 宣布设立一支 1 亿美元的生态基金，专门投资于公链项目 Algorand 的生态系统。 Algorand 是一个由图灵奖得主 Silvio Micali  创立的区块链项目，刚刚于上个月宣布获得 6200 万美元的股权投资，该项目声称能够破解区块链的「不可能三角理论」，即区块链在扩展性、安全性、去中心上三者不可兼得。Algo Capital 由四位创始合伙人发起成立，其中，管理合伙人 David Garcia 此前曾是拉丁美洲第一支加密资产投资基金 Ripio 的管理合伙人，另一位管理合伙人 Arul Murugan 是美国的风险投资机构 11-11 Ventures 的管理合伙人。,Algo Capital 设立 1 亿美元生态基金，投资公链项目 Algorand 生态系统建设,12:50,2018-12-16 20:33:15
1,稳定币项目 USDO 创始人韩进在香港举行的全球区块链开发者大会（GBDC 2018）上说，目前的稳定币在发展中面临五个痛点：可信度和透明度尚存挑战；效率不高，例如 Tether 的用户面临赎回延期问题；面临缺乏托管和反洗钱的挑战，大部分稳定币不需要用户认证，让用户面对市场操纵风险；有些稳定币有可能受到黑天鹅事件的影响，例如 MakerDao 表示在黑天鹅事件中不能保证稳定；安全性存在风险。但是韩进同时表示，预计未来几年大量用户和更多零售商会接受稳定币，稳定币作为拥有加密货币和法币双重优势的产品类别，可以成为连接传统金融世界和加密世界的桥梁。,USDO 创始人韩进：稳定币发展面临五个痛点，但未来可期,11:01,2018-12-16 20:33:15
2,BTC.Top 创始人江卓尔在香港举行的全球区块链开发者大会（GBDC 2018）上说，比特币若不做改进，将逐步落后。他批评了一些人认为比特币应该以「稳定」为最核心特点的看法，提出比特币应该努力获得更多用户。江卓尔认为，包括 BCH 分叉在内的比特币体系即使做出改进，市值占比也将逐步降低，因为市场上有大量的加密货币在进行各种各样的尝试，总有一些加密货币会找到正确的方向，而比特币体系中，只有 BCH 在进行有益的尝试。江卓尔还预计，智能合约、第二层网络和稳定币具有巨大的发展潜力。,BTC.Top 创始人江卓尔：比特币若不做改进，将逐步落后,10:46,2018-12-16 20:33:15
3,稳定币开发初创公司 Basis 已经确认将停止运营，并已经开始与投资人进行沟通，确认退还投资事宜。据该项目投资人向链闻透露，Basis 目前提出的退款方案为，如果最初以法币投资，将退还法币，如果以 ETH 投资，将退还 ETH。 Basis 在 4 月初宣布完成融资，在此之前，ETH 对美元价格尚在 700 美元以上，目前 ETH 价格已经跌破 90 美元。,已确认将停止运营的 Basis 团队或向代币投资人退还 ETH,09:30,2018-12-16 20:33:15
4,据 TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 12 月 16 日 8 时报 290.51 点，较昨日同期下跌 0.5 点，跌幅为 0.17%。此外，在 TokenInsight 密切关注的 28 个细分行业中，24 小时内涨幅最高的为医疗应用行业，涨幅为 6.80%；24 小时内跌幅最高的为社交与内容平台行业，跌幅为 2.30%。另据监测显示，BTC 全球交易额较昨日下降 12.67%，前 100 地址持仓呈缓慢下降趋势，较昨日下降 0.001%。BCtrend 分析师 Jeffrey 认为，BTC 全球多空头占比为 0.86，短期空头仍占主导，且交易量持续萎缩，资金观望为主。,TokenInsight：BTC短期空头仍占主导，且交易量持续萎缩,09:17,2018-12-16 20:33:16
5,美国在线经纪公司 Robinhood 最新推出的储蓄类现金管理产品「checking and savings」受到美国证券投资者保护公司（SIPC）批评。美国证券投资者保护公司是对券商客户提供保护的机构，其首席执行官 Stephen Harbeck 在接受彭博社采访时表示，Robinhood 最新推出的储蓄类现金管理产品声称受到该机构的保护，美国证券投资者保护公司对此表示严重关切，因为该产品并不受该机构的保护。Robinhood 随后回应称，将更改该产品的产品名称及市场营销材料。,在线经纪公司 Robinhood 新推出的现金管理产品受到证券投资者保护公司批评,07:36,2018-12-16 20:33:16
6,隐私技术开发初创公司  Nym Technologies 宣布入选币安孵化器推出的为期 10 周的孵化项目。Nym Technologies 计划以 Mixnet 通讯协议为基础，开发高隐私保护特性的基础平台，推动强调隐私保护特性的应用产品开发。该团队目前已经可以演示一个名为「Darkwallet 2.0」的匿名钱包的产品原型，该钱包与 2014 年推出的一块隐私保护钱包同名，强调了保护隐私的功能。,隐私技术开发初创公司 Nym 获得币安孵化器支持,07:11,2018-12-16 20:33:16
7,Nakamoto Institute 在推特上宣布，著名密码朋克、加密无政府主义宣言联合撰写者 Timothy C. May 去世。1992 年，为捍卫公民隐私，Timothy C. May 发表了「加密无政府主义宣言」，提出要创建一个匿名的独立数字货币体系，成为密码朋克的核心领袖之一。,加密无政府主义宣言联合撰写者 Timothy C. May 去世,05:44,2018-12-16 20:33:16
8,即时通讯工具 Line 通过旗下子公司 Line Plus 收购了韩国互联网安全公司 GrayHash，交易金额未披露。收购完成之后，GrayHash 将改名为 GrayLab。,即时通讯工具 Line 收购韩国互联网安全公司 GrayHash,02:30,2018-12-16 20:33:16
9,美国总统特朗普现任白宫行政管理和预算局局长米克·马尔瓦尼（Mick Mulvaney）接替将离职的白宫办公厅主任约翰·凯利，出任白宫办公厅代理主任。马尔瓦尼一直以积极地倡导削减政府支出、反对扩张赤字而著名，此外，他还是一名著名的比特币支持者。他从 2014 年即开始关注比特币，曾经公开表示，加密货币不能被政府操纵。,特朗普总统任命比特币支持者马尔瓦尼为白宫办公厅主任,00:52,2018-12-16 20:33:16
