,brief,header,pubtime,savetime
10,北京时间 12 月 17 日晚，Maker 将会启动一个执行投票，将借 Dai 的稳定费用从 2.5% 降低到 0.5%。如果提案由 MKR 持有者投票通过，新的稳定费用会立即生效。本次调整是面对近期市场对 Dai 的需求增加，提案会由 Maker 社区投票决定。在多抵押 Dai 发布时， Dai 的价格将通过稳定费用和存款利息共同调节，以半自动化的方式保持 Dai 的价格保持在 1 美元稳定。,Maker 社区将对稳定币 Dai 降息提案进行投票,17:28,2018-12-16 20:33:16
11,孙宇晨通过推特表示 Tron 与跨链钱包 Swftcoin 合作。通过 Swftcoin AI 和正在申请专利的跨链交易算法，用户能够以较低的费用和极快的速度交易 TRX。不久前 Tronwallet 新增 DEX 去中心化交易所功能，并宣布支持 5 个币种。,Tron 与跨链钱包 Swftcoin 合作，优化 TRX 交易体验,12:07,2018-12-16 20:33:16
12,基于 0x 协议的去中心交易所 DDEX 宣布将「分叉」0x 协议，即在 0x 协议基础上，重写其代码库，发布新的去中心化交易协议 Hydro；等到新协议发布后，DDEX 将转移至 Hydro 协议，并不再使用 ZRX 代币，因为「ZRX 代币产生了不必要的摩擦」。目前 DDEX 是最大的基于 0x 协议的去中心交易所，其交易量占了所有 0x 协议上交易量的 40% 以上。 0x 团队向链闻回应称，理解 DDEX 做出的该决定，但是相信模块化和标准化才会推动更大的创新，该团队还强调了 ZRX 代币起到的治理生态系统的作用，称期望未来能把 0x 网络的控制权交给 ZRX 代币的持有者。,去中心交易所 DDEX 宣布「分叉」0x 协议，将不再使用 ZRX 代币,07:59,2018-12-16 20:33:16
13,Coinbase 宣布重新开放美国用户的 Paypal 提现，美国用户可以免费将 Coinbase 账户中余额即时提现至 Paypal 账户。Coinbase 在今年早些时候因技术原因暂停了 Paypal 提现。,Coinbase 重新开放美国用户的 Paypal 提现,07:15,2018-12-16 20:33:16
14,比特币奖励平台 Lolli 向 Coindesk 透露，化妆品零售巨头丝芙兰已经参与了 Lolli 的奖励平台，用户通过 Chrome 浏览器下载 Lolli 插件，在参与 Lolli 奖励平台的零售商网站购物，可以获得比特币返现。Lolli 上个月宣布获得了贝恩资本风险投资和 DCG 的 225 万美元种子轮融资。,化妆品零售巨头丝芙兰参与比特币奖励平台 Lolli,07:07,2018-12-16 20:33:16
15,基于以太坊的去中心化社交应用 Status.IM 宣布裁员 25%。Status 既是一个开源的消息平台，也是一种 Web 3.0 的浏览器，其宣称希望通过去中心化和社区管理的方式建立一个类似微信的通讯平台，用户可以在该平台上进行社交生活、银行业务、商业活动、交通运输、服务发现、付款等业务。该项目曾在去年融资 18 万枚以太坊，当时价值 6400 万美元。,基于以太坊的去中心化社交应用 Status 裁减 25% 的员工,07:00,2018-12-16 20:33:16
16,TokenGazer 发布 Bitcoin Cash 评级报告，项目综合评分：4.5 分，指标趋势：稳定。经过这一次硬分叉后，目前比特现金的技术发展情况非常重要。长期来看，如果比特现金后续能够在大区块的技术路线上有所突破，并进一步实现分片扩容，那么比特现金的应用场景会更多，再加上比特大陆在数字货币世界的强大影响力，比特现金还是具有比较大的投资价值。但是，短期来看，由于这次硬分叉带来的负面影响，比特现金项目的市值占比近期可能会进一步降低，建议投资者必须保持高度谨慎。完整报告参见「原文链接」或链闻首页。,BCH 深度报告：拆分影响告一段落，大区块扩容技术仍待发展,22:45,2018-12-16 20:33:17
17,加密货币交易所 Seed CX 禁止大约 40 名员工进行加密货币交易。员工需要向合规团队提供他所有钱包地址的清单，以便有效地锁定他们的加密资产，并对他们的资产进行监控。这一政策的目的是避免员工和投资者产生利益冲突。,加密货币交易所 Seed CX 禁止员工进行加密货币交易,18:31,2018-12-16 20:33:17
18,PayPal 启动了一个基于区块链的内部员工激励计划，用加密代币奖励员工，但他们只有在 PayPal 内部才有价值。员工可以通过参加创新项目和贡献创意来获得代币，他们也可以交换代币。代币交易将记录在平台的区块链分类账上，并可兑换超过 100 种奖励或体验。这些活动包括与 PayPal 副总裁一起参加扑克比赛等。,PayPal 启动了一个基于区块链的内部员工激励计划,17:42,2018-12-16 20:33:17
19,日本政府公布了 2019 财年「税制修改大纲」，确认了关于虚拟货币的「公司税法」的新记载，从明年 4 月 1 日之后开始计算。日本政府此前曾表示，近年来，国税局已经建立了可以向虚拟货币交易所查询住址、姓名等个人信息的机制，并将其纳入到 2019 年度「执政党税制改革大纲」中，主要面对年收入超过 1000 万日元的交易者。,日本政府公布 2019 财年「税制修改大纲」，新增虚拟货币「公司税法」,16:38,2018-12-16 20:33:17
