,brief,header,pubtime,savetime
0,9 月 18 号下午，CarBlock 作为唯一一个区块链项目受邀出席 Plug and Play 秋季峰会，此次峰会邀请到了汽车行业内各大知名整车厂商，车险公司以及初创公司如大地保险、Goodyear、北汽、大陆集团，沃尔沃集团，Boeing 等，各方在汽车及出行行业领域内进行了深入的探讨。CarBlock CMO Kevin Jiang 出席此次峰会并在会上作主题演讲，与与会汽车及出行行业领军企业的高管进行了深入沟通和合作交流。大会结束后，CarBlock 还接受了来自 Plug and Play 的独家采访。,CarBlock 受邀出席 Plug and Play 秋季峰会,18:20,2018-09-18 20:03:09
1,雄岸基金创始合伙人姚勇杰表示，雄岸科技集团（SHIS LTD）计划通过数字代币基金项目筹集 1 亿港元，投资与日元挂钩的一个稳定币项目，有望在今年年底或 2019 年初推出。目前正在与一家中等规模的日本银行合作，但该银行的名字并没有透露，而下一个主要货币的探索是港元和澳元。,雄岸基金姚勇杰：计划筹集 1 亿港元投资一个与日元挂钩的稳定币项目,18:03,2018-09-18 20:03:09
2,中国中信集团旗下的成员中信国际资产与银河数字资产管理有限公司签署协议，通过对银河资管的入股和业务重组，借助其发行的资产通证 WIT（Wealth in Token）及其管控体系，将正式进入数字资产管理业务领域。WIT 是一项基于 ERC20 的区块链应用，是在审计机构的参与下，以离岸人民币作为结算标准，对客户的资金或超额质押的优质数字资产，按照相应的流程发出的电子凭证。,香港首家离岸人民币稳定币将合规出场,18:00,2018-09-18 20:03:09
3,据新华网消息，世界经济论坛创始人兼执行主席克劳斯·施瓦布表示，「我始终对中国经济增长保持乐观」。施瓦布说，在第四次工业革命中，诸如人工智能、区块链等新技术给社会带来了许多益处，同时也带来了一些潜在的风险。他表示，当前，世界经济主要面临经贸摩擦、增长周期调整、债务危机、全球变暖等影响。,世界经济论坛创始人：区块链等给社会带来许多益处，也带来潜在风险,15:40,2018-09-18 20:03:09
4,据人民银行上海总部消息，国家互联网金融风险专项整治工作领导小组及时部署，采取了一系列针对性措施：加强对 124 家服务器设在境外但实质面向境内居民提供交易服务的虚拟货币交易平台的监测，实施封堵；目前有关支付渠道已经排查并关闭了约 3000 个从事虚拟货币交易的账户；密切监测 ICO 及各类变种形态。此外还加强了对新摸排发现的境内 ICO 及虚拟货币交易相关网站、公众号、自媒体等的处置，永久封停了部分涉嫌发布 ICO 和虚拟货币交易炒作信息的公众号。,人行：常抓不懈，持续防范 ICO 和虚拟货币交易风险,15:38,2018-09-18 20:03:09
5,中国邮政储蓄银行近日在内部试运行后，借助区块链福费廷交易平台（U 链平台），顺利完成基于区块链技术的首笔二级市场福费廷跨行交易，标志着邮储银行基于区块链技术的贸易金融业务成功落地。,邮储银行完成首笔区块链福费廷跨行交易,15:37,2018-09-18 20:03:10
6,Everipedia 软件开发总监 Kedar Iyer 今日告知将会暂停一天 IQ 的智能合约，以修复 RAM 的漏洞问题，在此期间 Token 的转账不会受到影响。此前 IQ 项目方在合约中留下了额外的 1 MB 内存作为蜜罐以诱导是否会被两周前主网出现的 RAM 漏洞攻击，目前已知是一个攻击载体，项目方已采取缓解措施并暂停合约一天以修复漏洞，目前目前没有 IQ 或 EOS 丢失发生。为了防止用户的 RAM 被滥用，Everipedia 将设置一个 iqsafesender 合约防止用户转账 IQ 时丢失 RAM。,Everipedia 合约被攻击致暂停一天,15:35,2018-09-18 20:03:10
7,总部位于列支敦士登的数字资产交易平台 ETERBASE 已获列支敦士登金融市场管理局 FMA 批准运营，成为欧洲第一家符合监管要求的加密货币交易所。,ETERBASE 成欧洲第一家符合监管要求的加密货币交易所,15:34,2018-09-18 20:03:10
8,据用户反映，自 17 日下午 6 点开始，全网 USDT 转账均未成功，目前已持续 14 个小时。9 月 18 日凌晨 4 点，支持 USDT 转账的共识网络 omni layer 发布推特称：「我们正遇到一个问题，分析引擎将数据提交给 Omniexplorer 和 Omniwallet，目前正在调查中。」根据最新调查结果，确认是后端客户端的问题，而这一修复时间预计将会持续到今日北京时间 11 点。USDT 的发行和交易使用的是 Omni（原 Mastercoin）协议，Omni 币种是市面上的第一个基于比特币区块链的 2.0 币种。,共识网络 Omni Layer 发生故障，USDT 现全网瘫痪,09:57,2018-09-18 20:03:10
9,今日 QuarkChain 重磅宣布代码开源，从开发到大规模测试网和开源仅用 8 个月。随着项目开源， QuarkChain 的技术优势将更进一步得到体现，成为首个实现系统状态分片-计算和存储得以分布在不同的机器上运作的区块链；首个实现全节点(单处理器)可以被切割至多个子节点(多处理器)的区块链集群系统。QuarkChain 的开源表明其团队愿意为区块链领域的开发者们提供一个平台，吸引更多区块链界的有识之士加入到开源社区中，贡献创新想法和设计，共同推动区块链行业发展。据了解，QuarkChain 正与俄罗斯最大社群 CryptoBazar 举办为期 5 个月的七国黑客马拉松比赛，近期还将举行全球 TPS 比赛活动。这一系列大动作显示出 QuarkChain 在持续优化技术以及实现生态大布局方面正不懈努力。Github 源代码地址：地址：https://github.com/QuarkChain/pyquarkchain,QuarkChain 宣布代码开源，从开发到大规模测试网和开源仅用 8 个月,09:49,2018-09-18 20:03:10
10,据 Bitinfocharts 数据显示，当前比特币 BTC 的挖矿盈利为 0.2094 美元/天/THash/s，较前一天下跌 8.88%；ETH 的挖矿盈利为 0.0178美元/天/MHash/s，较前一天下跌 5.61%；比特币现金 BCH 的挖矿盈利为 0.2246美元/天/MHash/s，较前一天下跌 8.63%。其中 BTC 挖矿盈利创近一月来新低。,比特币挖矿盈利创近一月来新低,08:13,2018-09-18 20:03:10
11,CME 比特币期货 BTC 10 月合约收跌 295 美元，跌幅 4.52%，报 6230 美元，据统计，6 月 29 日以 5865 美元创前月合约收盘纪录最低。CBOE 比特币期货 XBT 10 月合约收跌 312.50美元，跌 4.79%，报 6217.50 美元，6 月 29 日也以 5897.50 美元创 CBOE 比特币期货前月合约收盘纪录最低。,比特币期货跌超 4.5%,08:11,2018-09-18 20:03:10
12,"对冲基金 Multicoin Capital 执行合伙人 Tushar Jain 在最近的一份报告中表示，莱特币 LTC 的价值被严重高估。他认为：莱特币 2017 年 的牛市是因为散户个和市场的不成熟造就的。其次，莱特币基金会财务状况不佳，无法继续有效运作，只持有约 322,000 美元的资产，其中 82％ 的资金以莱特币形式存在。第三，莱特币并无其独特的发展路线图，大部分的 Github 更新都是复制比特币核心的。第四，莱特币的价格难以承受在不远的将来或需要面对的抛售压力。Jain 相信，比特大陆最终会把其持有的 100 万枚 LTC 全部抛售，这可能会为 BCH 提供价格支持或迫使 LTC 进入下跌通道。阅读 Multicoin 关于莱特币估值报告的全文？关注链闻公众号「ChainNewsCom」并在后台发送「0918」，即可获得该报告原文链接。",Multicoin Capital 执行合伙人：莱特币价值被严重高估,08:07,2018-09-18 20:03:10
13,推特网友「BTCKING555」称，有传言称投资者威胁要起诉比特大陆，因其误报了财务信息并有重大遗漏。该网友还附上了从北京的「保密」会议上传来的一份文件图片，图片显示了保证人和其他责任方的名称。目前仅该名网友报告了此消息。,推特网友：传言称有投资者将起诉比特大陆,08:04,2018-09-18 20:03:10
14,电商公链 CyberMiles CMT 发布公告称，CyberMiles CMT 主网将于 10 月 15 日正式上线，CyberMiles 官方通证 CMT 迁移工作也已同步开启。此外 CyberMiles 发布了主网钱包 CMT Wallet。 CMT 目前支持两种迁移方式：支持 CyberMiles 主网的交易所自动迁移及 CMT Wallet 自动迁移。,CyberMiles 主网将于 10 月 15 日上线，通证迁移工作已开启,08:01,2018-09-18 20:03:11
15,据 CCN 报道，纳斯达克证券交易所 Nasdaq 上周五宣布，将收购位于瑞典的交易解决方案提供商 Cinnober。Cinnober 一向看好并致力于让机构更容易投资加密资产。Cinnober 已与机构级加密货币托管商 BitGo 合作，非常适合纳斯达克的大型机构投资者。,纳斯达克将收购加密友好的瑞典交易所 Cinnober,07:59,2018-09-18 20:03:11
16,据 Bitcoin Exchange Guide 报道，富达投资集团 Fidelity Investments 的首席执行官 Abigail Johnson 在 2018 年波士顿金融科技周表示，该公司目前正在开发一些区块链及加密货币产品和服务。Johnson 称：「有几件事正在进行，有一些已部分完成，还有一些由于时机不对被搁置了。我们希望在今年年底宣布一些事情。」,富达投资或于年底宣布区块链及加密产品,07:57,2018-09-18 20:03:11
17,据 Coindesk 报道，以太坊 DApp Bancor 将进军 EOS ，也为其提供快速免费交易。名为 BancorX 的新跨链产品将允许用户在一些被选定的基于 EOS 的通证之间交易，或在基于 EOS 和基于以太坊的通证之间进行交易。,Bancor 进军 EOS,07:51,2018-09-18 20:03:11
18,据南方财富网，在 78 家区块链概念上市公司 2014年-2017 年净利润年复合增长率排名中，各有 2 家、1 家、11 家、33 家企业三年净利润年复合增长率在 300%~400%、200%~300%、100%~200%、0%~100% 区间。榜单前十企业在 2014-2017 年净利润年复合增长率分别为：巨人网络 395.89%、中国长城 356.85%、高升控股 236.56%、易见股份 184.47%、精准信息 173.80%、浙大网新 146.95%、海联金汇 139.58%、紫光股份 132.21%、三五互联 129.63%、东旭蓝天 117.11%。,共 14 家区块链 A 股上市公司净利润三年复合增长率超过 100%,07:49,2018-09-18 20:03:11
19,据 Bitcoin Exchange Guide 报道，根据 BCH 中心化采矿的最新报告，Coingeek 和 BMG Pool 的算力现已达到网络的 58%。这两个矿池据悉均隶属于自称中本聪的澳大利亚人 Craig Wright，即吴忌寒口中的假中本聪。,Craig Wright 旗下矿池已控制 BCH 58% 算力,07:46,2018-09-18 20:03:11
