,brief,classes_name,header,news_url,pubtime,savetime
0,习近平于11月20日至21日对菲律宾进行国事访问。两国领导人回顾中菲友好交往历史，规划两国关系未来发展，并就共同关心的地区和国际问题交换意见，达成重要共识。,澎湃新闻,中华人民共和国与菲律宾共和国联合声明（全文）,https://www.thepaper.cn/newsDetail_forward_2657823,1小时前,2018-11-21 21:05:20
1,苍老的面孔，醒目的白发，让云南省大姚县湾碧乡80后党委书记李忠凯瞬间火了。11月21日，李忠凯接受澎湃新闻专访，听他谈谈移民搬迁、脱贫攻坚等基层工作的背后故事。,澎湃新闻,直播录像｜30个问题：公示6天之后独家专访80后白发干部,https://www.thepaper.cn/newsDetail_forward_2653803,2小时前,2018-11-21 21:05:20
2,11月21日上海世博中心，原定在此开秀的D&G因辱华风波“因故改期”，秀场后台人去楼空一片冷清，耗资800万搭建的舞台成摆设，据悉D&G尚未支付彩妆及模特费用。,澎湃新闻,D&G秀场人去楼空，800万舞台成摆设,https://www.thepaper.cn/newsDetail_forward_2658045,58分钟前,2018-11-21 21:05:20
3,“我昨天第一次现场看国足，看得我快睡着了，现在确实比我们当年差多了。但昨天不是你们真实水平，你们太累了，我也感觉你们心里有点烦。”徐根宝说。,澎湃新闻,徐根宝为武磊颁奖：18年来我第一次拥抱他，看国足快睡着了,https://www.thepaper.cn/newsDetail_forward_2655637,1小时前,2018-11-21 21:05:20
4,韩国政府21日宣布，将解散此前依据《韩日慰安妇协议》设立的“和解与治愈基金会”。日本首相安倍晋三等多名政府高官指责韩方不遵守双方的有关约定。,澎湃新闻,韩国政府宣布解散“慰安妇”基金会，韩日关系雪上加霜,https://www.thepaper.cn/newsDetail_forward_2658213,12分钟前,2018-11-21 21:05:20
5,近日，深圳一女子在吃宵夜时遭男子猥亵，在同桌两人及饭店老板等人的帮助下才得以逃脱。事后，饭店老板却被警方罚款200元，称其在事后仍踢打对方。,澎湃新闻,见义勇为被罚款？当事人家属：毕竟踢了他，罚款没意见,https://www.thepaper.cn/newsDetail_forward_2657979,13分钟前,2018-11-21 21:05:20
6,上海金融法院经审理后判决：弘高中太偿还东方证券融资款本息、违约金及律师费等合计1.2亿余元，并以出质的2896万1432股股票承担质押担保责任。,澎湃新闻,上海金融法院首案落槌：被告偿还融资款本息等1.2亿元,https://www.thepaper.cn/newsDetail_forward_2657854,13分钟前,2018-11-21 21:05:20
7,近日，东华大学在智能双响应变色-隐身一体化软体机器人领域取得新进展，其成果以《晶格收缩触发的协同电致变色致动器》为题发表于知名期刊《自然》子刊《自然通讯》。,澎湃新闻,东华大学在《自然》子刊发致动变色研究，可运用于军事隐身等,https://www.thepaper.cn/newsDetail_forward_2658217,13分钟前,2018-11-21 21:05:20
8,"当地时间11月20日，英国工党""影子内阁财政部长""克莱夫·刘易斯在下议院辩论中因""模仿自杀""的玩笑引发争议。他做出""吞枪自尽""的姿势，疑借此表达不满。",澎湃新闻,"英国工党议员辩论中""模仿自杀""遭声讨",https://www.thepaper.cn/newsDetail_forward_2658196,16分钟前,2018-11-21 21:05:20
9,韩国政府今天宣布解散根据《韩日慰安妇问题协议》设立的相关基金会。外交部回应表示希望日方正视亚洲邻国和国际社会的关切，以负责任的态度妥善处理有关问题。,澎湃新闻,韩国宣布解散“慰安妇”基金会，外交部：希望日方妥善处理,https://www.thepaper.cn/newsDetail_forward_2658144,19分钟前,2018-11-21 21:05:20
10,据美国智库最新发布的卫星图片显示，中方在西沙群岛的浪花礁上正在建设新的设施。外交部发言人耿爽表示，中方在自己的领土上开展建设活动无可非议。,澎湃新闻,美国称中方在浪花礁建设新设施，外交部：西沙群岛是中国领土,https://www.thepaper.cn/newsDetail_forward_2658129,20分钟前,2018-11-21 21:05:21
11,近日，网曝一名女网红在甘肃敦煌雅丹国家地质公园踩踏破坏雅丹地貌，并直播称捡走有“天地灵气”的石头。对此景区回复称，因此处不属于保护区，所以没有报警。,澎湃新闻,女网红踩踏雅丹地貌并捡走“灵石”？景区回应：不属于保护区,https://www.thepaper.cn/newsDetail_forward_2658056,22分钟前,2018-11-21 21:05:21
12,21日，有网友发布一条“董小姐宁波闯红灯被抓拍”的微博，宁波交警回应称是乌龙，经核实是抓拍装置对一辆公交车身广告上的人像进行了错误识别。,澎湃新闻,董明珠宁波闯红灯被抓拍？交警：乌龙，系误拍公交车身广告,https://www.thepaper.cn/newsDetail_forward_2658123,23分钟前,2018-11-21 21:05:21
13,网爆一男子在骑摩托到云南昭通镇雄县城上班途中被派出所拦下，要求花300块安装行车卫士，否则将扣其证件。对此，镇雄县公安局回应称，证件是男子自愿放的，非警方扣留。,澎湃新闻,男子举报警察拦车兜售防盗器否则扣证，警方回应：他自愿,https://www.thepaper.cn/newsDetail_forward_2657492,25分钟前,2018-11-21 21:05:21
14,张女士看到许多平时难得一见的珍贵文物，比如：在吴淞之战中英勇牺牲的江南提督陈化成戎装画像、小刀会起义时潘可祥部使用的短剑、公共租界巡捕使用的警棍和徽章等等。,澎湃新闻,“一大会址”日记｜她一边看展品，一边呢喃“太伟大了”,https://www.thepaper.cn/newsDetail_forward_2657672,27分钟前,2018-11-21 21:05:21
15,目前尚不清楚沙特的计划是在整个11月份内维持较高的产量和供应量，还是下半个月着手减产，降低月平均水平。,澎湃新闻,沙特11月石油日产量创历史新高，下月将减产50万桶/日,https://www.thepaper.cn/newsDetail_forward_2658166,32分钟前,2018-11-21 21:05:21
16,11月20日，重庆九龙坡，一女童不慎脖子卡进护栏，两名民警发现后立即向消防求助。期间，女童哭声不断，为安抚情绪，一民警拿出手机播放《小猪佩奇》动画给女童看。,澎湃新闻,女童头卡护栏，民警放《小猪佩奇》安抚,https://www.thepaper.cn/newsDetail_forward_2658005,32分钟前,2018-11-21 21:05:21
17,近日，联合国开发计划署（UNDP）在张家口举办了一场氢能探索团活动。作为中国首个氢燃料电池生产基地，张家口公交集团目前一共有74辆氢燃料电池大巴在运营。,澎湃新闻,联合国开发计划署力推氢燃料电池汽车以应对气候变化,https://www.thepaper.cn/newsDetail_forward_2658052,34分钟前,2018-11-21 21:05:21
18,中共四川省委书记彭清华日前在接受新华社记者采访时肯定了四川民营经济对四川经济发展的作用，并介绍四川在促进民营经济发展方面谋划的部署和过硬举措。,澎湃新闻,四川：把支持民企工作作为衡量干部忠诚干净担当的重要内容,https://www.thepaper.cn/newsDetail_forward_2658145,35分钟前,2018-11-21 21:05:21
