,brief,header,pub_time,type,url
0,依图医疗将与爱康集团共同探索更多体检应用场景。,依图医疗与爱康集团携手 共同推动医疗AI体检应用,5小时前,AI+,https://www.leiphone.com/news/201811/9sV2bEizS3sCZslg.html
1,本月17日， BUMO在北京车库咖啡召开了“BUMO全球大使计划”的北京站Meetup，发布了相关奖励机制,17日BUMO全球大使计划北京Meetup，公布多重激励机制,7小时前,AI+,https://www.leiphone.com/news/201811/ZCgnoUBY0YjXw7pl.html
2,表面光鲜的星级酒店正被现实撕破面具，露出底色。,五星酒店再爆卫生丑闻，AI 能做些什么,11小时前,AI+,https://www.leiphone.com/news/201811/lVDROhetxzqIPFFe.html
3,心电图人工智能自动分析诊断系统“AI-ECGPlatform”顺利获得美国FDA批准，无疑给了行业极大的鼓舞。,国内首例！乐普医疗人工智能心电产品获美国FDA批准,11小时前,AI+,https://www.leiphone.com/news/201811/U7LJVtoTvKLIwUyU.html
4,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
5,Cortex A76的表现是否如预期？A76对2019年的智能手机而言又意味着什么？,从麒麟980的性能一窥Cortex A76对2019年的手机意味着什么,1小时前,业界,https://www.leiphone.com/news/201811/M92PnBn7kbGWJuqH.html
6,与会者对这场在中国举办的技术大会倍加期待，希望黄仁勋在这场技术盛会上能为中国市场带来新鲜劲爆的消息,游戏+云服务器+自动驾驶样样全，看NVIDIA为中国市场带来了哪些好东西 | GTC China 2018,5小时前,业界,https://www.leiphone.com/news/201811/Q5BeiWbydjG6YJ4h.html
7,智能仓储机器人公司Geek+完成1.5亿美元B轮融资。,智能仓储机器人公司Geek+完成1.5亿美元B轮融资，将拓展美国市场,5小时前,业界,https://www.leiphone.com/news/201811/KvLhqrPRbX1Qe5nv.html
8,对 Silk Labs 的收购只是苹果在整体 AI 布局的一枚棋子罢了。,苹果收购硅谷创业公司 Silk Labs，将继续布局 AI 和 IoT,5小时前,业界,https://www.leiphone.com/news/201811/kVK8xATWIV6AHkfu.html
9,智慧城市建设，必先突破“智慧交通”瓶颈,第二届智慧交通论坛开幕：欲善“城市”其事，必先利“交通”其器,9小时前,业界,https://www.leiphone.com/news/201811/OFRfVxvy3H2kiirs.html
10,2019年，利尔达预计将有50%的集团业绩由物联网业务产生。,IoT：利尔达的半壁江山,11小时前,业界,https://www.leiphone.com/news/201811/OajIQTU92hxzZfKi.html
11,锤子科技麻烦不断，盒马生鲜换标签被立案。,酷派起诉锤子欠钱不还；马斯克太嗨恐让 SpaceX 上不了天；拼多多称山寨名牌已清理 | 雷锋早报,12小时前,业界,https://www.leiphone.com/news/201811/NrWgdHV6geA7sllr.html
