,brief,header,pubtime,savetime
10,美国金融业监管局 FINRA 在 16 日出版的投资者警报中表示，SAFT 框架绝不是监管部门批准的保证，投资者要警惕 ICO 宣称采用 SAFT 框架作为投资安全或监管合规的证据。未来令牌简单协议 SAFT 是数字货币开发商向合格投资者提供的投资合同，承诺在网络或公司运行时交付一定数量的令牌。它与标准 ICO 不同之处在于，ICO 会立即发放 Token或硬币，而 SAFT 则只是承诺交付 Token。,美国金融业监管局对 SAFT 框架下的 ICO 提出投资者警报,06:39,2018-08-20 20:17:14
11,据 Coindesk 消息，美国银行业巨头 Capital One 正致力于利用区块链技术为银行安全等实例引入更方便安全的用户身份验证系统。该身份验证系统在用户初次提交认证信息时便将其保存在区块链上，后续便可以支持用户跨多个机构和平台的身份验证的需求，而不需要反复提交注册信息，因此可令机构和客户同时受益。,美国银行业巨头推出跨平台身份验证系统,06:38,2018-08-20 20:17:14
12,据 bitcoin 报道，南非税务局已宣布，常规的税收规则同样适用于数字货币相关交易的收入和利润。目前，该机构正努力加大对数字货币交易和交易人员的监管，以核实他们是否正常纳税，其负责人称，识别数字货币交易是最主要的问题，考虑到许多投资者使用的是外国银行账户，而且在其他司法管辖区进行交易，因此处理起来并不容易。,南非税务局关注数字货币交易纳税情况,06:38,2018-08-20 20:17:14
13,"Coinbase 首席执行官 Brian Armstrong 近日表示，该加密货币交易所在去年每天签约 5 万名新用户。紧接着加密货币钱包 Blockchain 的CEO Peter Smith 发推文称，即使是当下加密货币衰退的情况下，Blockchain 每天新增注册用户仍超过 5 万名，似乎是在暗示 Coinbase 重在投资，而 Blockchain 的服务能真正帮助加密货币被采用。该应用最近达到了 2,500 万个钱包的里程碑。",加密货币钱包 Blockchain 自称日增 5 万用户,06:36,2018-08-20 20:17:14
14,据 Coindesk 消息，受到英国脱欧不确定性的影响，英国区块链公司正在寻找应急计划。Solidi Ltd 致力于开发基于区块链的支付平台，公司创始人 Jamie McNaught 表示，英国脱欧是短期内所有事情的障碍。由于所有金融科技监管专家和律师目前都忙于脱欧事务，导致英国金融行为监管局 FCA 对区块链公司的沙箱测试延期，该公司也在测试范围中。同时，脱欧也会给区块链公司带来额外的合规成本。,英国脱欧不确定性给该国区块链公司带来困扰,06:36,2018-08-20 20:17:14
15,据中国新闻网报道，哈希世界研究院院长江泽武表示，现在很多银行业务已经筹备或实现交易数据的区块链化，很大程度上提高了跨境跨行汇款效率。区块链化的公共账本，能够让各个国家、各个银行体系的数据互通互联，实时同步更新。在支付、房地产金融、资产证劵化、资产管理、票据金融等领域，区块链可以更好地控制风险，降低交易成本。,哈希世界研究院院长：区块链有助提高汇款效率,06:35,2018-08-20 20:17:15
16,在 8 月 19 日中国企业家俱乐部马哈蒂尔北京演讲现场，马云表示，区块链技术将被用于打击伪劣产品的相关活动。伪劣产品让中国深受其害，若中国没有对知识产权采取坚决的保护态度，创新就不可能提升，因此企业将力图与政府一道来解决假冒伪劣产品问题。,马云：区块链技术将被用于打击伪劣产品,06:35,2018-08-20 20:17:15
17,据「PeckShield安全评级」公开数据显示：通过对 350 个市值靠前的可交易 Token 进行安全分析，发现被审计 Token 全部存在一定程度的安全隐患，其中存在高危漏洞的 Token 占比 13.7%，总市值达 12 亿美元；存在中危漏洞的 Token 占比 30%；56% 以上的 Token 存在低危漏洞，安全性相对较好，但不排除有潜在风险。审计涉及的各大主流交易所均存在一批高危 Token 处于可交易状态。,安全公司：主流可交易 Token 均存在一定安全隐患,06:34,2018-08-20 20:17:15
18,周五软银在日本与区块链游戏公司 Ludos 签署了战略合作伙伴关系，双方旨在提供两种合作途径，包括领先的游戏资源和产品交换，并重新设计他们的游戏，使 Ludos 更上一层楼。,软银和区块链游戏公司 Ludos 签署战略合作协议,06:34,2018-08-20 20:17:15
19,CarBlock 与韩国领先的汽车数据安全公司 Penta Security 达成战略合作协议，双方将在智能硬件整合、数据安全存储、汽车行业拓展等方面展开深度合作。 Penta Security 是一家专注于数据安全解决方案的公司，在韩国服务包括现代汽车、起亚汽车、首尔市政府等超过 20 年，此次合作将为 CarBlock 在软件及数据安全层面带来重大提升，同时也将进一步帮助 CarBlock 打开韩国企业市场，与包括韩国政府和车企在内的组织建立身后的合作关系。,CarBlock 与韩国汽车数据安全公司 Penta Security 达成战略合作协议,08月19日 19:26,2018-08-20 20:17:15
20,CarBlock 受邀参加本体在韩国首尔举办的主网发布会，并向在场超过 500 名韩国用户介绍 CarBlock 项目及发展进度，并接受了韩国媒体 ICO Today 的独家专访。会后，CarBlock 与包括 Hashed、Chainers、Huobi Korea、ICO Today、Morpheuslabs、Mapia 等在内的韩国资方、媒体及项目方进行了深入交流以及业务合作探讨，为进一步开拓韩国市场积累了深度的资源。,CarBlock 受邀参加本体在韩国首尔举办的主网发布会,08月19日 12:00,2018-08-20 20:17:15
21,总部位于英国的加密货币期货交易所 Crypto Facilities 于当地时间本周五下午 4 点开始提供比特币现金期货合约。Crypto Facilities 首席执行官 Timo Schlaefer 在一份声明中表示：「我们很高兴通过推出比特币现金期货扩大我们的加密货币衍生产品，BCH 是市值约 100 亿美元的主流代币，我们预计新合约将通过为数字资产类别带来更大的流动性和透明度来刺激加密市场的发展。」,英国加密货币交易平台 Crypto Facilities 推出比特币现金期货业务,08月19日 06:33,2018-08-20 20:17:16
22,据 Cryptovest 消息，德国风投集团 Iconiq Holding 的子公司 Iconiq Funds 宣布，将从第四季度开始推出多款数字资产指数基金，他们计划建立被动管理基金，以便投资者有机会投资多元化工具，并通过数字货币交易所交易基金 ETF 和交易所交易票据 ETNs 等传统投资渠道从数字货币市场中获益。预计其首支数字资产指数基金将是马耳他专业投资者基金 PIF。,德国风投集团 Iconiq 将推出数字资产基金,08月19日 06:33,2018-08-20 20:17:16
23,数字货币交易所 Cobinhood 的创始人正在委托 Dexon 公司开发一种能够每秒处理 100 万笔交易的新区块链。Dexon 专注于在银行业和实际应用需求中大量采用区块链，刚获得由 IDG 领投的 2000 万美元融资。Dexon 称，新的区块链技术使用块格结构将多个链连接在一起，形成所谓的无限可扩展、低延迟分散式事务处理引擎。,Cobinhood 创始人及其团队开发新型区块链技术,08月19日 06:32,2018-08-20 20:17:16
24,据 ccn 消息，在列支敦士登 LCX 活动上，币安 CEO 赵长鹏对 TechCrunch 创始人 Michael Arrington 表示，90% 的币安员工选择以 BNB 代币形式支取薪水，这使得币安成为为数不多的用数字货币支付员工薪水的数字货币行业企业之一。币安在 2017 年发布了原生代币 BNB，作为回报，该公司一直在回购 BNB。,90% 的币安员工以 BNB 代币支取薪水,08月19日 06:31,2018-08-20 20:17:16
25,据 cointelegraph 消息，此前美国数字货币投资者 Michael Terpin 指控电信巨头 AT＆T 在其个人账户数字货币被盗事件中存在重大过失，他在投诉中介绍了案件细节，推测黑客通过贿赂电信内部工作人员，拿到了自己 SIM 的替代卡，进而获取其账户信息、重置密码并两次实施盗窃。另据 Motherboard 报道，AT & T 和 Verizon 员工都透露，曾有黑客行贿以换取 SIM 替代卡。,安全警示：SIM 替代卡或导致用户数字资产被盗,08月19日 06:31,2018-08-20 20:17:16
26,据 Cointelegraph 报道，软银集团公司通讯办公室的 Kenichi Yuasa 正式回应称，「软银集团和软银愿景基金 SoftBank Vision Fund 都没有以任何方式参与比特大陆Pre-IPO轮融资」。腾讯目前没有向 Cointelegraph 否认或确认参与了对比特大陆的投资。,软银否认参与比特大陆 Pre-IPO 轮融资,08月19日 06:30,2018-08-20 20:17:16
27,18 日，全球 EOS 区块链社区成员和节点组织宣布正式成立 EOS 基金会。EOS 基金会是非营利性组织，旨在通过合理地促进沟通和教育，以带动 EOS 的代币持有者、节点、dApp 开发者和其他利益相关者为EOS社区服务。初始董事会成员包括 Brock Pierce、Bancor 和 Liquid EOS 联合创始人 Galia Benartzi、EOS Gravity 社区领袖 Peter Li、EOS 区块生产者 Hai Feng、菲律宾创业家 Nix Nolledo、艺人 AKON。,EOS 基金会宣告成立,08月19日 06:29,2018-08-20 20:17:17
28,据 bitcoin 报道，韩国互联网安全局和科技部在 6-7 月对 21 家数字货币交易所进行安全检查，近日公布检查结果，结果表明虽然一些交易所已完成短期和钱包管理措施的实施，但众多交易所仍存在安全漏洞。21 家交易所中有 11 家采取了完备的安全措施，其中 8 家还改进了钱包管理系统，分别是 Upbit、Bithumb、Korbit、Coinnest、Coinlink、Coinone、Coinplug 和火币韩国。,韩国政府公布交易所安全检查结果：逾半数采取措施完备,08月19日 06:28,2018-08-20 20:17:17
29,"新华社消息，委内瑞拉总统马杜罗 17 日晚宣布，石油币今后将作为该国的国际记账单位，以及国内工资和商品、服务定价的基准，待货币改革完成后，一个石油币将等于 3,600 主权玻利瓦尔。为了应对美国实施的经济和金融封锁，委内瑞拉 2017 年 12 月宣布将发行加密数字货币石油币，发行量为 1 亿个。目前石油币已完成预售阶段，政府公布的参考售价为 1 石油币 60 美元。",委内瑞拉政府宣布石油币为国际记账单位,08月19日 06:28,2018-08-20 20:17:17
