,brief,header,pubtime,savetime
0,苹果联合创始人 Steve Wozniak 在 ChainXchange 区块链大会上表示，他将很快加入一个区块链公司 Equi，首次介入该领域。该公司由已在优良资产中有大量投资记录的投资人来负责，项目可能会在公司马耳他区块链会议的期间启动。,苹果联合创始人 Steve Wozniak 宣布进入区块链领域,17:37,2018-08-20 20:17:12
1,知道创宇 404 区块链安全研究团队发布的《以太坊合约审计 CheckList 之「以太坊智能合约规范问题」影响分析报告》称：通过团队独立研发的以太坊智能合约安全自动化平台昊天塔 HaoTain 针对《知道创宇以太坊合约审计 CheckList》中的「以太坊智能合约规范类问题」包括：未触发 Transfer 事件问题、未触发 Approval 事件问题、假充值漏洞、构造函数书写错误，对全网公开以太坊合约进行扫描分析后，在 39548 个以太坊合约中有 14978 个合约 （占比约 37%）存在「以太坊智能合约规范类问题」，结果截止 2018 年 8 月 10 日。建议所有的开发者重新审视自己的合约代码，检查是否遵守了 ERC20 合约标准，避免不必要的麻烦以及安全问题。,区块链安全研究团队：1/3 以太坊合约存在「合约不规范问题」,12:35,2018-08-20 20:17:12
2,据人民网报道，中证私募基金电子签约平台官网信息显示，该平台有金融安全级保护：依照金融级安全架构规范，采用中国金融认证中心权威证书， 通过 RSA / 国密等高安全性算法，利用区块链加密留痕技术，以保护数据。,人民网：中证私募基金电子签约平台利用区块链技术保护数据,12:18,2018-08-20 20:17:12
3,据 cryptovest 消息，区块链投资银行 NKB 集团根据一份报告表示，谷歌已成为区块链技术的第二大投资者。报告显示，尽管谷歌的母公司 Alphabet 否认谷歌宣布收购区块链公司，但它已投资了例如 Gyft、Ripple、Blockchain，Buttercoin 和 Veem 等公司。NKB 集团表示，许多人相信谷歌计划在其云托管业务中使用区块链技术。,谷歌已经成为区块链领域的第二大投资者,12:09,2018-08-20 20:17:13
4,知道创宇 404 区块链安全研究团队对外披露了以太坊 JSON-RPC 接口「后偷渡时代」的三种盗币方式：离线攻击、重放攻击、爆破攻击后，再次捕获到黑客针对以太坊 JSON-RPC 接口最新攻击方式：「拾荒攻击」。攻击者或求助于矿工，或本身拥有一定算力以获得将交易打包进区块的权利，并通过构造 0 GasPrice 最终获取到余额不足以支付转账手续费或勉强足够支付手续费节点上的所有以太币或代币。经统计，从 2017 年 6月 起，陆续有 748 个账户总计 24.2ETH 被零手续费转账，诸多被攻击账户的以太币和代币目前仍有黑客积极利用「拾荒攻击」进行攻击。从知道创宇 404 区块链安全研究团队部署的全球节点蜜罐监测结果显示，黑客针对以太坊 JSON-RPC 进行盗币攻击一直在持续，再次建议广大注意安全防御。,知道创宇 404 区块链安全研究团队揭秘以太坊 JSON-RPC 接口最新攻击方式,12:07,2018-08-20 20:17:13
5,据 news.bitcoin 报道，美国国防部的国防高等研究计划署 (Defense Advanced Research Projects Agency，简称 DA RPA) 正在研究如何利用区块链来确保卫星安全。,美国国防部研究计划署研究利用区块链来确保卫星安全,12:07,2018-08-20 20:17:13
6,据经济观察报报道，财政部副部长廖岷表示，目前来看，在金融科技主要的四个领域（互联网和移动支付、网络融资、智能投顾、区块链）中，区块链将是最为关键的，对于监管，未来的挑战也是最大的。对于区块链，希望最大，不确定性最大，挑战也最大，监管者任重道远。,财政部副部长廖岷：对于区块链的监管未来面临的挑战最大,11:56,2018-08-20 20:17:13
7,据 Prnewswire 报道，韩国江原道春川市正与区块链公司 Swytch 合作以减少碳排放，推动该市经济和环境的可持续发展。 Swytch 是一个基于区块链的可再生能源激励平台。,韩国江原道春川市希望利用区块链技术减少碳排放,11:54,2018-08-20 20:17:13
8,RoboCoin 服务机器人生态体系启动仪式将于 2018 年 8 月 23 日在香港 JW 万豪酒店举行。RoboCoin 生态体系以区块链技术为依托，致力于打造连接个人用户、开发者、厂商、商户的机器人定制化服务运营平台。此次运营平台的上线将推动智能化服务融入大众日常生活，解决服务行业劳动力短缺等问题，引发行业变革。届时来自人工智能和区块链领域的资深专家、投资人、创业者、合伙人和新闻媒体将出席此次仪式。,全球首家服务机器人运营平台将于 8 月 23 日在香港正式启动,10:49,2018-08-20 20:17:13
9,复星集团宣布投资以色列金融科技公司 The Floor 500 万美元。The Floor 总部位于特拉维夫，与全球最大的六家金融机构都有合作的全球化科技金融平台，欲利用金融科技、区块链和计算机等专业知识塑造未来银行。复星恒利联席行政总裁谢超称，「双方的合作能让金融与科技彼此赋能，更高效地为客户提供定制化金融产品和服务。」,复星集团投资以色列金融科技公司 The Floor，欲利用区块链科技塑造未来银行,06:39,2018-08-20 20:17:14
