,brief,header,pub_time,type,url
0,互联网公司盯上金融生意，有想法，但是有底气吗？,条条大道通金融，拼多多会走哪一条？,4小时前,AI+,https://www.leiphone.com/news/201808/EmFiz0afLogFxGfI.html
1,一个中心化的业务是完全能够在一个去中心化的平台上运行的,区块链研习 |  中心化业务必须基于中心化平台吗？,5小时前,AI+,https://www.leiphone.com/news/201808/visKVZV0L75Ra5xm.html
2,据新华社8月12日报道，会议指出，做好网贷风险专项整治是防范化解重大风险攻坚战的重要战役。,互金整治办、网贷整治办提出十条网贷风险应对举措,9小时前,AI+,https://www.leiphone.com/news/201808/pvPsdFLZSJXXSTXw.html
3,2018年全球DRAM芯片产业增幅超过30%，总产值将突破1000亿美元大关，以24%的市场份额继续稳居IC产品市场规模第一,DRAM销售额将历史性地突破1000亿美元，三星也将坐稳半导体龙头宝座？,3小时前,业界,https://www.leiphone.com/news/201808/QtR2fBEVvqGwcoQe.html
4,公有云比私有云安全？,微软副总裁洪小文:中国公司接受公有云还是“有点胆怯”,3小时前,业界,https://www.leiphone.com/news/201808/uy9z7SQYcErcbF8y.html
5,你有freestyle吗？,《中国新说唱》实力抢跑暑期综艺大战   AI正在掀起娱乐生产力革命,4小时前,业界,https://www.leiphone.com/news/201808/aDNT9eyxHS4jU5CO.html
6,这是埃森哲创新投资在中国的首个投资项目。,埃森哲入股码隆科技并达成AI战略合作，码隆海外零售商业化轮廓已成,4小时前,业界,https://www.leiphone.com/news/201808/FY3ybDhynH2mDcfK.html
7,据悉，GeekPwn2018嘉年华将于10月24日-25日在中国上海举办。,极棒首次亮相DEF CON 世界超脑黑客揭秘AI安全最尖端议题,6小时前,业界,https://www.leiphone.com/news/201808/dliR6gdV2TZKUCFx.html
8,定向培养云计算人才或将成潮流？,AWS联合拉筹伯大学推出云计算学士学位   国内“211”、“985”暂空缺,6小时前,业界,https://www.leiphone.com/news/201808/b9HBlWJYaYCrz5wb.html
9,在智能手机的产品外在形态上，人们不会停止探索的脚步。,这一次，可折叠智能手机真的快要来了,9小时前,业界,https://www.leiphone.com/news/201808/9iboT9WHPPVrCFqw.html
10,雷锋早报,苹果要求联邦法庭撤销“降速门”诉讼；IBM开发提升广告业透明度的区块链流程；今年全球独角兽融资已达730亿美元 | 雷锋早报,13小时前,业界,https://www.leiphone.com/news/201808/lHTgK88kiARutHdF.html
