,brief,header,pubtime,savetime
0,随着土耳其货币危机继续愈演愈烈，土耳其市场中的比特币和其它加密货币交易额近日大增。据 CoinMarketCap 的统计数据，土耳其最大的加密货币交易所 Koinim 比特币成交额大涨 63%，BTCTurk 和 Paribu 交易所成其交易额分别大涨 35% 和 100%。,土耳其里拉汇率大跌，比特币等交易额大涨,18:44,2018-08-13 22:13:13
1,8 月 13 日 16:45，HitChain 基金会战略发布会在北京东大街前门 23 号院开启。HitChain 基金会主席黎江先生代表基金会致辞，讲述 HitChain 的使命和产品战略， HitChain 基金会的战略合作伙伴开源中国介绍了中国开发者社区生态，项目投资方代表 Block VC 资本总经理徐英凯先生、OK 资本投研负责人周子涵女士分别致辞，并邀请中国社科院客座教授王彬生等嘉宾共同分享建设开发者自治社区方面的经验，HitChain 基金会战略发布会标志着 HitChain 项目进入项目开发的新阶段。,HitChain 基金会战略发布会正式开启,18:24,2018-08-13 22:13:13
2,据雄安发布消息，雄安区块链资金管理平台，是基于区块链技术的项目集成管理平台，依托这一平台实现了多个建设项目在融资、资金管控、工资发放上的透明管理。雄安集团投融资部部长邱梅春表示：区块链平台能解决传统资金发放过程当中因为信息不对称所造成的资金被挪用和截留的问题。作为全国首家工程区块链资金管理平台，该技术已经被应用到多项工程当中，累计管理资金达到 10 亿元。,区块链技术助力雄安新区实行工程建设的透明化,12:46,2018-08-13 22:13:13
3,韩国数字货币交易平台 Korbit 发布公告称，依照政府的指令，新韩银行加强了客户资金的专户托管政策，从 2018 年 8 月 27 日起， korbit 的客户资金将由新韩银行管理。对于没有完成实名认证的用户，韩国韩元（客户资金)的提取将无法进行。由于政府的政策，目前只有韩国公民才能使用实名制。,韩国交易所 korbit 客户资金将由新韩银行管理,12:41,2018-08-13 22:13:13
4,据台海网消息，厦门大学区块链研究中心近日正式成立。据悉，厦门大学在区块链领域的研究走在全国高校的前列，接下来，厦门大学将整合区块链相关的科研、人才资源，促进科研成果与行业应用相结合。,厦门大学成立区块链研究中心,12:38,2018-08-13 22:13:14
5,据工信部官网最新消息，区块链技术与数据安全工业和信息化部实验室现被认定为 2018 年工业和信息化部重点实验室。,工信部将区块链实验室认定为重点实验室,12:35,2018-08-13 22:13:14
6,据 Tehrantimes 消息，伊朗金融监管机构（SEO）负责人 Shapour Mohammadi 表示，伊朗证券交易所已提供了交易数字货币所需的基础设施。,伊朗证券交易所已提供了交易数字货币所需的基础设施,12:31,2018-08-13 22:13:14
7,ETH 巨鲸地址 0x7d04d2edc058a1afc761d9c99ae4fc5c85d4c8a6 曾于 5 月 21 日通过以太坊创世交易获得约 31 万枚ETH，并分别于北京时间 8 月 13 日、5 月 28 日、5 月 22 日转出共计 210320.1 枚 ETH 到 0x0a0fed0ff3495fe93749cde2b692b7e217dc739c 这一地址。0X0a0 地址历史上收到的 ETH 最终转入 Kraken 和 Bitfinex 钱包地址。,巨鲸转 21 万 ETH 至统一账户,11:26,2018-08-13 22:13:14
8,财经网消息，海峡区块链研究院院长王永利近期表示，比特币不能成为真正的货币：一是作为一种网络货币，应用场景较少；第二，要发挥货币的价值尺度功能，最根本的要求是必须保持货币币值的相对稳定；第三，总量只有 2100 万个，加上有些死亡币和收藏品，「根本不去支付，那怎么够呢？」。但他也表示，比特币不能成为真正的货币，不代表它没有价值，就像黄金退出货币舞台，不代表它没有价值。比特币在一定的商圈里还有币的属性，所以我更愿意把像比特币这样的币定义为「虚拟资产+商圈货币」。一旦加入商圈货币那么必须监管，不能随便出圈流通，否则就在挑战法定货币的权威。,王永利：比特币不能成为真正货币，但不代表它没有价值,11:19,2018-08-13 22:13:15
9,区块链基础设施开发商 Vostok 的首席执行官 Sasha Ivanov 接受《福布斯》杂志采访时表示，去中心化交易所能与中心化交易所相抗衡，并能解决后者刷虚假交易量的问题。Sasha Ivanov 也是去中心化的区块链代币平台 Waves 的首席执行官。,Sasha Ivanov：去中心化交易所能解决虚假交易量问题,10:43,2018-08-13 22:13:15
10,Coindesk 报道称，比特大陆 IPO 文件显示，在 2016、17 年、18 年第一季度分别从比特币和替代币的挖矿和持币业务中盈利 1 亿、11 亿、10 亿美元。这是比特大陆首次向外界披露该业务的盈利数字。,比特大陆最近三年第一季度因持币分别盈利 1 亿、11 亿、10 亿美元,10:09,2018-08-13 22:13:15
11,在第二届中国金融四十人伊春论坛上，中国社科院学部委员余永定称，应该对新一轮的资本外流和人民币贬值做好准备。需要仔细检查一下，是否存在资本大规模流出的可能渠道，比如对证券通、沪港通、深港通等等，额度渠道管理还是要坚持。与此同时，还要考虑数字货币是否也会成为资本外逃新的工具。,中国社科院学部委员：需考虑数字货币是否会成为资本外逃新工具,08月13日 07:05,2018-08-13 22:13:15
12,据中国证券网，为推动信息消费扩大升级，工信部表示今年将制定发布信息消费发展指南，深化国家信息消费试点示范城市创建，推动智能家居、可穿戴设备、虚拟现实、区块链等热点产品及服务创新研发。,工信部今年将制定信息消费发展指南，以推动区块链等创新研发,08月13日 07:05,2018-08-13 22:13:15
13,据 bitcoin 消息，金融服务公司 Worldcore 对 6、7 月份数字货币交易的数据进行统计分析，结果表明，通过加密友好立法提供有利商业环境的司法管辖区以及具有完善监管框架的司法管辖区占交换型加密交易的很大一部分。在交易所交易中，交易量最大的是马耳他；而没有明确法律监管的国家更倾向于场外交易，其中交易量最大的是俄罗斯，美国、中国分列第二和第三名。,数字货币交易量：场内马耳他最大，场外俄罗斯第一,08月13日 07:04,2018-08-13 22:13:15
14,"Bityond 创始人 Pedro Febrero 在 CCN 上发表评论称，比特币是盈利能力最强的投资工具之一，甚至可能是有史以来最好的资产。从价格上看，自比特币诞生以来，有 137 天的价格在 8,200 美元以上，而比特币的总交易天数为 1,917，也就是说投资者有 97% 的机会以低于 8,200 美元的价格购买比特币，同时仅有 3% 的机会在恰当的时机出售。从历史上看，比特币对长期投资者非常友好。","CCN：投资者以低于 8,200 美元买入比特币的概率为 97%",08月13日 07:03,2018-08-13 22:13:15
15,"英国警方于 10 日向公众发出了涉及加密货币的欺诈性投资计划警告，称这类欺诈案在今年夏天已经造成了 200 万英镑（约合 255 万美元）的损失。数据显示，6 月和 7 月，受害者报告的加密货币诈骗损失 250 万美元，平均损失总计约为每人 1 万英镑（12,700美元）。本周，英国金融监管机构金融行为监管局还对加密相关的「克隆」公司发出了两次警告，这些公司将虚假细节与真实公司的正确细节混合在一起。",英国警方公告：今年夏天加密欺诈已造成 200 万英镑损失,08月13日 07:03,2018-08-13 22:13:15
16,比特大陆创始人吴忌寒近日在推特上呼吁 BCH 及 BTC 搁置分裂，双方完全可以按照自己的路线图继续增长，同时保持和谐。据比特大陆财报显示，该公司于 2017 年底持有的 BCH 和 BTC 数量分别为 84.18 万和 3.68 万，2018 年 3 月底为 102.1 万和 2.2 万。推特上有网友不断追问比特大陆出售 BTC 将造成的影响。,吴忌寒：BCH 和 BTC 应搁置分裂,08月13日 07:03,2018-08-13 22:13:16
17,据 bitcoin 报道，美国金融犯罪执法网络 FinCEN 主任 Kenneth Blanco 在芝加哥法律技术大会上表示，美国政府将突破管辖范围限制，开展对加密货币行业的管制。他解释道，所有与「汇款」有关的服务都必须符合 AML/KYC 反洗钱标准，开展相关业务的公司必须在 FinCEN 注册，维护反洗钱计划，同时建立记录和上报措施。他强调，「上述要求适用于在美国开展数字货币交易的任何公司，无论其实体是否在美国境内。」,美国政府将在全球「积极追查」违规数字货币行径,08月13日 07:02,2018-08-13 22:13:16
18,据 bitcoinist 消息，尽管目前加密货币价格全面下跌，但专业的加密货币对冲基金正以惊人的速度增长。根据 Crypto Fund research 的一项新研究，目前共有 466只 数字货币投资基金。其中，255 只为对冲基金基金，195 只设立为风险投资基金，16 只为私募股权基金。预计 2018 年新增数字货币基金将达到 165 只，超过去年的 156 只。,2018 年加密货币对冲基金速度增长惊人,08月13日 07:01,2018-08-13 22:13:16
