,brief,header,pub_time,type,url
0,“交易+金融”两条腿走路才是消费金融最好的模式。,失掉京东流量入口，易鑫汽车平台交易业务再萎缩,4分钟前,AI+,https://www.leiphone.com/news/201810/HUukfR1pCv8sLq85.html
1,，在巴西进行金融科技领域的创业，并不是一帆风顺。不仅如此，简直就是九死一生。,腾讯2亿美元入股的巴西Nubank，是何方神圣？,3小时前,AI+,https://www.leiphone.com/news/201810/3Dc7Hr5jbWNPm595.html
2,"“有人辞官归故里, 有人星夜赶科场”。这厢，一些金融科技公司在努力去金融化，那厢，不少巨头仍在挤破头申请金融牌照。那么，金融牌照究竟有没有价值？",科技化浪潮下，金融牌照还有没有价值？,8小时前,AI+,https://www.leiphone.com/news/201810/njZbpJ3fryswSp0q.html
3,“我们认为的金融科技，在涵盖了这些新兴的金融技术（区块链、人工智能）之外，还包括IT基础架构升级换代的技术体系”。,2B全面开放的蚂蚁金服,8小时前,AI+,https://www.leiphone.com/news/201809/icKaZCzwchfzPdwv.html
4,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
5,Facebook的硬件梦，或许首先是一道信任度测试题。,Facebook推智能音箱，结果大家关注点都在隐私上,3小时前,业界,https://www.leiphone.com/news/201810/tKnYgOvDVeNhRWid.html
6,智能语音作为智能家居场景中难以缺少的交互方式，具备全链路语音交互能力的科大讯飞如何推动智能家居行业的发展？,带来新奇应用的HI! MORFEI 智能家居开发大赛有科大讯飞的什么“秘密”？,5小时前,业界,https://www.leiphone.com/news/201810/ReWhSViluz9NgIR1.html
7,脱身于中国电信的天翼云成为云计算市场一股独特势力。,运营商云如何塑造错位竞争优势？专访天翼云市场部总经理杨居正,6小时前,业界,https://www.leiphone.com/news/201809/rjqz2UkgU8siA8gH.html
8,三星电子最近公布了第三季度初步盈利预期，预计第三季度营业利润将创下历史新高，这主要得益于其DRAM芯片的强劲需求。,DRAM将让三星第三季利润创历史新高，为何明年却要大砍DRAM投资？,7小时前,业界,https://www.leiphone.com/news/201810/Fdpai1SAlwCJhYj5.html
9,搜狗地图作为首批第三方导航应用已同步上线CarPlay,苹果新品发布 搜狗地图成CarPlay第三方导航应用首批选择,8小时前,业界,https://www.leiphone.com/news/201810/BUHSvL87NP07yajC.html
10,“去和工程师谈谈”——这一传统正在拯救Google,坚持“不作恶”：谷歌放弃竞标五角大楼百亿美元云合同,9小时前,业界,https://www.leiphone.com/news/201810/vMMAzX6jtNRZ0WeB.html
11,科技，从来都不是冰冷的名词，它的发展与人们的工作生活历来息息相关。,蓦然认知：打造智能语音界ios 构建全新AI服务生态,10小时前,业界,https://www.leiphone.com/news/201810/w3IgBwnbWcFtcgwZ.html
12,FF公布贾跃亭和恒大闹翻内幕；欧盟将无条件批准微软75亿美元收购；联想与小米或同时间发布滑盖手机。,FF公布贾跃亭和恒大闹翻内幕；欧盟将无条件批准微软75亿美元收购 | 雷锋早报,12小时前,业界,https://www.leiphone.com/news/201810/alKFYyxTkwnb6EFH.html
