,brief,header,pubtime,savetime
0,币安公告称：决定于 2018 年 10 月 12 日 18:00（UTC+8）停止交易并下架的 BCN、CHAT、ICN、TRIG 的所有交易对。用户可以在 2018 年 11 月 12 日 18:00（UTC+8）之前提现，之后将关闭提现功能。推特网友评论称：「就这些了？记住 Bittrex 发生了什么事，或者说我们的交易是安全的吗？」赵长鹏回复称：「对于我们来说，这是一个非常痛苦的决定，但是与其每天退市，不如一次性完成。」,币安将下架 BCN、CHAT、ICN、TRIG，赵长鹏就此回应,16:29,2018-10-09 20:08:28
1,imToken 宣布与顶尖传统域名公司 MMX 达成战略合作，创始人兼 CEO 何斌表示：「此次合作将突破传统域名 DNS 和以太坊的界限，用户在 imToken 里就可以用加密货币购买传统顶级域名，再用传统域名映射钱包地址，想象一下：网站、邮箱、区块链的钱包帐户、数字身份、IPFS 个人数据都可以打通，imToken 一直都在找优秀且能够落地的 DApp 应用，域名很有可能会是其中一个突破口。」以太坊已经卖出超过 16 万个 .eth 域名，其中通过 imToken 完成域名购买的超过 2 万个。自 10 月 10 日至 25 日，已拥有 .eth 的用户可以在 imToken 里提前预定 .luxe 域名。,imToken 宣布与上市域名商 MMX 合作,15:26,2018-10-09 20:08:28
2,Vitalik 近期在推特上回复「你认为过去 15 个月以太坊最大的改变是什么」的问题时表示：1.Casper 和分片规范大致完成，现在正在细化阶段；2.四项以上的规范已经在实施中；3.扩容方案 Plasma 的很多部署都在进行中；4.基于 zk-SNARKs 的第二层扩展和隐私正在进行中。这一切与 2017 年相比变化显著。,Vitalik：Casper 和分片规范大致完成，Plasma 部署进行中,14:55,2018-10-09 20:08:28
3,区块链导航 Block123 与星途协议 ATP 达成战略合作，共建区块链生态广告联盟。区块链导航 Block123.com 是全球领先的区块链导航站点，致力于为不同国家和语言的用户提供全面、简单、实用的区块链导航服务。此次合作，星途协议 ATP 将为区块链导航 Block123 提供链上互动广告 SDK 集成，使用户在区块链导航 Block123 可获得更多的区块链广告资讯，并在参与互动广告时获得通证激励。星途协议 ATP 通过链上互动广告（Atlas Ads）实现广告主精准触达、媒体流量变现、用户获得收益的多方共赢。未来，星途协议 ATP 将联合更多生态合作伙伴，提供多样化的链上互动形式，丰富的链上互动广告内容，吸引用户参与到区块链世界，为区块链世界带来新的增量。,区块链导航 Block123 与星途协议 ATP 达成战略合作,13:03,2018-10-09 20:08:28
4,据 Diar 报告的数据显示，截止目前 BTC 的矿业收入比 2017 全年的收入多出 14 亿美元。但自年初以来随着 BTC 价格大幅下跌，矿商的利润连续下滑。BTC 矿业盈利能力下降的主要原因是哈希率暴涨，9 月中旬首次出现矿工无利可图的情况，比特币网络哈希率自 2018 年 5 月以来翻了一番，从每秒 28 千万亿哈希增至每秒 57 千万亿。只要大型矿企的低电力成本相当于比特币收入的 50%-60%，市场就仍有很大增长空间。,今年前三季度 BTC 矿工收入 47 亿美元，但盈利能力下降,12:40,2018-10-09 20:08:28
5,乌克兰财政部官网 8 日公布，将成立一个工作组，讨论和制定有关加密数字货币领域税收的法律框架。该工作组从 10 月 16 日起工作，以确定现有法律框架内与加密相关的税收监管方案。专家组还将确定是否有需要制定新立法或者修订以往立法的情况。,乌克兰财政部成立工作组，制定数字货币税收法律框架,09:57,2018-10-09 20:08:28
6,旧金山加密周期间进行的一场以太坊黑客松吸引了千余名开发者参与，这让不少知名区块链投资人感慨以太坊社区的发展程度。风险投资机构 Boost VC 联合创始人 Brayton Williams 发推表示：「5 年前在首个加密会议 Bitcoin 2013 上，我们组织了一场黑客松，大约有 25 个人参加了那个活动。这周，我们看到了超过千人参加以太坊在旧金山举办的黑客松。」Scalar Capital 创始人 Lindia Xie 也表示：「三年前我参与以太坊在旧金山的社区活动，也就大约 20 人参加。看到社区这样发展，太棒了。」,知名区块链投资人：以太坊社区发展日新月异,07:53,2018-10-09 20:08:28
7,总部位于旧金山的加密对冲基金投资组合管理平台 Lumina 近日完成 400 万美元的种子轮融资，Craft Ventures 领投，贝恩资本和 Dragonfly Capital 跟投。该初创公司为加密货币对冲基金提供投资组合管理和交易执行工具，投资机构可以通过该公司的产品，让自己的投资组合实现可视化、追踪资产表现、评估风险并生成报告。目前该公司已经与 Coinbase、OkCoin、BitGo 和 Harbor 等公司展开合作。,加密对冲基金投资组合管理平台 Lumina 完成 400 万美元种子轮融资,04:43,2018-10-09 20:08:28
8,IBM 旗下的区块链食品溯源技术「IBM Food Trust」本周正式商用。该公司表示，欧洲最大的零售商家乐福正采用该区块链技术追踪从农场到商场的鸡肉、鸡蛋和西红柿等产品，并将在 2022 年之前将其部署到所有生鲜产品。,家乐福将应用 IBM 区块链技术，在 2022 年前实现用区块链溯源生鲜产品,04:15,2018-10-09 20:08:29
9,有 A 股「区块链第一股」之称的易见股份（600093.SH）发布公告，该公司原控股股东的实际控制人云南九天投资控股集团有限公司将持有的 2.13 亿股易见股份表决权委托其他企业行使。本次表决权委托完成后，作为易见股份原第二大股东的云南省滇中产业发展集团有限责任公司将成为该上市公司控股股东。公开资料表明，滇中集团系云南省为加快滇中新区发展成立的省属国有企业。,国有企业滇中集团成为 A 股「区块链第一股」易见股份控股股东,04:06,2018-10-09 20:08:29
10,Token Data 数据显示，9 月份全球共有 16 个项目进行 ICO，完成 1.8 亿美元的代币销售，继续下滑趋势。9 月份最大的 ICO 项目为去中心化借贷平台 Alchemy，通过 ICO 融资 4600 万美元；该月第二大 ICO 项目是 NEO 上的去中心化交易平台 NEX，融资 2100 万美元；第三大为移动应用平台 Verasity，融资 1900 万美元。分布式云计算项目 Ankr Network，也在 9 月份通过 ICO 融资 1900 万美元。（Ankr 团队向链闻反馈，Token Data 数据有误，Ankr 硬顶为 1700 万美元。）,Token Data：9 月份全球共有 16 个项目完成 ICO，共融 1.8 亿美元,02:42,2018-10-09 20:08:29
11,据路透社消息，欧盟证券监管当局欧洲证券和市场管理局（ESMA）表示，将逐一审查 ICO 项目，以判定其是否属于证券销售，并决定是否进行相应的监管。,欧盟证券监管机构将逐一审查 ICO 项目是否属于证券销售,02:22,2018-10-09 20:08:29
12,刚刚在 7 月份完成 4500 万美元融资的区块链初创项目 Oasis Labs 宣布成立一个区块链加速器，加大生态系统布局，包括 Accel、a16z crypto、币安孵化器、Pantera Capital 和 Polychain Capital 在内的众多一线投资机构参与支持。Oasis Labs 表示，该加速器将向开发者提供领先投资者的洞察和技术指导，并让开发者率先接入 Oasis Labs 的平台。,Oasis Labs 成立区块链加速器，Accel、a16z crypto、币安孵化器、Pantera 和 Polychain 等参与支持,01:16,2018-10-09 20:08:29
